time,F_x,F_y,F_z,T_x,T_y,T_z,U_sup,U_fluid,fluid_fraction
1.560000,9.34607894E-05,1.72610000E-11,1.00392615E-02,-8.28309550E-12,1.69259835E-08,2.17840079E-11,1.78031823E-03,1.81504778E-03,9.80648219E-01
1.570000,9.34394001E-05,1.84523185E-11,1.00396494E-02,-7.91147150E-12,1.69277613E-08,2.13802472E-11,1.78033333E-03,1.81506322E-03,9.80648219E-01
1.580000,9.34147006E-05,1.95901354E-11,1.00400295E-02,-7.55210381E-12,1.69295350E-08,2.09890242E-11,1.78034716E-03,1.81507735E-03,9.80648219E-01
1.590000,9.33868307E-05,2.06755496E-11,1.00404019E-02,-7.20449893E-12,1.69313027E-08,2.06096604E-11,1.78035976E-03,1.81509024E-03,9.80648219E-01
1.600000,9.33559237E-05,2.17099457E-11,1.00407669E-02,-6.86816727E-12,1.69330627E-08,2.02415356E-11,1.78037119E-03,1.81510194E-03,9.80648219E-01
1.610000,9.33221072E-05,2.26948877E-11,1.00411247E-02,-6.54263166E-12,1.69348137E-08,1.98840838E-11,1.78038149E-03,1.81511248E-03,9.80648219E-01
1.620000,9.32855037E-05,2.36320465E-11,1.00414754E-02,-6.22743351E-12,1.69365546E-08,1.95367859E-11,1.78039072E-03,1.81512192E-03,9.80648219E-01
1.630000,9.32462307E-05,2.45231232E-11,1.00418193E-02,-5.92213578E-12,1.69382845E-08,1.91991671E-11,1.78039891E-03,1.81513031E-03,9.80648219E-01
1.640000,9.32044013E-05,2.53698300E-11,1.00421565E-02,-5.62632245E-12,1.69400028E-08,1.88707894E-11,1.78040610E-03,1.81513769E-03,9.80648219E-01
1.650000,9.31601243E-05,2.61738596E-11,1.00424871E-02,-5.33959787E-12,1.69417088E-08,1.85512483E-11,1.78041235E-03,1.81514409E-03,9.80648219E-01
1.660000,9.31135047E-05,2.69368659E-11,1.00428114E-02,-5.06159053E-12,1.69434020E-08,1.82401705E-11,1.78041768E-03,1.81514956E-03,9.80648219E-01
1.670000,9.30646436E-05,2.76604472E-11,1.00431295E-02,-4.79194652E-12,1.69450822E-08,1.79372071E-11,1.78042213E-03,1.81515414E-03,9.80648219E-01
1.680000,9.30136386E-05,2.83462012E-11,1.00434415E-02,-4.53033299E-12,1.69467489E-08,1.76420349E-11,1.78042575E-03,1.81515787E-03,9.80648219E-01
1.690000,9.29605837E-05,2.89956223E-11,1.00437477E-02,-4.27643392E-12,1.69484020E-08,1.73543509E-11,1.78042856E-03,1.81516077E-03,9.80648219E-01
1.700000,9.29055699E-05,2.96101748E-11,1.00440482E-02,-4.02995145E-12,1.69500414E-08,1.70738712E-11,1.78043060E-03,1.81516289E-03,9.80648219E-01
1.710000,9.28486849E-05,3.01912670E-11,1.00443431E-02,-3.79060443E-12,1.69516668E-08,1.68003309E-11,1.78043191E-03,1.81516426E-03,9.80648219E-01
1.720000,9.27900132E-05,3.07402476E-11,1.00446326E-02,-3.55812273E-12,1.69532782E-08,1.65334768E-11,1.78043251E-03,1.81516490E-03,9.80648219E-01
1.730000,9.27296368E-05,3.12584151E-11,1.00449167E-02,-3.33225458E-12,1.69548756E-08,1.62730739E-11,1.78043242E-03,1.81516486E-03,9.80648219E-01
1.740000,9.26676344E-05,3.17470238E-11,1.00451958E-02,-3.11275853E-12,1.69564589E-08,1.60188977E-11,1.78043170E-03,1.81516415E-03,9.80648219E-01
1.750000,9.26040823E-05,3.22072684E-11,1.00454698E-02,-2.89940563E-12,1.69580282E-08,1.57707361E-11,1.78043035E-03,1.81516281E-03,9.80648219E-01
1.760000,9.25390541E-05,3.26403100E-11,1.00457389E-02,-2.69197713E-12,1.69595835E-08,1.55283876E-11,1.78042840E-03,1.81516086E-03,9.80648219E-01
1.770000,9.24726208E-05,3.30472386E-11,1.00460033E-02,-2.49026702E-12,1.69611248E-08,1.52916613E-11,1.78042589E-03,1.81515833E-03,9.80648219E-01
1.780000,9.24048510E-05,3.34291267E-11,1.00462630E-02,-2.29407687E-12,1.69626522E-08,1.50603748E-11,1.78042283E-03,1.81515525E-03,9.80648219E-01
1.790000,9.23358108E-05,3.37869914E-11,1.00465182E-02,-2.10321672E-12,1.69641658E-08,1.48343533E-11,1.78041925E-03,1.81515164E-03,9.80648219E-01
1.800000,9.22655643E-05,3.41218113E-11,1.00467690E-02,-1.91750915E-12,1.69656657E-08,1.46134330E-11,1.78041518E-03,1.81514752E-03,9.80648219E-01
1.810000,9.21941730E-05,3.44345042E-11,1.00470155E-02,-1.73677990E-12,1.69671519E-08,1.43974543E-11,1.78041062E-03,1.81514291E-03,9.80648219E-01
1.820000,9.21216965E-05,3.47259932E-11,1.00472577E-02,-1.56086456E-12,1.69686245E-08,1.41862654E-11,1.78040562E-03,1.81513784E-03,9.80648219E-01
1.830000,9.20481923E-05,3.49971301E-11,1.00474959E-02,-1.38960567E-12,1.69700838E-08,1.39797214E-11,1.78040017E-03,1.81513232E-03,9.80648219E-01
1.840000,9.19737157E-05,3.52487548E-11,1.00477301E-02,-1.22285161E-12,1.69715297E-08,1.37776829E-11,1.78039432E-03,1.81512638E-03,9.80648219E-01
1.850000,9.18983203E-05,3.54816495E-11,1.00479604E-02,-1.06045842E-12,1.69729624E-08,1.35800169E-11,1.78038806E-03,1.81512004E-03,9.80648219E-01
1.860000,9.18220577E-05,3.56965703E-11,1.00481869E-02,-9.02286087E-13,1.69743821E-08,1.33865941E-11,1.78038143E-03,1.81511331E-03,9.80648219E-01
1.870000,9.17449776E-05,3.58942577E-11,1.00484097E-02,-7.48202462E-13,1.69757888E-08,1.31972926E-11,1.78037443E-03,1.81510621E-03,9.80648219E-01
1.880000,9.16671280E-05,3.60754184E-11,1.00486288E-02,-5.98078295E-13,1.69771827E-08,1.30119930E-11,1.78036709E-03,1.81509875E-03,9.80648219E-01
1.890000,9.15885553E-05,3.62407424E-11,1.00488445E-02,-4.51790800E-13,1.69785639E-08,1.28305815E-11,1.78035942E-03,1.81509096E-03,9.80648219E-01
1.900000,9.15093040E-05,3.63908435E-11,1.00490566E-02,-3.09221545E-13,1.69799325E-08,1.26529482E-11,1.78035143E-03,1.81508285E-03,9.80648219E-01
1.910000,9.14294173E-05,3.65263748E-11,1.00492654E-02,-1.70257130E-13,1.69812888E-08,1.24789880E-11,1.78034314E-03,1.81507444E-03,9.80648219E-01
1.920000,9.13489365E-05,3.66479072E-11,1.00494709E-02,-3.47873497E-14,1.69826327E-08,1.23085984E-11,1.78033457E-03,1.81506573E-03,9.80648219E-01
1.930000,9.12679018E-05,3.67560411E-11,1.00496732E-02,9.72929651E-14,1.69839644E-08,1.21416816E-11,1.78032573E-03,1.81505675E-03,9.80648219E-01
1.940000,9.11863515E-05,3.68512943E-11,1.00498724E-02,2.26085598E-13,1.69852841E-08,1.19781421E-11,1.78031663E-03,1.81504750E-03,9.80648219E-01
1.950000,9.11043229E-05,3.69342245E-11,1.00500685E-02,3.51687824E-13,1.69865919E-08,1.18178891E-11,1.78030728E-03,1.81503800E-03,9.80648219E-01
1.960000,9.10218517E-05,3.70053334E-11,1.00502615E-02,4.74194751E-13,1.69878879E-08,1.16608341E-11,1.78029770E-03,1.81502826E-03,9.80648219E-01
1.970000,9.09389724E-05,3.70651013E-11,1.00504517E-02,5.93697461E-13,1.69891723E-08,1.15068914E-11,1.78028790E-03,1.81501830E-03,9.80648219E-01
1.980000,9.08557181E-05,3.71140032E-11,1.00506390E-02,7.10283346E-13,1.69904452E-08,1.13559788E-11,1.78027788E-03,1.81500812E-03,9.80648219E-01
1.990000,9.07721209E-05,3.71524834E-11,1.00508235E-02,8.24036316E-13,1.69917067E-08,1.12080173E-11,1.78026766E-03,1.81499773E-03,9.80648219E-01
2.000000,9.06882115E-05,3.71809822E-11,1.00510052E-02,9.35039361E-13,1.69929569E-08,1.10629290E-11,1.78025726E-03,1.81498715E-03,9.80648219E-01
2.010000,9.06040194E-05,3.71999104E-11,1.00511843E-02,1.04337098E-12,1.69941960E-08,1.09206392E-11,1.78024667E-03,1.81497638E-03,9.80648219E-01
2.020000,9.05195732E-05,3.72096643E-11,1.00513607E-02,1.14910785E-12,1.69954240E-08,1.07810757E-11,1.78023591E-03,1.81496544E-03,9.80648219E-01
2.030000,9.04349004E-05,3.72106429E-11,1.00515346E-02,1.25232300E-12,1.69966412E-08,1.06441693E-11,1.78022498E-03,1.81495434E-03,9.80648219E-01
2.040000,9.03500272E-05,3.72031889E-11,1.00517059E-02,1.35308711E-12,1.69978476E-08,1.05098522E-11,1.78021391E-03,1.81494308E-03,9.80648219E-01
2.050000,9.02649791E-05,3.71876774E-11,1.00518749E-02,1.45147031E-12,1.69990434E-08,1.03780585E-11,1.78020269E-03,1.81493167E-03,9.80648219E-01
2.060000,9.01797805E-05,3.71644400E-11,1.00520414E-02,1.54753683E-12,1.70002286E-08,1.02487260E-11,1.78019133E-03,1.81492012E-03,9.80648219E-01
2.070000,9.00944549E-05,3.71338011E-11,1.00522055E-02,1.64135341E-12,1.70014034E-08,1.01217919E-11,1.78017984E-03,1.81490843E-03,9.80648219E-01
2.080000,9.00090247E-05,3.70960814E-11,1.00523673E-02,1.73298046E-12,1.70025680E-08,9.99719714E-12,1.78016823E-03,1.81489663E-03,9.80648219E-01
2.090000,8.99235116E-05,3.70515781E-11,1.00525269E-02,1.82247898E-12,1.70037223E-08,9.87488389E-12,1.78015651E-03,1.81488470E-03,9.80648219E-01
2.100000,8.98379365E-05,3.70005821E-11,1.00526843E-02,1.90990628E-12,1.70048666E-08,9.75479684E-12,1.78014468E-03,1.81487267E-03,9.80648219E-01
2.110000,8.97523193E-05,3.69433819E-11,1.00528395E-02,1.99531901E-12,1.70060010E-08,9.63688121E-12,1.78013275E-03,1.81486053E-03,9.80648219E-01
2.120000,8.96666793E-05,3.68802342E-11,1.00529926E-02,2.07877239E-12,1.70071254E-08,9.52108402E-12,1.78012072E-03,1.81484829E-03,9.80648219E-01
2.130000,8.95810349E-05,3.68113955E-11,1.00531436E-02,2.16031785E-12,1.70082402E-08,9.40735492E-12,1.78010860E-03,1.81483597E-03,9.80648219E-01
2.140000,8.94954038E-05,3.67371188E-11,1.00532926E-02,2.24000754E-12,1.70093453E-08,9.29564379E-12,1.78009640E-03,1.81482356E-03,9.80648219E-01
2.150000,8.94098029E-05,3.66576451E-11,1.00534395E-02,2.31789012E-12,1.70104410E-08,9.18590278E-12,1.78008412E-03,1.81481106E-03,9.80648219E-01
2.160000,8.93242484E-05,3.65731924E-11,1.00535845E-02,2.39401396E-12,1.70115272E-08,9.07808521E-12,1.78007177E-03,1.81479850E-03,9.80648219E-01
2.170000,8.92387561E-05,3.64839972E-11,1.00537276E-02,2.46842440E-12,1.70126040E-08,8.97214594E-12,1.78005935E-03,1.81478587E-03,9.80648219E-01
2.180000,8.91533409E-05,3.63902467E-11,1.00538688E-02,2.54116774E-12,1.70136717E-08,8.86804085E-12,1.78004687E-03,1.81477317E-03,9.80648219E-01
2.190000,8.90680171E-05,3.62921691E-11,1.00540081E-02,2.61228614E-12,1.70147303E-08,8.76572734E-12,1.78003433E-03,1.81476041E-03,9.80648219E-01
2.200000,8.89827984E-05,3.61899463E-11,1.00541457E-02,2.68182342E-12,1.70157798E-08,8.66516330E-12,1.78002174E-03,1.81474760E-03,9.80648219E-01
2.210000,8.88976979E-05,3.60837780E-11,1.00542814E-02,2.74981901E-12,1.70168205E-08,8.56630937E-12,1.78000909E-03,1.81473474E-03,9.80648219E-01
2.220000,8.88127283E-05,3.59738296E-11,1.00544154E-02,2.81631324E-12,1.70178523E-08,8.46912564E-12,1.77999641E-03,1.81472183E-03,9.80648219E-01
2.230000,8.85001864E-05,-6.60256202E-12,1.00552819E-02,-3.39404883E-10,1.72585166E-08,3.20450793E-11,1.77998914E-03,1.81471442E-03,9.80648219E-01
2.240000,8.83068623E-05,-9.59002481E-11,1.00556264E-02,-3.53497935E-10,1.73041038E-08,3.90039911E-11,1.77998123E-03,1.81470638E-03,9.80648219E-01
2.250000,8.81774943E-05,-1.40637113E-10,1.00558348E-02,-3.59488431E-10,1.73185279E-08,4.14584235E-11,1.77997301E-03,1.81469802E-03,9.80648219E-01
2.260000,8.80776369E-05,-1.60782952E-10,1.00559927E-02,-3.62010037E-10,1.73233192E-08,4.19249106E-11,1.77996457E-03,1.81468944E-03,9.80648219E-01
2.270000,8.79914050E-05,-1.69391907E-10,1.00561298E-02,-3.63016633E-10,1.73242182E-08,4.15212749E-11,1.77995594E-03,1.81468067E-03,9.80648219E-01
2.280000,8.79115216E-05,-1.72654002E-10,1.00562576E-02,-3.63265581E-10,1.73233107E-08,4.07422829E-11,1.77994716E-03,1.81467175E-03,9.80648219E-01
2.290000,8.78345269E-05,-1.73468014E-10,1.00563810E-02,-3.63109461E-10,1.73215287E-08,3.98189744E-11,1.77993824E-03,1.81466268E-03,9.80648219E-01
2.300000,8.77587320E-05,-1.73240253E-10,1.00565024E-02,-3.62731962E-10,1.73193428E-08,3.88658622E-11,1.77992919E-03,1.81465347E-03,9.80648219E-01
2.310000,8.76833152E-05,-1.72674520E-10,1.00566227E-02,-3.62235939E-10,1.73170065E-08,3.79410884E-11,1.77992002E-03,1.81464415E-03,9.80648219E-01
2.320000,8.76078953E-05,-1.72126097E-10,1.00567423E-02,-3.61681401E-10,1.73146592E-08,3.70733927E-11,1.77991074E-03,1.81463472E-03,9.80648219E-01
2.330000,8.75323188E-05,-1.71769306E-10,1.00568613E-02,-3.61103975E-10,1.73123775E-08,3.62754568E-11,1.77990135E-03,1.81462517E-03,9.80648219E-01
2.340000,8.74565486E-05,-1.71681737E-10,1.00569797E-02,-3.60524762E-10,1.73102015E-08,3.55510350E-11,1.77989187E-03,1.81461553E-03,9.80648219E-01
2.350000,8.73806046E-05,-1.71888653E-10,1.00570974E-02,-3.59955969E-10,1.73081503E-08,3.48989574E-11,1.77988229E-03,1.81460580E-03,9.80648219E-01
2.360000,8.73045325E-05,-1.72387322E-10,1.00572143E-02,-3.59404270E-10,1.73062304E-08,3.43154393E-11,1.77987263E-03,1.81459597E-03,9.80648219E-01
2.370000,8.72283870E-05,-1.73160600E-10,1.00573303E-02,-3.58872895E-10,1.73044414E-08,3.37954364E-11,1.77986289E-03,1.81458606E-03,9.80648219E-01
2.380000,8.71522228E-05,-1.74184637E-10,1.00574454E-02,-3.58362932E-10,1.73027789E-08,3.33334273E-11,1.77985306E-03,1.81457607E-03,9.80648219E-01
2.390000,8.70760912E-05,-1.75433215E-10,1.00575595E-02,-3.57874165E-10,1.73012363E-08,3.29238656E-11,1.77984316E-03,1.81456600E-03,9.80648219E-01
2.400000,8.70000382E-05,-1.76880133E-10,1.00576725E-02,-3.57405609E-10,1.72998060E-08,3.25614319E-11,1.77983318E-03,1.81455586E-03,9.80648219E-01
2.410000,8.69241038E-05,-1.78500500E-10,1.00577844E-02,-3.56955851E-10,1.72984802E-08,3.22411580E-11,1.77982314E-03,1.81454564E-03,9.80648219E-01
2.420000,8.68483226E-05,-1.80271339E-10,1.00578951E-02,-3.56523271E-10,1.72972513E-08,3.19584844E-11,1.77981304E-03,1.81453536E-03,9.80648219E-01
2.430000,8.67727240E-05,-1.82171808E-10,1.00580047E-02,-3.56106176E-10,1.72961118E-08,3.17092718E-11,1.77980287E-03,1.81452502E-03,9.80648219E-01
2.440000,8.66973332E-05,-1.84183235E-10,1.00581130E-02,-3.55702894E-10,1.72950548E-08,3.14897932E-11,1.77979264E-03,1.81451462E-03,9.80648219E-01
2.450000,8.66221713E-05,-1.86289048E-10,1.00582202E-02,-3.55311815E-10,1.72940738E-08,3.12967048E-11,1.77978235E-03,1.81450416E-03,9.80648219E-01
2.460000,8.65472562E-05,-1.88474600E-10,1.00583261E-02,-3.54931428E-10,1.72931629E-08,3.11270221E-11,1.77977201E-03,1.81449364E-03,9.80648219E-01
2.470000,8.64726029E-05,-1.90726981E-10,1.00584308E-02,-3.54560332E-10,1.72923166E-08,3.09780830E-11,1.77976162E-03,1.81448307E-03,9.80648219E-01
2.480000,8.63982239E-05,-1.93034893E-10,1.00585343E-02,-3.54197243E-10,1.72915299E-08,3.08475180E-11,1.77975119E-03,1.81447245E-03,9.80648219E-01
2.490000,8.63241299E-05,-1.95388423E-10,1.00586366E-02,-3.53840991E-10,1.72907980E-08,3.07332180E-11,1.77974070E-03,1.81446179E-03,9.80648219E-01
2.500000,8.62503296E-05,-1.97778923E-10,1.00587376E-02,-3.53490518E-10,1.72901169E-08,3.06333089E-11,1.77973018E-03,1.81445108E-03,9.80648219E-01
2.510000,8.61768303E-05,-2.00198817E-10,1.00588375E-02,-3.53144871E-10,1.72894827E-08,3.05461243E-11,1.77971961E-03,1.81444033E-03,9.80648219E-01
2.520000,8.61036383E-05,-2.02641510E-10,1.00589361E-02,-3.52803196E-10,1.72888918E-08,3.04701811E-11,1.77970900E-03,1.81442954E-03,9.80648219E-01
2.530000,8.60307583E-05,-2.05101243E-10,1.00590335E-02,-3.52464726E-10,1.72883410E-08,3.04041598E-11,1.77969836E-03,1.81441872E-03,9.80648219E-01
2.540000,8.59581946E-05,-2.07572988E-10,1.00591297E-02,-3.52128780E-10,1.72878274E-08,3.03468872E-11,1.77968768E-03,1.81440785E-03,9.80648219E-01
2.550000,8.58859504E-05,-2.10052366E-10,1.00592248E-02,-3.51794753E-10,1.72873482E-08,3.02973177E-11,1.77967698E-03,1.81439696E-03,9.80648219E-01
2.560000,8.58140284E-05,-2.12535563E-10,1.00593187E-02,-3.51462103E-10,1.72869009E-08,3.02545187E-11,1.77966624E-03,1.81438603E-03,9.80648219E-01
2.570000,8.57424306E-05,-2.15019258E-10,1.00594114E-02,-3.51130355E-10,1.72864834E-08,3.02176611E-11,1.77965547E-03,1.81437508E-03,9.80648219E-01
2.580000,8.56711585E-05,-2.17500552E-10,1.00595030E-02,-3.50799088E-10,1.72860933E-08,3.01860034E-11,1.77964467E-03,1.81436410E-03,9.80648219E-01
2.590000,8.56002134E-05,-2.19976904E-10,1.00595935E-02,-3.50467929E-10,1.72857289E-08,3.01588839E-11,1.77963385E-03,1.81435309E-03,9.80648219E-01
2.600000,8.55295959E-05,-2.22446137E-10,1.00596828E-02,-3.50136553E-10,1.72853883E-08,3.01357127E-11,1.77962301E-03,1.81434206E-03,9.80648219E-01
2.610000,8.54593065E-05,-2.24906309E-10,1.00597711E-02,-3.49804671E-10,1.72850699E-08,3.01159615E-11,1.77961215E-03,1.81433100E-03,9.80648219E-01
2.620000,8.53893454E-05,-2.27355756E-10,1.00598582E-02,-3.49472035E-10,1.72847721E-08,3.00991583E-11,1.77960126E-03,1.81431993E-03,9.80648219E-01
2.630000,8.53197126E-05,-2.29793022E-10,1.00599443E-02,-3.49138424E-10,1.72844936E-08,3.00848809E-11,1.77959036E-03,1.81430884E-03,9.80648219E-01
2.640000,8.52504077E-05,-2.32216837E-10,1.00600293E-02,-3.48803651E-10,1.72842330E-08,3.00727516E-11,1.77957944E-03,1.81429773E-03,9.80648219E-01
2.650000,8.51814304E-05,-2.34626112E-10,1.00601133E-02,-3.48467550E-10,1.72839892E-08,3.00624313E-11,1.77956851E-03,1.81428660E-03,9.80648219E-01
2.660000,8.51127800E-05,-2.37019873E-10,1.00601962E-02,-3.48129982E-10,1.72837609E-08,3.00536185E-11,1.77955756E-03,1.81427546E-03,9.80648219E-01
2.670000,8.50444558E-05,-2.39397287E-10,1.00602781E-02,-3.47790825E-10,1.72835472E-08,3.00460406E-11,1.77954660E-03,1.81426431E-03,9.80648219E-01
2.680000,8.49764569E-05,-2.41757635E-10,1.00603589E-02,-3.47449978E-10,1.72833471E-08,3.00394548E-11,1.77953563E-03,1.81425315E-03,9.80648219E-01
2.690000,8.49087824E-05,-2.44100299E-10,1.00604388E-02,-3.47107355E-10,1.72831597E-08,3.00336436E-11,1.77952465E-03,1.81424198E-03,9.80648219E-01
2.700000,8.48414312E-05,-2.46424729E-10,1.00605177E-02,-3.46762886E-10,1.72829841E-08,3.00284114E-11,1.77951366E-03,1.81423080E-03,9.80648219E-01
2.710000,8.47744022E-05,-2.48730476E-10,1.00605956E-02,-3.46416511E-10,1.72828196E-08,3.00235837E-11,1.77950266E-03,1.81421961E-03,9.80648219E-01
2.720000,8.47076942E-05,-2.51017127E-10,1.00606726E-02,-3.46068185E-10,1.72826655E-08,3.00190046E-11,1.77949166E-03,1.81420841E-03,9.80648219E-01
2.730000,8.46413060E-05,-2.53284349E-10,1.00607486E-02,-3.45717871E-10,1.72825210E-08,3.00145323E-11,1.77948066E-03,1.81419721E-03,9.80648219E-01
2.740000,8.45752362E-05,-2.55531858E-10,1.00608237E-02,-3.45365541E-10,1.72823855E-08,3.00100429E-11,1.77946965E-03,1.81418601E-03,9.80648219E-01
2.750000,8.45094836E-05,-2.57759413E-10,1.00608979E-02,-3.45011178E-10,1.72822585E-08,3.00054251E-11,1.77945863E-03,1.81417480E-03,9.80648219E-01
2.760000,8.44440466E-05,-2.59966805E-10,1.00609711E-02,-3.44654768E-10,1.72821393E-08,3.00005768E-11,1.77944762E-03,1.81416360E-03,9.80648219E-01
2.770000,8.43789240E-05,-2.62153867E-10,1.00610435E-02,-3.44296308E-10,1.72820275E-08,2.99954106E-11,1.77943660E-03,1.81415239E-03,9.80648219E-01
2.780000,8.43141142E-05,-2.64320478E-10,1.00611149E-02,-3.43935796E-10,1.72819225E-08,2.99898463E-11,1.77942559E-03,1.81414118E-03,9.80648219E-01
2.790000,8.42496157E-05,-2.66466516E-10,1.00611855E-02,-3.43573237E-10,1.72818239E-08,2.99838134E-11,1.77941458E-03,1.81412997E-03,9.80648219E-01
2.800000,8.41854272E-05,-2.68591907E-10,1.00612553E-02,-3.43208642E-10,1.72817314E-08,2.99772497E-11,1.77940356E-03,1.81411877E-03,9.80648219E-01
2.810000,8.41215470E-05,-2.70696598E-10,1.00613241E-02,-3.42842024E-10,1.72816444E-08,2.99700995E-11,1.77939256E-03,1.81410757E-03,9.80648219E-01
2.820000,8.40579736E-05,-2.72780541E-10,1.00613922E-02,-3.42473399E-10,1.72815625E-08,2.99623138E-11,1.77938155E-03,1.81409637E-03,9.80648219E-01
2.830000,8.39947055E-05,-2.74843725E-10,1.00614594E-02,-3.42102787E-10,1.72814856E-08,2.99538493E-11,1.77937055E-03,1.81408518E-03,9.80648219E-01
2.840000,8.39317411E-05,-2.76886136E-10,1.00615257E-02,-3.41730213E-10,1.72814131E-08,2.99446695E-11,1.77935956E-03,1.81407399E-03,9.80648219E-01
2.850000,8.38690788E-05,-2.78907794E-10,1.00615913E-02,-3.41355698E-10,1.72813448E-08,2.99347407E-11,1.77934857E-03,1.81406281E-03,9.80648219E-01
2.860000,8.38067172E-05,-2.80908710E-10,1.00616561E-02,-3.40979271E-10,1.72812805E-08,2.99240342E-11,1.77933759E-03,1.81405163E-03,9.80648219E-01
2.870000,8.37446545E-05,-2.82888912E-10,1.00617201E-02,-3.40600959E-10,1.72812197E-08,2.99125263E-11,1.77932662E-03,1.81404047E-03,9.80648219E-01
2.880000,8.36828893E-05,-2.84848450E-10,1.00617833E-02,-3.40220793E-10,1.72811623E-08,2.99001962E-11,1.77931566E-03,1.81402931E-03,9.80648219E-01
2.890000,8.36214200E-05,-2.86787393E-10,1.00618457E-02,-3.39838803E-10,1.72811081E-08,2.98870259E-11,1.77930470E-03,1.81401816E-03,9.80648219E-01
2.900000,8.35602448E-05,-2.88705776E-10,1.00619074E-02,-3.39455022E-10,1.72810567E-08,2.98730008E-11,1.77929376E-03,1.81400703E-03,9.80648219E-01
2.910000,8.34993624E-05,-2.90603671E-10,1.00619683E-02,-3.39069483E-10,1.72810079E-08,2.98581093E-11,1.77928282E-03,1.81399590E-03,9.80648219E-01
2.920000,8.34387710E-05,-2.92481161E-10,1.00620285E-02,-3.38682218E-10,1.72809616E-08,2.98423415E-11,1.77927190E-03,1.81398478E-03,9.80648219E-01
2.930000,8.33784691E-05,-2.94338327E-10,1.00620880E-02,-3.38293263E-10,1.72809176E-08,2.98256905E-11,1.77926099E-03,1.81397368E-03,9.80648219E-01
2.940000,8.33184552E-05,-2.96175238E-10,1.00621467E-02,-3.37902652E-10,1.72808757E-08,2.98081510E-11,1.77925009E-03,1.81396259E-03,9.80648219E-01
2.950000,8.32587275E-05,-2.97991993E-10,1.00622048E-02,-3.37510419E-10,1.72808356E-08,2.97897192E-11,1.77923920E-03,1.81395151E-03,9.80648219E-01
2.960000,8.31992847E-05,-2.99788687E-10,1.00622621E-02,-3.37116600E-10,1.72807973E-08,2.97703939E-11,1.77922833E-03,1.81394044E-03,9.80648219E-01
2.970000,8.31401249E-05,-3.01565416E-10,1.00623188E-02,-3.36721232E-10,1.72807606E-08,2.97501744E-11,1.77921747E-03,1.81392939E-03,9.80648219E-01
2.980000,8.30812468E-05,-3.03322274E-10,1.00623747E-02,-3.36324348E-10,1.72807253E-08,2.97290620E-11,1.77920662E-03,1.81391835E-03,9.80648219E-01
2.990000,8.30226487E-05,-3.05059373E-10,1.00624300E-02,-3.35925984E-10,1.72806914E-08,2.97070590E-11,1.77919579E-03,1.81390733E-03,9.80648219E-01
3.000000,8.29643291E-05,-3.06776820E-10,1.00624846E-02,-3.35526176E-10,1.72806585E-08,2.96841684E-11,1.77918498E-03,1.81389633E-03,9.80648219E-01
3.010000,8.29062864E-05,-3.08474708E-10,1.00625385E-02,-3.35124958E-10,1.72806268E-08,2.96603947E-11,1.77917418E-03,1.81388534E-03,9.80648219E-01
3.020000,8.28485190E-05,-3.10153147E-10,1.00625918E-02,-3.34722366E-10,1.72805959E-08,2.96357430E-11,1.77916340E-03,1.81387436E-03,9.80648219E-01
3.030000,8.27910255E-05,-3.11812275E-10,1.00626445E-02,-3.34318436E-10,1.72805659E-08,2.96102202E-11,1.77915263E-03,1.81386340E-03,9.80648219E-01
3.040000,8.27338042E-05,-3.13452190E-10,1.00626965E-02,-3.33913199E-10,1.72805366E-08,2.95838318E-11,1.77914188E-03,1.81385246E-03,9.80648219E-01
3.050000,8.26768536E-05,-3.15073015E-10,1.00627479E-02,-3.33506693E-10,1.72805080E-08,2.95565865E-11,1.77913114E-03,1.81384154E-03,9.80648219E-01
3.060000,8.26201722E-05,-3.16674845E-10,1.00627987E-02,-3.33098948E-10,1.72804798E-08,2.95284913E-11,1.77912043E-03,1.81383063E-03,9.80648219E-01
3.070000,8.25637584E-05,-3.18257812E-10,1.00628488E-02,-3.32690001E-10,1.72804521E-08,2.94995549E-11,1.77910973E-03,1.81381975E-03,9.80648219E-01
3.080000,8.25076109E-05,-3.19822040E-10,1.00628984E-02,-3.32279884E-10,1.72804247E-08,2.94697864E-11,1.77909905E-03,1.81380888E-03,9.80648219E-01
3.090000,8.24517279E-05,-3.21367635E-10,1.00629474E-02,-3.31868629E-10,1.72803976E-08,2.94391955E-11,1.77908839E-03,1.81379803E-03,9.80648219E-01
3.100000,8.23961081E-05,-3.22894725E-10,1.00629957E-02,-3.31456269E-10,1.72803707E-08,2.94077911E-11,1.77907775E-03,1.81378720E-03,9.80648219E-01
3.110000,8.23407499E-05,-3.24403424E-10,1.00630435E-02,-3.31042836E-10,1.72803440E-08,2.93755839E-11,1.77906713E-03,1.81377639E-03,9.80648219E-01
3.120000,8.22856518E-05,-3.25893860E-10,1.00630907E-02,-3.30628362E-10,1.72803173E-08,2.93425845E-11,1.77905652E-03,1.81376560E-03,9.80648219E-01
3.130000,8.22308124E-05,-3.27366148E-10,1.00631373E-02,-3.30212878E-10,1.72802906E-08,2.93088031E-11,1.77904594E-03,1.81375483E-03,9.80648219E-01
3.140000,8.21762301E-05,-3.28820414E-10,1.00631834E-02,-3.29796413E-10,1.72802638E-08,2.92742496E-11,1.77903538E-03,1.81374408E-03,9.80648219E-01
