time,F_x,F_y,F_z,T_x,T_y,T_z,U_sup,U_fluid,fluid_fraction
3.150000,8.21219035E-05,-3.30256770E-10,1.00632289E-02,-3.29378999E-10,1.72802370E-08,2.92389364E-11,1.77902483E-03,1.81373335E-03,9.80648219E-01
3.160000,8.20678312E-05,-3.31675345E-10,1.00632739E-02,-3.28960666E-10,1.72802100E-08,2.92028738E-11,1.77901431E-03,1.81372264E-03,9.80648219E-01
3.170000,8.20140116E-05,-3.33076268E-10,1.00633183E-02,-3.28541442E-10,1.72801827E-08,2.91660731E-11,1.77900381E-03,1.81371195E-03,9.80648219E-01
3.180000,8.19604433E-05,-3.34459645E-10,1.00633622E-02,-3.28121356E-10,1.72801552E-08,2.91285451E-11,1.77899333E-03,1.81370128E-03,9.80648219E-01
3.190000,8.19071249E-05,-3.35825604E-10,1.00634055E-02,-3.27700437E-10,1.72801274E-08,2.90903023E-11,1.77898287E-03,1.81369063E-03,9.80648219E-01
3.200000,8.18540550E-05,-3.37174269E-10,1.00634483E-02,-3.27278713E-10,1.72800992E-08,2.90513551E-11,1.77897243E-03,1.81368001E-03,9.80648219E-01
3.210000,8.18012320E-05,-3.38505753E-10,1.00634906E-02,-3.26856210E-10,1.72800707E-08,2.90117153E-11,1.77896201E-03,1.81366941E-03,9.80648219E-01
3.220000,8.17486547E-05,-3.39820196E-10,1.00635324E-02,-3.26432957E-10,1.72800417E-08,2.89713940E-11,1.77895161E-03,1.81365883E-03,9.80648219E-01
3.230000,8.16963215E-05,-3.41117699E-10,1.00635737E-02,-3.26008979E-10,1.72800122E-08,2.89304036E-11,1.77894124E-03,1.81364827E-03,9.80648219E-01
3.240000,8.16442310E-05,-3.42398397E-10,1.00636145E-02,-3.25584302E-10,1.72799823E-08,2.88887544E-11,1.77893089E-03,1.81363773E-03,9.80648219E-01
3.250000,8.15923819E-05,-3.43662391E-10,1.00636548E-02,-3.25158953E-10,1.72799518E-08,2.88464588E-11,1.77892056E-03,1.81362722E-03,9.80648219E-01
3.260000,8.15407728E-05,-3.44909822E-10,1.00636946E-02,-3.24732955E-10,1.72799208E-08,2.88035277E-11,1.77891025E-03,1.81361673E-03,9.80648219E-01
3.270000,8.14894022E-05,-3.46140800E-10,1.00637339E-02,-3.24306335E-10,1.72798892E-08,2.87599723E-11,1.77889996E-03,1.81360626E-03,9.80648219E-01
3.280000,8.14382688E-05,-3.47355437E-10,1.00637727E-02,-3.23879116E-10,1.72798570E-08,2.87158049E-11,1.77888970E-03,1.81359582E-03,9.80648219E-01
3.290000,8.13873712E-05,-3.48553859E-10,1.00638110E-02,-3.23451322E-10,1.72798241E-08,2.86710353E-11,1.77887946E-03,1.81358540E-03,9.80648219E-01
3.300000,8.13367081E-05,-3.49736189E-10,1.00638489E-02,-3.23022977E-10,1.72797906E-08,2.86256757E-11,1.77886924E-03,1.81357500E-03,9.80648219E-01
3.310000,8.12862781E-05,-3.50902533E-10,1.00638863E-02,-3.22594102E-10,1.72797564E-08,2.85797367E-11,1.77885905E-03,1.81356462E-03,9.80648219E-01
3.320000,8.12360798E-05,-3.52053035E-10,1.00639233E-02,-3.22164721E-10,1.72797215E-08,2.85332296E-11,1.77884888E-03,1.81355427E-03,9.80648219E-01
3.330000,8.11861119E-05,-3.53187779E-10,1.00639598E-02,-3.21734858E-10,1.72796859E-08,2.84861655E-11,1.77883873E-03,1.81354394E-03,9.80648219E-01
3.340000,8.11363731E-05,-3.54306889E-10,1.00639958E-02,-3.21304531E-10,1.72796496E-08,2.84385548E-11,1.77882861E-03,1.81353364E-03,9.80648219E-01
3.350000,8.10868620E-05,-3.55410496E-10,1.00640314E-02,-3.20873763E-10,1.72796125E-08,2.83904085E-11,1.77881850E-03,1.81352336E-03,9.80648219E-01
3.360000,8.10375772E-05,-3.56498705E-10,1.00640666E-02,-3.20442576E-10,1.72795747E-08,2.83417379E-11,1.77880842E-03,1.81351310E-03,9.80648219E-01
3.370000,8.09885176E-05,-3.57571623E-10,1.00641013E-02,-3.20010989E-10,1.72795361E-08,2.82925519E-11,1.77879837E-03,1.81350286E-03,9.80648219E-01
3.380000,8.09396818E-05,-3.58629379E-10,1.00641356E-02,-3.19579024E-10,1.72794966E-08,2.82428626E-11,1.77878834E-03,1.81349265E-03,9.80648219E-01
3.390000,8.08910684E-05,-3.59672088E-10,1.00641695E-02,-3.19146698E-10,1.72794564E-08,2.81926797E-11,1.77877833E-03,1.81348247E-03,9.80648219E-01
3.400000,8.08426762E-05,-3.60699851E-10,1.00642030E-02,-3.18714033E-10,1.72794154E-08,2.81420132E-11,1.77876834E-03,1.81347231E-03,9.80648219E-01
3.410000,8.07945038E-05,-3.61712780E-10,1.00642360E-02,-3.18281046E-10,1.72793735E-08,2.80908735E-11,1.77875838E-03,1.81346217E-03,9.80648219E-01
3.420000,8.07465501E-05,-3.62710993E-10,1.00642686E-02,-3.17847758E-10,1.72793308E-08,2.80392705E-11,1.77874845E-03,1.81345205E-03,9.80648219E-01
3.430000,8.06988137E-05,-3.63694605E-10,1.00643008E-02,-3.17414185E-10,1.72792873E-08,2.79872144E-11,1.77873853E-03,1.81344196E-03,9.80648219E-01
3.440000,8.06512934E-05,-3.64663718E-10,1.00643326E-02,-3.16980346E-10,1.72792429E-08,2.79347141E-11,1.77872864E-03,1.81343190E-03,9.80648219E-01
3.450000,8.06039879E-05,-3.65618454E-10,1.00643640E-02,-3.16546259E-10,1.72791976E-08,2.78817800E-11,1.77871878E-03,1.81342186E-03,9.80648219E-01
3.460000,8.05568959E-05,-3.66558913E-10,1.00643951E-02,-3.16111941E-10,1.72791515E-08,2.78284214E-11,1.77870893E-03,1.81341184E-03,9.80648219E-01
3.470000,8.05100162E-05,-3.67485200E-10,1.00644257E-02,-3.15677409E-10,1.72791045E-08,2.77746482E-11,1.77869911E-03,1.81340185E-03,9.80648219E-01
3.480000,8.04633476E-05,-3.68397431E-10,1.00644559E-02,-3.15242679E-10,1.72790566E-08,2.77204688E-11,1.77868932E-03,1.81339188E-03,9.80648219E-01
3.490000,8.04168888E-05,-3.69295709E-10,1.00644858E-02,-3.14807768E-10,1.72790079E-08,2.76658930E-11,1.77867955E-03,1.81338193E-03,9.80648219E-01
3.500000,8.03706386E-05,-3.70180145E-10,1.00645152E-02,-3.14372693E-10,1.72789582E-08,2.76109295E-11,1.77866980E-03,1.81337201E-03,9.80648219E-01
3.510000,8.03245958E-05,-3.71050846E-10,1.00645443E-02,-3.13937468E-10,1.72789077E-08,2.75555878E-11,1.77866008E-03,1.81336212E-03,9.80648219E-01
3.520000,8.02787591E-05,-3.71907916E-10,1.00645731E-02,-3.13502108E-10,1.72788563E-08,2.74998756E-11,1.77865038E-03,1.81335225E-03,9.80648219E-01
3.530000,8.02331274E-05,-3.72751455E-10,1.00646014E-02,-3.13066631E-10,1.72788040E-08,2.74438032E-11,1.77864070E-03,1.81334240E-03,9.80648219E-01
3.540000,8.01876995E-05,-3.73581581E-10,1.00646294E-02,-3.12631050E-10,1.72787508E-08,2.73873778E-11,1.77863105E-03,1.81333258E-03,9.80648219E-01
3.550000,8.01424741E-05,-3.74398385E-10,1.00646570E-02,-3.12195379E-10,1.72786967E-08,2.73306086E-11,1.77862143E-03,1.81332278E-03,9.80648219E-01
3.560000,8.00974501E-05,-3.75201967E-10,1.00646843E-02,-3.11759633E-10,1.72786417E-08,2.72735031E-11,1.77861182E-03,1.81331300E-03,9.80648219E-01
3.570000,8.00526263E-05,-3.75992441E-10,1.00647112E-02,-3.11323826E-10,1.72785858E-08,2.72160706E-11,1.77860224E-03,1.81330325E-03,9.80648219E-01
3.580000,8.00080016E-05,-3.76769909E-10,1.00647378E-02,-3.10887971E-10,1.72785290E-08,2.71583183E-11,1.77859269E-03,1.81329353E-03,9.80648219E-01
3.590000,7.99635747E-05,-3.77534468E-10,1.00647640E-02,-3.10452084E-10,1.72784713E-08,2.71002550E-11,1.77858315E-03,1.81328383E-03,9.80648219E-01
3.600000,7.99193444E-05,-3.78286218E-10,1.00647899E-02,-3.10016175E-10,1.72784127E-08,2.70418880E-11,1.77857365E-03,1.81327415E-03,9.80648219E-01
3.610000,7.98753098E-05,-3.79025250E-10,1.00648154E-02,-3.09580258E-10,1.72783532E-08,2.69832248E-11,1.77856416E-03,1.81326450E-03,9.80648219E-01
3.620000,7.98314695E-05,-3.79751686E-10,1.00648406E-02,-3.09144347E-10,1.72782928E-08,2.69242740E-11,1.77855470E-03,1.81325487E-03,9.80648219E-01
3.630000,7.97878225E-05,-3.80465607E-10,1.00648655E-02,-3.08708454E-10,1.72782316E-08,2.68650421E-11,1.77854526E-03,1.81324526E-03,9.80648219E-01
3.640000,7.97443676E-05,-3.81167110E-10,1.00648900E-02,-3.08272591E-10,1.72781694E-08,2.68055376E-11,1.77853585E-03,1.81323568E-03,9.80648219E-01
3.650000,7.97011037E-05,-3.81856296E-10,1.00649142E-02,-3.07836769E-10,1.72781063E-08,2.67457670E-11,1.77852646E-03,1.81322613E-03,9.80648219E-01
3.660000,7.96580297E-05,-3.82533266E-10,1.00649381E-02,-3.07401001E-10,1.72780424E-08,2.66857373E-11,1.77851709E-03,1.81321659E-03,9.80648219E-01
3.670000,7.96151445E-05,-3.83198118E-10,1.00649617E-02,-3.06965298E-10,1.72779775E-08,2.66254562E-11,1.77850775E-03,1.81320709E-03,9.80648219E-01
3.680000,7.95724469E-05,-3.83850940E-10,1.00649849E-02,-3.06529672E-10,1.72779118E-08,2.65649309E-11,1.77849843E-03,1.81319760E-03,9.80648219E-01
3.690000,7.95299358E-05,-3.84491827E-10,1.00650078E-02,-3.06094133E-10,1.72778452E-08,2.65041677E-11,1.77848914E-03,1.81318814E-03,9.80648219E-01
3.700000,7.94876103E-05,-3.85120885E-10,1.00650305E-02,-3.05658694E-10,1.72777777E-08,2.64431736E-11,1.77847987E-03,1.81317871E-03,9.80648219E-01
3.710000,7.94454690E-05,-3.85738187E-10,1.00650528E-02,-3.05223363E-10,1.72777093E-08,2.63819551E-11,1.77847062E-03,1.81316929E-03,9.80648219E-01
3.720000,7.94035111E-05,-3.86343835E-10,1.00650748E-02,-3.04788153E-10,1.72776401E-08,2.63205192E-11,1.77846139E-03,1.81315990E-03,9.80648219E-01
3.730000,7.93617354E-05,-3.86937929E-10,1.00650965E-02,-3.04353072E-10,1.72775700E-08,2.62588719E-11,1.77845219E-03,1.81315054E-03,9.80648219E-01
3.740000,7.93201408E-05,-3.87520550E-10,1.00651179E-02,-3.03918132E-10,1.72774991E-08,2.61970198E-11,1.77844302E-03,1.81314120E-03,9.80648219E-01
3.750000,7.92787263E-05,-3.88091802E-10,1.00651390E-02,-3.03483342E-10,1.72774272E-08,2.61349696E-11,1.77843386E-03,1.81313188E-03,9.80648219E-01
3.760000,7.92374908E-05,-3.88651765E-10,1.00651598E-02,-3.03048711E-10,1.72773546E-08,2.60727262E-11,1.77842473E-03,1.81312259E-03,9.80648219E-01
3.770000,7.91964332E-05,-3.89200524E-10,1.00651803E-02,-3.02614251E-10,1.72772811E-08,2.60102970E-11,1.77841562E-03,1.81311332E-03,9.80648219E-01
3.780000,7.91555526E-05,-3.89738176E-10,1.00652005E-02,-3.02179969E-10,1.72772067E-08,2.59476876E-11,1.77840654E-03,1.81310407E-03,9.80648219E-01
3.790000,7.91148479E-05,-3.90264817E-10,1.00652205E-02,-3.01745875E-10,1.72771315E-08,2.58849037E-11,1.77839747E-03,1.81309485E-03,9.80648219E-01
3.800000,7.90743180E-05,-3.90780520E-10,1.00652401E-02,-3.01311978E-10,1.72770554E-08,2.58219514E-11,1.77838843E-03,1.81308565E-03,9.80648219E-01
3.810000,7.90339619E-05,-3.91285376E-10,1.00652595E-02,-3.00878287E-10,1.72769785E-08,2.57588361E-11,1.77837942E-03,1.81307647E-03,9.80648219E-01
3.820000,7.89937786E-05,-3.91779479E-10,1.00652786E-02,-3.00444811E-10,1.72769008E-08,2.56955637E-11,1.77837043E-03,1.81306732E-03,9.80648219E-01
3.830000,7.89537671E-05,-3.92262907E-10,1.00652974E-02,-3.00011558E-10,1.72768223E-08,2.56321398E-11,1.77836145E-03,1.81305819E-03,9.80648219E-01
3.840000,7.89139264E-05,-3.92735748E-10,1.00653160E-02,-2.99578535E-10,1.72767430E-08,2.55685691E-11,1.77835251E-03,1.81304908E-03,9.80648219E-01
3.850000,7.88742555E-05,-3.93198090E-10,1.00653343E-02,-2.99145753E-10,1.72766628E-08,2.55048581E-11,1.77834358E-03,1.81304000E-03,9.80648219E-01
3.860000,7.88347533E-05,-3.93650013E-10,1.00653523E-02,-2.98713218E-10,1.72765819E-08,2.54410115E-11,1.77833468E-03,1.81303094E-03,9.80648219E-01
3.870000,7.87954189E-05,-3.94091605E-10,1.00653700E-02,-2.98280939E-10,1.72765001E-08,2.53770341E-11,1.77832580E-03,1.81302190E-03,9.80648219E-01
3.880000,7.87562513E-05,-3.94522943E-10,1.00653875E-02,-2.97848923E-10,1.72764175E-08,2.53129317E-11,1.77831694E-03,1.81301289E-03,9.80648219E-01
3.890000,7.87172496E-05,-3.94944115E-10,1.00654047E-02,-2.97417178E-10,1.72763342E-08,2.52487093E-11,1.77830811E-03,1.81300390E-03,9.80648219E-01
3.900000,7.86784126E-05,-3.95355196E-10,1.00654217E-02,-2.96985711E-10,1.72762501E-08,2.51843711E-11,1.77829930E-03,1.81299493E-03,9.80648219E-01
3.910000,7.86397396E-05,-3.95756271E-10,1.00654384E-02,-2.96554529E-10,1.72761652E-08,2.51199224E-11,1.77829051E-03,1.81298598E-03,9.80648219E-01
3.920000,7.86012295E-05,-3.96147418E-10,1.00654548E-02,-2.96123641E-10,1.72760795E-08,2.50553688E-11,1.77828174E-03,1.81297706E-03,9.80648219E-01
3.930000,7.85628813E-05,-3.96528723E-10,1.00654710E-02,-2.95693053E-10,1.72759930E-08,2.49907141E-11,1.77827300E-03,1.81296816E-03,9.80648219E-01
3.940000,7.85246942E-05,-3.96900271E-10,1.00654870E-02,-2.95262771E-10,1.72759058E-08,2.49259631E-11,1.77826427E-03,1.81295928E-03,9.80648219E-01
3.950000,7.84866671E-05,-3.97262124E-10,1.00655027E-02,-2.94832802E-10,1.72758179E-08,2.48611199E-11,1.77825557E-03,1.81295043E-03,9.80648219E-01
3.960000,7.84487991E-05,-3.97614369E-10,1.00655181E-02,-2.94403153E-10,1.72757292E-08,2.47961904E-11,1.77824689E-03,1.81294159E-03,9.80648219E-01
3.970000,7.84110893E-05,-3.97957082E-10,1.00655333E-02,-2.93973831E-10,1.72756397E-08,2.47311776E-11,1.77823824E-03,1.81293278E-03,9.80648219E-01
3.980000,7.83735368E-05,-3.98290354E-10,1.00655483E-02,-2.93544842E-10,1.72755495E-08,2.46660867E-11,1.77822960E-03,1.81292399E-03,9.80648219E-01
3.990000,7.83361407E-05,-3.98614239E-10,1.00655630E-02,-2.93116193E-10,1.72754586E-08,2.46009219E-11,1.77822099E-03,1.81291523E-03,9.80648219E-01
4.000000,7.82989000E-05,-3.98928824E-10,1.00655775E-02,-2.92687888E-10,1.72753670E-08,2.45356865E-11,1.77821240E-03,1.81290648E-03,9.80648219E-01
