time,axis_x,axis_y,axis_z
5.75999987,0.836353037,3.27963247e-09,-0.548191206
5.76999987,0.835798955,3.27604601e-09,-0.549035615
5.77999987,0.835244022,3.27244423e-09,-0.549879463
5.78999987,0.834688237,3.26882645e-09,-0.55072275
5.79999987,0.834131601,3.26519204e-09,-0.551565475
5.80999987,0.833574114,3.2615404e-09,-0.552407636
5.81999987,0.833015778,3.25787095e-09,-0.553249233
5.82999987,0.832456592,3.25418317e-09,-0.554090266
5.83999987,0.831896558,3.25047654e-09,-0.554930732
5.84999987,0.831335675,3.2467506e-09,-0.555770632
5.85999987,0.830773945,3.2430049e-09,-0.556609964
5.86999987,0.830211368,3.23923901e-09,-0.557448729
5.87999987,0.829647944,3.23545255e-09,-0.558286924
5.88999987,0.829083674,3.23164515e-09,-0.559124549
5.89999987,0.828518559,3.22781645e-09,-0.559961603
5.90999987,0.8279526,3.22396615e-09,-0.560798085
5.91999987,0.827385796,3.22009392e-09,-0.561633995
5.92999987,0.826818148,3.2161995e-09,-0.562469332
5.93999987,0.826249658,3.21228262e-09,-0.563304095
5.94999987,0.825680325,3.20834304e-09,-0.564138282
5.95999987,0.82511015,3.20438052e-09,-0.564971894
5.96999987,0.824539134,3.20039486e-09,-0.565804929
5.97999987,0.823967277,3.19638587e-09,-0.566637386
5.98999987,0.823394579,3.19235336e-09,-0.567469265
5.99999987,0.822821043,3.18829717e-09,-0.568300564
6.00999987,0.822246667,3.18421715e-09,-0.569131284
6.01999987,0.821671453,3.18011317e-09,-0.569961423
6.02999987,0.821095401,3.17598509e-09,-0.57079098
6.03999986,0.820518512,3.17183281e-09,-0.571619954
6.04999986,0.819940786,3.16765623e-09,-0.572448345
6.05999986,0.819362224,3.16345525e-09,-0.573276152
6.06999986,0.818782826,3.15922979e-09,-0.574103373
6.07999986,0.818202594,3.1549798e-09,-0.574930009
6.08999986,0.817621527,3.1507052e-09,-0.575756058
6.09999986,0.817039627,3.14640594e-09,-0.576581519
6.10999986,0.816456893,3.14208199e-09,-0.577406392
6.11999986,0.815873327,3.13773331e-09,-0.578230675
6.12999986,0.815288929,3.13335988e-09,-0.579054369
6.13999986,0.8147037,3.12896167e-09,-0.579877471
6.14999986,0.81411764,3.12453868e-09,-0.580699982
6.15999986,0.813530749,3.1200909e-09,-0.5815219
