time,T_dna,T_res
250.425000,-1.10669739e+02,-7.92543753e+01
250.430000,-1.10716241e+02,-7.93008765e+01
250.435000,-1.10761947e+02,-7.93465822e+01
250.440000,-1.10806866e+02,-7.93915001e+01
250.445000,-1.10851004e+02,-7.94356382e+01
250.450000,-1.10894371e+02,-7.94790047e+01
250.455000,-1.10936975e+02,-7.95216079e+01
250.460000,-1.10978824e+02,-7.95634565e+01
250.465000,-1.11019927e+02,-7.96045591e+01
250.470000,-1.11060293e+02,-7.96449245e+01
250.475000,-1.11099930e+02,-7.96845617e+01
250.480000,-1.11138849e+02,-7.97234797e+01
250.485000,-1.11177057e+02,-7.97616874e+01
250.490000,-1.11214564e+02,-7.97991940e+01
250.495000,-1.11251379e+02,-7.98360087e+01
250.500000,-1.11287511e+02,-7.98721403e+01
250.505000,-1.11322969e+02,-7.99075982e+01
250.510000,-1.11357763e+02,-7.99423916e+01
250.515000,-1.11391902e+02,-7.99765297e+01
250.520000,-1.11425394e+02,-8.00100218e+01
250.525000,-1.11458250e+02,-8.00428771e+01
250.530000,-1.11490478e+02,-8.00751048e+01
250.535000,-1.11522087e+02,-8.01067141e+01
250.540000,-1.11553088e+02,-8.01377142e+01
250.545000,-1.11583488e+02,-8.01681144e+01
250.550000,-1.11613298e+02,-8.01979235e+01
250.555000,-1.11642525e+02,-8.02271507e+01
250.560000,-1.11671180e+02,-8.02558047e+01
250.565000,-1.11699269e+02,-8.02838941e+01
250.570000,-1.11726803e+02,-8.03114276e+01
250.575000,-1.11753789e+02,-8.03384133e+01
250.580000,-1.11780236e+02,-8.03648594e+01
250.585000,-1.11806150e+02,-8.03907737e+01
250.590000,-1.11831541e+02,-8.04161639e+01
250.595000,-1.11856415e+02,-8.04410377e+01
250.600000,-1.11880780e+02,-8.04654025e+01
250.605000,-1.11904643e+02,-8.04892658e+01
250.610000,-1.11928013e+02,-8.05126350e+01
250.615000,-1.11950895e+02,-8.05355173e+01
250.620000,-1.11973298e+02,-8.05579201e+01
250.625000,-1.11995229e+02,-8.05798506e+01
250.630000,-1.12016695e+02,-8.06013160e+01
250.635000,-1.12037703e+02,-8.06223236e+01
250.640000,-1.12058260e+02,-8.06428806e+01
250.645000,-1.12078374e+02,-8.06629942e+01
250.650000,-1.12098051e+02,-8.06826715e+01
250.655000,-1.12117300e+02,-8.07019196e+01
250.660000,-1.12136126e+02,-8.07207455e+01
250.665000,-1.12154537e+02,-8.07391561e+01
250.670000,-1.12172539e+02,-8.07571582e+01
250.675000,-1.12190139e+02,-8.07747584e+01
250.680000,-1.12207344e+02,-8.07919632e+01
250.685000,-1.12224160e+02,-8.08087789e+01
250.690000,-1.12240593e+02,-8.08252120e+01
250.695000,-1.12256650e+02,-8.08412685e+01
250.700000,-1.12272336e+02,-8.08569545e+01
250.705000,-1.12287658e+02,-8.08722756e+01
250.710000,-1.12302620e+02,-8.08872377e+01
250.715000,-1.12317229e+02,-8.09018462e+01
250.720000,-1.12331489e+02,-8.09161066e+01
250.725000,-1.12345407e+02,-8.09300239e+01
250.730000,-1.12358986e+02,-8.09436032e+01
250.735000,-1.12372232e+02,-8.09568493e+01
250.740000,-1.12385150e+02,-8.09697672e+01
250.745000,-1.12397745e+02,-8.09823616e+01
250.750000,-1.12410021e+02,-8.09946374e+01
250.755000,-1.12421983e+02,-8.10065992e+01
250.760000,-1.12433636e+02,-8.10182519e+01
250.765000,-1.12444984e+02,-8.10296001e+01
250.770000,-1.12456032e+02,-8.10406484e+01
250.775000,-1.12466786e+02,-8.10514016e+01
250.780000,-1.12477248e+02,-8.10618640e+01
250.785000,-1.12487425e+02,-8.10720402e+01
250.790000,-1.12497319e+02,-8.10819347e+01
250.795000,-1.12506936e+02,-8.10915517e+01
250.800000,-1.12516281e+02,-8.11008959e+01
250.805000,-1.12525356e+02,-8.11099717e+01
250.810000,-1.12534168e+02,-8.11187834e+01
250.815000,-1.12542721e+02,-8.11273356e+01
250.820000,-1.12551018e+02,-8.11356327e+01
250.825000,-1.12559064e+02,-8.11436792e+01
250.830000,-1.12566865e+02,-8.11514796e+01
250.835000,-1.12574424e+02,-8.11590382e+01
250.840000,-1.12581745e+02,-8.11663594e+01
250.845000,-1.12588833e+02,-8.11734474e+01
250.850000,-1.12595692e+02,-8.11803062e+01
250.855000,-1.12602325e+02,-8.11869396e+01
250.860000,-1.12608737e+02,-8.11933515e+01
250.865000,-1.12614931e+02,-8.11995454e+01
250.870000,-1.12620911e+02,-8.12055247e+01
250.875000,-1.12626679e+02,-8.12112929e+01
250.880000,-1.12632239e+02,-8.12168531e+01
250.885000,-1.12637595e+02,-8.12222085e+01
250.890000,-1.12642748e+02,-8.12273621e+01
250.895000,-1.12647703e+02,-8.12323169e+01
250.900000,-1.12652463e+02,-8.12370761e+01
250.905000,-1.12657029e+02,-8.12416426e+01
250.910000,-1.12661406e+02,-8.12460196e+01
250.915000,-1.12665597e+02,-8.12502098e+01
250.920000,-1.12669603e+02,-8.12542161e+01
250.925000,-1.12673428e+02,-8.12580411e+01
250.930000,-1.12677074e+02,-8.12616874e+01
250.935000,-1.12680544e+02,-8.12651575e+01
250.940000,-1.12683841e+02,-8.12684541e+01
250.945000,-1.12686967e+02,-8.12715798e+01
250.950000,-1.12689924e+02,-8.12745373e+01
250.955000,-1.12692716e+02,-8.12773293e+01
250.960000,-1.12695346e+02,-8.12799588e+01
250.965000,-1.12697815e+02,-8.12824282e+01
250.970000,-1.12700128e+02,-8.12847403e+01
250.975000,-1.12702285e+02,-8.12868976e+01
250.980000,-1.12704290e+02,-8.12889024e+01
250.985000,-1.12706144e+02,-8.12907570e+01
250.990000,-1.12707851e+02,-8.12924637e+01
250.995000,-1.12709412e+02,-8.12940247e+01
251.000000,-1.12710830e+02,-8.12954422e+01
251.005000,-1.12712106e+02,-8.12967184e+01
251.010000,-1.12713243e+02,-8.12978556e+01
251.015000,-1.12714243e+02,-8.12988557e+01
251.020000,-1.12715109e+02,-8.12997209e+01
251.025000,-1.12715841e+02,-8.13004532e+01
251.030000,-1.12716442e+02,-8.13010545e+01
251.035000,-1.12716915e+02,-8.13015271e+01
251.040000,-1.12717261e+02,-8.13018730e+01
251.045000,-1.12717482e+02,-8.13020946e+01
251.050000,-1.12717582e+02,-8.13021943e+01
251.055000,-1.12717562e+02,-8.13021746e+01
251.060000,-1.12717426e+02,-8.13020380e+01
251.065000,-1.12717175e+02,-8.13017868e+01
251.070000,-1.12716811e+02,-8.13014232e+01
251.075000,-1.12716337e+02,-8.13009493e+01
251.080000,-1.12715755e+02,-8.13003670e+01
251.085000,-1.12715066e+02,-8.12996777e+01
251.090000,-1.12714271e+02,-8.12988833e+01
251.095000,-1.12713373e+02,-8.12979849e+01
251.100000,-1.12712372e+02,-8.12969842e+01
251.105000,-1.12711270e+02,-8.12958825e+01
251.110000,-1.12710069e+02,-8.12946810e+01
251.115000,-1.12708769e+02,-8.12933811e+01
251.120000,-1.12707372e+02,-8.12919841e+01
251.125000,-1.12705879e+02,-8.12904914e+01
251.130000,-1.12704292e+02,-8.12889043e+01
251.135000,-1.12702612e+02,-8.12872238e+01
251.140000,-1.12700839e+02,-8.12854512e+01
251.145000,-1.12698976e+02,-8.12835877e+01
251.150000,-1.12697022e+02,-8.12816342e+01
251.155000,-1.12694980e+02,-8.12795917e+01
251.160000,-1.12692849e+02,-8.12774614e+01
251.165000,-1.12690632e+02,-8.12752442e+01
251.170000,-1.12688329e+02,-8.12729409e+01
251.175000,-1.12685941e+02,-8.12705527e+01
251.180000,-1.12683468e+02,-8.12680804e+01
251.185000,-1.12680913e+02,-8.12655251e+01
251.190000,-1.12678276e+02,-8.12628881e+01
251.195000,-1.12675559e+02,-8.12601707e+01
251.200000,-1.12672762e+02,-8.12573743e+01
251.205000,-1.12669888e+02,-8.12545005e+01
251.210000,-1.12666939e+02,-8.12515510e+01
251.215000,-1.12663915e+02,-8.12485276e+01
251.220000,-1.12660820e+02,-8.12454321e+01
251.225000,-1.12657654e+02,-8.12422666e+01
251.230000,-1.12654421e+02,-8.12390329e+01
251.235000,-1.12651121e+02,-8.12357329e+01
251.240000,-1.12647756e+02,-8.12323684e+01
251.245000,-1.12644328e+02,-8.12289407e+01
251.250000,-1.12640839e+02,-8.12254510e+01
251.255000,-1.12637288e+02,-8.12219004e+01
251.260000,-1.12633677e+02,-8.12182895e+01
251.265000,-1.12630007e+02,-8.12146194e+01
251.270000,-1.12626278e+02,-8.12108908e+01
251.275000,-1.12622492e+02,-8.12071047e+01
251.280000,-1.12618649e+02,-8.12032617e+01
251.285000,-1.12614750e+02,-8.11993625e+01
251.290000,-1.12610796e+02,-8.11954080e+01
251.295000,-1.12606786e+02,-8.11913990e+01
251.300000,-1.12602724e+02,-8.11873362e+01
251.305000,-1.12598608e+02,-8.11832208e+01
251.310000,-1.12594441e+02,-8.11790538e+01
251.315000,-1.12590224e+02,-8.11748365e+01
251.320000,-1.12585957e+02,-8.11705700e+01
251.325000,-1.12581643e+02,-8.11662554e+01
251.330000,-1.12577281e+02,-8.11618936e+01
251.335000,-1.12572873e+02,-8.11574854e+01
251.340000,-1.12568418e+02,-8.11530312e+01
251.345000,-1.12563919e+02,-8.11485315e+01
251.350000,-1.12559374e+02,-8.11439866e+01
251.355000,-1.12554784e+02,-8.11393967e+01
251.360000,-1.12550150e+02,-8.11347625e+01
251.365000,-1.12545471e+02,-8.11300844e+01
251.370000,-1.12540750e+02,-8.11253632e+01
251.375000,-1.12535987e+02,-8.11205999e+01
251.380000,-1.12531182e+02,-8.11157954e+01
251.385000,-1.12526338e+02,-8.11109509e+01
251.390000,-1.12521454e+02,-8.11060672e+01
251.395000,-1.12516532e+02,-8.11011452e+01
251.400000,-1.12511572e+02,-8.10961856e+01
251.405000,-1.12506576e+02,-8.10911890e+01
251.410000,-1.12501542e+02,-8.10861557e+01
251.415000,-1.12496473e+02,-8.10810859e+01
251.420000,-1.12491367e+02,-8.10759798e+01
251.425000,-1.12486224e+02,-8.10708374e+01
251.430000,-1.12481045e+02,-8.10656588e+01
251.435000,-1.12475831e+02,-8.10604443e+01
251.440000,-1.12470581e+02,-8.10551942e+01
251.445000,-1.12465295e+02,-8.10499087e+01
251.450000,-1.12459975e+02,-8.10445884e+01
251.455000,-1.12454620e+02,-8.10392336e+01
251.460000,-1.12449231e+02,-8.10338450e+01
251.465000,-1.12443809e+02,-8.10284231e+01
251.470000,-1.12438355e+02,-8.10229683e+01
251.475000,-1.12432868e+02,-8.10174814e+01
251.480000,-1.12427349e+02,-8.10119629e+01
251.485000,-1.12421800e+02,-8.10064136e+01
251.490000,-1.12416220e+02,-8.10008339e+01
251.495000,-1.12410611e+02,-8.09952246e+01
251.500000,-1.12404972e+02,-8.09895863e+01
251.505000,-1.12399306e+02,-8.09839197e+01
251.510000,-1.12393612e+02,-8.09782255e+01
251.515000,-1.12387890e+02,-8.09725045e+01
251.520000,-1.12382143e+02,-8.09667571e+01
251.525000,-1.12376370e+02,-8.09609838e+01
251.530000,-1.12370571e+02,-8.09551852e+01
251.535000,-1.12364747e+02,-8.09493614e+01
251.540000,-1.12358899e+02,-8.09435128e+01
251.545000,-1.12353025e+02,-8.09376394e+01
251.550000,-1.12347127e+02,-8.09317417e+01
251.555000,-1.12341205e+02,-8.09258197e+01
251.560000,-1.12335259e+02,-8.09198739e+01
251.565000,-1.12329290e+02,-8.09139043e+01
251.570000,-1.12323297e+02,-8.09079113e+01
251.575000,-1.12317280e+02,-8.09018950e+01
251.580000,-1.12311241e+02,-8.08958559e+01
251.585000,-1.12305180e+02,-8.08897945e+01
251.590000,-1.12299097e+02,-8.08837114e+01
251.595000,-1.12292993e+02,-8.08776075e+01
251.600000,-1.12286869e+02,-8.08714836e+01
251.605000,-1.12280726e+02,-8.08653409e+01
251.610000,-1.12274565e+02,-8.08591802e+01
251.615000,-1.12268388e+02,-8.08530025e+01
251.620000,-1.12262194e+02,-8.08468087e+01
251.625000,-1.12255984e+02,-8.08405993e+01
251.630000,-1.12249760e+02,-8.08343752e+01
251.635000,-1.12243522e+02,-8.08281367e+01
251.640000,-1.12237269e+02,-8.08218844e+01
251.645000,-1.12231004e+02,-8.08156188e+01
251.650000,-1.12224725e+02,-8.08093401e+01
251.655000,-1.12218434e+02,-8.08030489e+01
251.660000,-1.12212130e+02,-8.07967454e+01
251.665000,-1.12205815e+02,-8.07904302e+01
251.670000,-1.12199488e+02,-8.07841035e+01
251.675000,-1.12193150e+02,-8.07777657e+01
251.680000,-1.12186801e+02,-8.07714169e+01
251.685000,-1.12180442e+02,-8.07650573e+01
251.690000,-1.12174071e+02,-8.07586871e+01
251.695000,-1.12167691e+02,-8.07523063e+01
251.700000,-1.12161299e+02,-8.07459151e+01
251.705000,-1.12154898e+02,-8.07395136e+01
251.710000,-1.12148486e+02,-8.07331018e+01
251.715000,-1.12142064e+02,-8.07266799e+01
251.720000,-1.12135632e+02,-8.07202478e+01
251.725000,-1.12129190e+02,-8.07138056e+01
251.730000,-1.12122737e+02,-8.07073533e+01
251.735000,-1.12116274e+02,-8.07008904e+01
251.740000,-1.12109801e+02,-8.06944169e+01
251.745000,-1.12103316e+02,-8.06879325e+01
251.750000,-1.12096821e+02,-8.06814368e+01
251.755000,-1.12090314e+02,-8.06749298e+01
251.760000,-1.12083795e+02,-8.06684116e+01
251.765000,-1.12077266e+02,-8.06618823e+01
251.770000,-1.12070726e+02,-8.06553422e+01
251.775000,-1.12064175e+02,-8.06487919e+01
251.780000,-1.12057615e+02,-8.06422319e+01
251.785000,-1.12051046e+02,-8.06356629e+01
251.790000,-1.12044469e+02,-8.06290857e+01
251.795000,-1.12037884e+02,-8.06225009e+01
251.800000,-1.12031292e+02,-8.06159093e+01
251.805000,-1.12024695e+02,-8.06093114e+01
251.810000,-1.12018091e+02,-8.06027078e+01
251.815000,-1.12011482e+02,-8.05960992e+01
251.820000,-1.12004869e+02,-8.05894858e+01
251.825000,-1.11998251e+02,-8.05828679e+01
251.830000,-1.11991629e+02,-8.05762459e+01
251.835000,-1.11985002e+02,-8.05696196e+01
251.840000,-1.11978372e+02,-8.05629890e+01
251.845000,-1.11971737e+02,-8.05563538e+01
251.850000,-1.11965096e+02,-8.05497136e+01
251.855000,-1.11958450e+02,-8.05430677e+01
251.860000,-1.11951798e+02,-8.05364156e+01
251.865000,-1.11945139e+02,-8.05297567e+01
251.870000,-1.11938473e+02,-8.05230905e+01
251.875000,-1.11931799e+02,-8.05164169e+01
251.880000,-1.11925118e+02,-8.05097359e+01
251.885000,-1.11918430e+02,-8.05030477e+01
251.890000,-1.11911735e+02,-8.04963527e+01
251.895000,-1.11905034e+02,-8.04896514e+01
251.900000,-1.11898326e+02,-8.04829442e+01
251.905000,-1.11891614e+02,-8.04762315e+01
251.910000,-1.11884896e+02,-8.04695136e+01
251.915000,-1.11878173e+02,-8.04627909e+01
251.920000,-1.11871445e+02,-8.04560634e+01
251.925000,-1.11864713e+02,-8.04493313e+01
251.930000,-1.11857976e+02,-8.04425945e+01
251.935000,-1.11851235e+02,-8.04358532e+01
251.940000,-1.11844489e+02,-8.04291076e+01
251.945000,-1.11837739e+02,-8.04223577e+01
251.950000,-1.11830986e+02,-8.04156039e+01
251.955000,-1.11824228e+02,-8.04088463e+01
251.960000,-1.11817467e+02,-8.04020853e+01
251.965000,-1.11810703e+02,-8.03953211e+01
251.970000,-1.11803936e+02,-8.03885542e+01
251.975000,-1.11797167e+02,-8.03817851e+01
251.980000,-1.11790396e+02,-8.03750144e+01
251.985000,-1.11783624e+02,-8.03682427e+01
251.990000,-1.11776852e+02,-8.03614706e+01
251.995000,-1.11770080e+02,-8.03546989e+01
252.000000,-1.11763309e+02,-8.03479282e+01
252.005000,-1.11756540e+02,-8.03411590e+01
252.010000,-1.11749773e+02,-8.03343916e+01
252.015000,-1.11743008e+02,-8.03276266e+01
252.020000,-1.11736245e+02,-8.03208643e+01
252.025000,-1.11729486e+02,-8.03141051e+01
252.030000,-1.11722730e+02,-8.03073494e+01
252.035000,-1.11715978e+02,-8.03005976e+01
252.040000,-1.11709231e+02,-8.02938500e+01
252.045000,-1.11702487e+02,-8.02871069e+01
252.050000,-1.11695749e+02,-8.02803686e+01
252.055000,-1.11689016e+02,-8.02736354e+01
252.060000,-1.11682288e+02,-8.02669075e+01
252.065000,-1.11675565e+02,-8.02601850e+01
252.070000,-1.11668848e+02,-8.02534681e+01
252.075000,-1.11662137e+02,-8.02467569e+01
252.080000,-1.11655432e+02,-8.02400513e+01
252.085000,-1.11648731e+02,-8.02333511e+01
252.090000,-1.11642036e+02,-8.02266560e+01
252.095000,-1.11635345e+02,-8.02199654e+01
252.100000,-1.11628659e+02,-8.02132789e+01
252.105000,-1.11621976e+02,-8.02065959e+01
252.110000,-1.11615296e+02,-8.01999159e+01
252.115000,-1.11608618e+02,-8.01932385e+01
252.120000,-1.11601943e+02,-8.01865632e+01
252.125000,-1.11595269e+02,-8.01798895e+01
252.130000,-1.11588596e+02,-8.01732168e+01
252.135000,-1.11581924e+02,-8.01665448e+01
252.140000,-1.11575253e+02,-8.01598731e+01
252.145000,-1.11568581e+02,-8.01532013e+01
252.150000,-1.11561909e+02,-8.01465295e+01
252.155000,-1.11555237e+02,-8.01398577e+01
252.160000,-1.11548565e+02,-8.01331861e+01
252.165000,-1.11541894e+02,-8.01265152e+01
252.170000,-1.11535224e+02,-8.01198452e+01
252.175000,-1.11528556e+02,-8.01131765e+01
252.180000,-1.11521888e+02,-8.01065094e+01
252.185000,-1.11515223e+02,-8.00998440e+01
252.190000,-1.11508560e+02,-8.00931807e+01
252.195000,-1.11501899e+02,-8.00865196e+01
252.200000,-1.11495240e+02,-8.00798609e+01
252.205000,-1.11488584e+02,-8.00732049e+01
252.210000,-1.11481931e+02,-8.00665521e+01
252.215000,-1.11475281e+02,-8.00599027e+01
252.220000,-1.11468636e+02,-8.00532573e+01
252.225000,-1.11461995e+02,-8.00466164e+01
252.230000,-1.11455359e+02,-8.00399805e+01
252.235000,-1.11448729e+02,-8.00333501e+01
252.240000,-1.11442104e+02,-8.00267255e+01
252.245000,-1.11435485e+02,-8.00201070e+01
252.250000,-1.11428873e+02,-8.00134947e+01
252.255000,-1.11422267e+02,-8.00068884e+01
252.260000,-1.11415666e+02,-8.00002878e+01
252.265000,-1.11409071e+02,-7.99936925e+01
252.270000,-1.11402480e+02,-7.99871019e+01
252.275000,-1.11395893e+02,-7.99805154e+01
252.280000,-1.11389310e+02,-7.99739322e+01
252.285000,-1.11382730e+02,-7.99673516e+01
252.290000,-1.11376151e+02,-7.99607732e+01
252.295000,-1.11369574e+02,-7.99541963e+01
252.300000,-1.11362999e+02,-7.99476207e+01
252.305000,-1.11356424e+02,-7.99410462e+01
252.310000,-1.11349850e+02,-7.99344728e+01
252.315000,-1.11343278e+02,-7.99279002e+01
252.320000,-1.11336706e+02,-7.99213284e+01
252.325000,-1.11330135e+02,-7.99147572e+01
252.330000,-1.11323564e+02,-7.99081864e+01
252.335000,-1.11316993e+02,-7.99016158e+01
252.340000,-1.11310423e+02,-7.98950453e+01
252.345000,-1.11303852e+02,-7.98884745e+01
252.350000,-1.11297281e+02,-7.98819036e+01
252.355000,-1.11290710e+02,-7.98753328e+01
252.360000,-1.11284140e+02,-7.98687625e+01
252.365000,-1.11277570e+02,-7.98621932e+01
252.370000,-1.11271003e+02,-7.98556255e+01
252.375000,-1.11264437e+02,-7.98490601e+01
252.380000,-1.11257875e+02,-7.98424976e+01
252.385000,-1.11251316e+02,-7.98359386e+01
252.390000,-1.11244761e+02,-7.98293838e+01
252.395000,-1.11238211e+02,-7.98228341e+01
252.400000,-1.11231667e+02,-7.98162902e+01
252.405000,-1.11225130e+02,-7.98097530e+01
252.410000,-1.11218600e+02,-7.98032236e+01
252.415000,-1.11212080e+02,-7.97967030e+01
252.420000,-1.11205568e+02,-7.97901919e+01
252.425000,-1.11199068e+02,-7.97836913e+01
252.430000,-1.11192578e+02,-7.97772016e+01
252.435000,-1.11186099e+02,-7.97707231e+01
252.440000,-1.11179632e+02,-7.97642558e+01
252.445000,-1.11173176e+02,-7.97577995e+01
252.450000,-1.11166730e+02,-7.97513537e+01
252.455000,-1.11160294e+02,-7.97449176e+01
252.460000,-1.11153867e+02,-7.97384904e+01
252.465000,-1.11147448e+02,-7.97320715e+01
252.470000,-1.11141036e+02,-7.97256598e+01
252.475000,-1.11134631e+02,-7.97192547e+01
252.480000,-1.11128231e+02,-7.97128553e+01
252.485000,-1.11121837e+02,-7.97064610e+01
252.490000,-1.11115447e+02,-7.97000713e+01
252.495000,-1.11109062e+02,-7.96936858e+01
252.500000,-1.11102680e+02,-7.96873043e+01
252.505000,-1.11096302e+02,-7.96809267e+01
252.510000,-1.11089929e+02,-7.96745532e+01
252.515000,-1.11083559e+02,-7.96681839e+01
252.520000,-1.11077194e+02,-7.96618189e+01
252.525000,-1.11070834e+02,-7.96554584e+01
252.530000,-1.11064478e+02,-7.96491023e+01
252.535000,-1.11058126e+02,-7.96427507e+01
252.540000,-1.11051779e+02,-7.96364035e+01
252.545000,-1.11045436e+02,-7.96300605e+01
252.550000,-1.11039097e+02,-7.96237215e+01
252.555000,-1.11032761e+02,-7.96173862e+01
252.560000,-1.11026430e+02,-7.96110547e+01
252.565000,-1.11020102e+02,-7.96047270e+01
252.570000,-1.11013778e+02,-7.95984030e+01
252.575000,-1.11007458e+02,-7.95920831e+01
252.580000,-1.11001142e+02,-7.95857674e+01
252.585000,-1.10994831e+02,-7.95794564e+01
252.590000,-1.10988525e+02,-7.95731506e+01
252.595000,-1.10982225e+02,-7.95668507e+01
252.600000,-1.10975932e+02,-7.95605572e+01
252.605000,-1.10969646e+02,-7.95542709e+01
252.610000,-1.10963367e+02,-7.95479923e+01
252.615000,-1.10957096e+02,-7.95417216e+01
252.620000,-1.10950833e+02,-7.95354590e+01
252.625000,-1.10944579e+02,-7.95292047e+01
252.630000,-1.10938333e+02,-7.95229582e+01
252.635000,-1.10932093e+02,-7.95167192e+01
252.640000,-1.10925861e+02,-7.95104872e+01
252.645000,-1.10919636e+02,-7.95042617e+01
252.650000,-1.10913416e+02,-7.94980421e+01
252.655000,-1.10907202e+02,-7.94918280e+01
252.660000,-1.10900993e+02,-7.94856191e+01
252.665000,-1.10894789e+02,-7.94794150e+01
252.670000,-1.10888590e+02,-7.94732157e+01
252.675000,-1.10882395e+02,-7.94670209e+01
252.680000,-1.10876205e+02,-7.94608307e+01
252.685000,-1.10870019e+02,-7.94546453e+01
252.690000,-1.10863839e+02,-7.94484649e+01
252.695000,-1.10857663e+02,-7.94422895e+01
252.700000,-1.10851493e+02,-7.94361195e+01
252.705000,-1.10845329e+02,-7.94299551e+01
252.710000,-1.10839170e+02,-7.94237965e+01
252.715000,-1.10833017e+02,-7.94176440e+01
252.720000,-1.10826871e+02,-7.94114977e+01
252.725000,-1.10820731e+02,-7.94053575e+01
252.730000,-1.10814597e+02,-7.93992235e+01
252.735000,-1.10808469e+02,-7.93930955e+01
252.740000,-1.10802347e+02,-7.93869737e+01
252.745000,-1.10796231e+02,-7.93808579e+01
252.750000,-1.10790121e+02,-7.93747482e+01
252.755000,-1.10784018e+02,-7.93686445e+01
252.760000,-1.10777920e+02,-7.93625469e+01
252.765000,-1.10771828e+02,-7.93564555e+01
252.770000,-1.10765743e+02,-7.93503705e+01
252.775000,-1.10759665e+02,-7.93442919e+01
252.780000,-1.10753593e+02,-7.93382198e+01
252.785000,-1.10747527e+02,-7.93321545e+01
252.790000,-1.10741468e+02,-7.93260957e+01
252.795000,-1.10735416e+02,-7.93200434e+01
252.800000,-1.10729370e+02,-7.93139974e+01
