time,T_dna,T_res
256.280000,-1.07918604e+02,-7.65032543e+01
256.285000,-1.07916064e+02,-7.65007148e+01
256.290000,-1.07913526e+02,-7.64981766e+01
256.295000,-1.07910989e+02,-7.64956395e+01
256.300000,-1.07908453e+02,-7.64931033e+01
256.305000,-1.07905917e+02,-7.64905678e+01
256.310000,-1.07903382e+02,-7.64880329e+01
256.315000,-1.07900848e+02,-7.64854985e+01
256.320000,-1.07898314e+02,-7.64829650e+01
256.325000,-1.07895782e+02,-7.64804327e+01
256.330000,-1.07893252e+02,-7.64779024e+01
256.335000,-1.07890724e+02,-7.64753754e+01
256.340000,-1.07888203e+02,-7.64728535e+01
256.345000,-1.07885687e+02,-7.64703381e+01
256.350000,-1.07883179e+02,-7.64678304e+01
256.355000,-1.07880680e+02,-7.64653314e+01
256.360000,-1.07878191e+02,-7.64628417e+01
256.365000,-1.07875710e+02,-7.64603611e+01
256.370000,-1.07873238e+02,-7.64578892e+01
256.375000,-1.07870775e+02,-7.64554257e+01
256.380000,-1.07868319e+02,-7.64529698e+01
256.385000,-1.07865870e+02,-7.64505215e+01
256.390000,-1.07863430e+02,-7.64480812e+01
256.395000,-1.07860998e+02,-7.64456495e+01
256.400000,-1.07858576e+02,-7.64432269e+01
256.405000,-1.07856162e+02,-7.64408133e+01
256.410000,-1.07853757e+02,-7.64384082e+01
256.415000,-1.07851360e+02,-7.64360109e+01
256.420000,-1.07848969e+02,-7.64336204e+01
256.425000,-1.07846584e+02,-7.64312355e+01
256.430000,-1.07844204e+02,-7.64288554e+01
256.435000,-1.07841828e+02,-7.64264792e+01
256.440000,-1.07839455e+02,-7.64241064e+01
256.445000,-1.07837085e+02,-7.64217365e+01
256.450000,-1.07834718e+02,-7.64193692e+01
256.455000,-1.07832353e+02,-7.64170042e+01
256.460000,-1.07829990e+02,-7.64146415e+01
256.465000,-1.07827629e+02,-7.64122807e+01
256.470000,-1.07825270e+02,-7.64099216e+01
256.475000,-1.07822912e+02,-7.64075639e+01
256.480000,-1.07820557e+02,-7.64052085e+01
256.485000,-1.07818205e+02,-7.64028570e+01
256.490000,-1.07815860e+02,-7.64005119e+01
256.495000,-1.07813524e+02,-7.63981753e+01
256.500000,-1.07811197e+02,-7.63958486e+01
256.505000,-1.07808881e+02,-7.63935321e+01
256.510000,-1.07806574e+02,-7.63912252e+01
256.515000,-1.07804275e+02,-7.63889269e+01
256.520000,-1.07801984e+02,-7.63866354e+01
256.525000,-1.07799697e+02,-7.63843485e+01
256.530000,-1.07797412e+02,-7.63820636e+01
256.535000,-1.07795126e+02,-7.63797781e+01
256.540000,-1.07792838e+02,-7.63774896e+01
256.545000,-1.07790544e+02,-7.63751961e+01
256.550000,-1.07788245e+02,-7.63728966e+01
256.555000,-1.07785939e+02,-7.63705904e+01
256.560000,-1.07783626e+02,-7.63682776e+01
256.565000,-1.07781306e+02,-7.63659581e+01
256.570000,-1.07778981e+02,-7.63636325e+01
256.575000,-1.07776650e+02,-7.63613014e+01
256.580000,-1.07774314e+02,-7.63589662e+01
256.585000,-1.07771976e+02,-7.63566283e+01
256.590000,-1.07769637e+02,-7.63542885e+01
256.595000,-1.07767296e+02,-7.63519475e+01
256.600000,-1.07764953e+02,-7.63496051e+01
256.605000,-1.07762609e+02,-7.63472610e+01
256.610000,-1.07760263e+02,-7.63449146e+01
256.615000,-1.07757913e+02,-7.63425653e+01
256.620000,-1.07755561e+02,-7.63402132e+01
256.625000,-1.07753206e+02,-7.63378579e+01
256.630000,-1.07750848e+02,-7.63354996e+01
256.635000,-1.07748486e+02,-7.63331382e+01
256.640000,-1.07746122e+02,-7.63307742e+01
256.645000,-1.07743756e+02,-7.63284085e+01
256.650000,-1.07741390e+02,-7.63260420e+01
256.655000,-1.07739024e+02,-7.63236758e+01
256.660000,-1.07736658e+02,-7.63213105e+01
256.665000,-1.07734294e+02,-7.63189464e+01
256.670000,-1.07731931e+02,-7.63165836e+01
256.675000,-1.07729570e+02,-7.63142220e+01
256.680000,-1.07727209e+02,-7.63118616e+01
256.685000,-1.07724851e+02,-7.63095029e+01
256.690000,-1.07722494e+02,-7.63071463e+01
256.695000,-1.07720140e+02,-7.63047921e+01
256.700000,-1.07717788e+02,-7.63024408e+01
256.705000,-1.07715440e+02,-7.63000927e+01
256.710000,-1.07713096e+02,-7.62977484e+01
256.715000,-1.07710756e+02,-7.62954082e+01
256.720000,-1.07708420e+02,-7.62930725e+01
256.725000,-1.07706089e+02,-7.62907414e+01
256.730000,-1.07703763e+02,-7.62884152e+01
256.735000,-1.07701442e+02,-7.62860940e+01
256.740000,-1.07699125e+02,-7.62837779e+01
256.745000,-1.07696814e+02,-7.62814668e+01
256.750000,-1.07694507e+02,-7.62791600e+01
256.755000,-1.07692204e+02,-7.62768569e+01
256.760000,-1.07689905e+02,-7.62745571e+01
256.765000,-1.07687607e+02,-7.62722598e+01
256.770000,-1.07685312e+02,-7.62699645e+01
256.775000,-1.07683018e+02,-7.62676706e+01
256.780000,-1.07680725e+02,-7.62653775e+01
256.785000,-1.07678432e+02,-7.62630845e+01
256.790000,-1.07676138e+02,-7.62607910e+01
256.795000,-1.07673845e+02,-7.62584972e+01
256.800000,-1.07671551e+02,-7.62562036e+01
256.805000,-1.07669258e+02,-7.62539111e+01
256.810000,-1.07666968e+02,-7.62516209e+01
256.815000,-1.07664681e+02,-7.62493341e+01
256.820000,-1.07662399e+02,-7.62470517e+01
256.825000,-1.07660121e+02,-7.62447741e+01
256.830000,-1.07657849e+02,-7.62425014e+01
256.835000,-1.07655582e+02,-7.62402343e+01
256.840000,-1.07653319e+02,-7.62379720e+01
256.845000,-1.07651060e+02,-7.62357131e+01
256.850000,-1.07648803e+02,-7.62334563e+01
256.855000,-1.07646548e+02,-7.62312014e+01
256.860000,-1.07644296e+02,-7.62289487e+01
256.865000,-1.07642046e+02,-7.62266991e+01
256.870000,-1.07639801e+02,-7.62244535e+01
256.875000,-1.07637559e+02,-7.62222120e+01
256.880000,-1.07635323e+02,-7.62199759e+01
256.885000,-1.07633091e+02,-7.62177445e+01
256.890000,-1.07630864e+02,-7.62155171e+01
256.895000,-1.07628640e+02,-7.62132930e+01
256.900000,-1.07626419e+02,-7.62110725e+01
256.905000,-1.07624203e+02,-7.62088559e+01
256.910000,-1.07621991e+02,-7.62066443e+01
256.915000,-1.07619785e+02,-7.62044377e+01
256.920000,-1.07617585e+02,-7.62022381e+01
256.925000,-1.07615392e+02,-7.62000450e+01
256.930000,-1.07613205e+02,-7.61978577e+01
256.935000,-1.07611022e+02,-7.61956754e+01
256.940000,-1.07608844e+02,-7.61934974e+01
256.945000,-1.07606671e+02,-7.61913238e+01
256.950000,-1.07604502e+02,-7.61891550e+01
256.955000,-1.07602338e+02,-7.61869910e+01
256.960000,-1.07600180e+02,-7.61848331e+01
256.965000,-1.07598028e+02,-7.61826812e+01
256.970000,-1.07595882e+02,-7.61805356e+01
256.975000,-1.07593743e+02,-7.61783962e+01
256.980000,-1.07591610e+02,-7.61762639e+01
256.985000,-1.07589487e+02,-7.61741399e+01
256.990000,-1.07587372e+02,-7.61720258e+01
256.995000,-1.07585268e+02,-7.61699218e+01
257.000000,-1.07583176e+02,-7.61678297e+01
257.005000,-1.07581096e+02,-7.61657491e+01
257.010000,-1.07579026e+02,-7.61636792e+01
257.015000,-1.07576965e+02,-7.61616186e+01
257.020000,-1.07574913e+02,-7.61595665e+01
257.025000,-1.07572869e+02,-7.61575226e+01
257.030000,-1.07570833e+02,-7.61554861e+01
257.035000,-1.07568802e+02,-7.61534560e+01
257.040000,-1.07566780e+02,-7.61514331e+01
257.045000,-1.07564763e+02,-7.61494162e+01
257.050000,-1.07562751e+02,-7.61474043e+01
257.055000,-1.07560743e+02,-7.61453966e+01
257.060000,-1.07558739e+02,-7.61433925e+01
257.065000,-1.07556738e+02,-7.61413920e+01
257.070000,-1.07554742e+02,-7.61393955e+01
257.075000,-1.07552749e+02,-7.61374025e+01
257.080000,-1.07550760e+02,-7.61354142e+01
257.085000,-1.07548776e+02,-7.61334297e+01
257.090000,-1.07546794e+02,-7.61314478e+01
257.095000,-1.07544814e+02,-7.61294675e+01
257.100000,-1.07542834e+02,-7.61274881e+01
257.105000,-1.07540857e+02,-7.61255103e+01
257.110000,-1.07538881e+02,-7.61235349e+01
257.115000,-1.07536908e+02,-7.61215616e+01
257.120000,-1.07534938e+02,-7.61195917e+01
257.125000,-1.07532971e+02,-7.61176246e+01
257.130000,-1.07531005e+02,-7.61156594e+01
257.135000,-1.07529041e+02,-7.61136953e+01
257.140000,-1.07527078e+02,-7.61117323e+01
257.145000,-1.07525117e+02,-7.61097710e+01
257.150000,-1.07523158e+02,-7.61078119e+01
257.155000,-1.07521201e+02,-7.61058551e+01
257.160000,-1.07519248e+02,-7.61039019e+01
257.165000,-1.07517298e+02,-7.61019523e+01
257.170000,-1.07515352e+02,-7.61000062e+01
257.175000,-1.07513409e+02,-7.60980635e+01
257.180000,-1.07511470e+02,-7.60961244e+01
257.185000,-1.07509535e+02,-7.60941892e+01
257.190000,-1.07507604e+02,-7.60922584e+01
257.195000,-1.07505677e+02,-7.60903310e+01
257.200000,-1.07503754e+02,-7.60884082e+01
257.205000,-1.07501835e+02,-7.60864890e+01
257.210000,-1.07499919e+02,-7.60845731e+01
257.215000,-1.07498006e+02,-7.60826603e+01
257.220000,-1.07496097e+02,-7.60807508e+01
257.225000,-1.07494191e+02,-7.60788451e+01
257.230000,-1.07492290e+02,-7.60769439e+01
257.235000,-1.07490392e+02,-7.60750467e+01
257.240000,-1.07488500e+02,-7.60731545e+01
257.245000,-1.07486612e+02,-7.60712662e+01
257.250000,-1.07484727e+02,-7.60693809e+01
257.255000,-1.07482843e+02,-7.60674975e+01
257.260000,-1.07480961e+02,-7.60656151e+01
257.265000,-1.07479080e+02,-7.60637339e+01
257.270000,-1.07477199e+02,-7.60618537e+01
257.275000,-1.07475319e+02,-7.60599737e+01
257.280000,-1.07473441e+02,-7.60580951e+01
257.285000,-1.07471563e+02,-7.60562169e+01
257.290000,-1.07469684e+02,-7.60543387e+01
257.295000,-1.07467806e+02,-7.60524604e+01
257.300000,-1.07465928e+02,-7.60505822e+01
257.305000,-1.07464051e+02,-7.60487055e+01
257.310000,-1.07462176e+02,-7.60468309e+01
257.315000,-1.07460304e+02,-7.60449587e+01
257.320000,-1.07458437e+02,-7.60430910e+01
257.325000,-1.07456573e+02,-7.60412275e+01
257.330000,-1.07454713e+02,-7.60393677e+01
257.335000,-1.07452857e+02,-7.60375119e+01
257.340000,-1.07451006e+02,-7.60356607e+01
257.345000,-1.07449161e+02,-7.60338151e+01
257.350000,-1.07447323e+02,-7.60319774e+01
257.355000,-1.07445493e+02,-7.60301478e+01
257.360000,-1.07443673e+02,-7.60283281e+01
257.365000,-1.07441862e+02,-7.60265168e+01
257.370000,-1.07440057e+02,-7.60247121e+01
257.375000,-1.07438257e+02,-7.60229114e+01
257.380000,-1.07436458e+02,-7.60211128e+01
257.385000,-1.07434660e+02,-7.60193151e+01
257.390000,-1.07432862e+02,-7.60175171e+01
257.395000,-1.07431062e+02,-7.60157171e+01
257.400000,-1.07429261e+02,-7.60139153e+01
257.405000,-1.07427455e+02,-7.60121095e+01
257.410000,-1.07425643e+02,-7.60102980e+01
257.415000,-1.07423825e+02,-7.60084795e+01
257.420000,-1.07421999e+02,-7.60066535e+01
257.425000,-1.07420166e+02,-7.60048210e+01
257.430000,-1.07418328e+02,-7.60029833e+01
257.435000,-1.07416486e+02,-7.60011410e+01
257.440000,-1.07414642e+02,-7.59992969e+01
257.445000,-1.07412796e+02,-7.59974513e+01
257.450000,-1.07410949e+02,-7.59956041e+01
257.455000,-1.07409100e+02,-7.59937554e+01
257.460000,-1.07407250e+02,-7.59919054e+01
257.465000,-1.07405399e+02,-7.59900545e+01
257.470000,-1.07403549e+02,-7.59882037e+01
257.475000,-1.07401698e+02,-7.59863532e+01
257.480000,-1.07399850e+02,-7.59845052e+01
257.485000,-1.07398004e+02,-7.59826594e+01
257.490000,-1.07396161e+02,-7.59808160e+01
257.495000,-1.07394319e+02,-7.59789746e+01
257.500000,-1.07392481e+02,-7.59771356e+01
257.505000,-1.07390645e+02,-7.59753003e+01
257.510000,-1.07388815e+02,-7.59734697e+01
257.515000,-1.07386989e+02,-7.59716442e+01
257.520000,-1.07385170e+02,-7.59698256e+01
257.525000,-1.07383358e+02,-7.59680136e+01
257.530000,-1.07381552e+02,-7.59662074e+01
257.535000,-1.07379751e+02,-7.59644061e+01
257.540000,-1.07377954e+02,-7.59626090e+01
257.545000,-1.07376162e+02,-7.59608169e+01
257.550000,-1.07374375e+02,-7.59590302e+01
257.555000,-1.07372593e+02,-7.59572486e+01
257.560000,-1.07370819e+02,-7.59554742e+01
257.565000,-1.07369052e+02,-7.59537069e+01
257.570000,-1.07367292e+02,-7.59519468e+01
257.575000,-1.07365538e+02,-7.59501937e+01
257.580000,-1.07363792e+02,-7.59484476e+01
257.585000,-1.07362054e+02,-7.59467091e+01
257.590000,-1.07360323e+02,-7.59449781e+01
257.595000,-1.07358599e+02,-7.59432538e+01
257.600000,-1.07356881e+02,-7.59415366e+01
257.605000,-1.07355169e+02,-7.59398245e+01
257.610000,-1.07353460e+02,-7.59381150e+01
257.615000,-1.07351751e+02,-7.59364059e+01
257.620000,-1.07350041e+02,-7.59346961e+01
257.625000,-1.07348330e+02,-7.59329853e+01
257.630000,-1.07346619e+02,-7.59312743e+01
257.635000,-1.07344907e+02,-7.59295623e+01
257.640000,-1.07343196e+02,-7.59278513e+01
257.645000,-1.07341484e+02,-7.59261392e+01
257.650000,-1.07339769e+02,-7.59244247e+01
257.655000,-1.07338051e+02,-7.59227070e+01
257.660000,-1.07336330e+02,-7.59209854e+01
257.665000,-1.07334605e+02,-7.59192606e+01
257.670000,-1.07332878e+02,-7.59175334e+01
257.675000,-1.07331148e+02,-7.59158040e+01
257.680000,-1.07329419e+02,-7.59140748e+01
257.685000,-1.07327690e+02,-7.59123461e+01
257.690000,-1.07325962e+02,-7.59106178e+01
257.695000,-1.07324235e+02,-7.59088907e+01
257.700000,-1.07322510e+02,-7.59071655e+01
257.705000,-1.07320790e+02,-7.59054453e+01
257.710000,-1.07319079e+02,-7.59037342e+01
257.715000,-1.07317378e+02,-7.59020339e+01
257.720000,-1.07315691e+02,-7.59003468e+01
257.725000,-1.07314017e+02,-7.58986731e+01
257.730000,-1.07312356e+02,-7.58970122e+01
257.735000,-1.07310707e+02,-7.58953624e+01
257.740000,-1.07309068e+02,-7.58937233e+01
257.745000,-1.07307440e+02,-7.58920955e+01
257.750000,-1.07305823e+02,-7.58904791e+01
257.755000,-1.07304219e+02,-7.58888752e+01
257.760000,-1.07302627e+02,-7.58872826e+01
257.765000,-1.07301044e+02,-7.58856997e+01
257.770000,-1.07299470e+02,-7.58841260e+01
257.775000,-1.07297906e+02,-7.58825617e+01
257.780000,-1.07296351e+02,-7.58810067e+01
257.785000,-1.07294804e+02,-7.58794604e+01
257.790000,-1.07293268e+02,-7.58779240e+01
257.795000,-1.07291740e+02,-7.58763963e+01
257.800000,-1.07290221e+02,-7.58748765e+01
257.805000,-1.07288707e+02,-7.58733629e+01
257.810000,-1.07287199e+02,-7.58718553e+01
257.815000,-1.07285698e+02,-7.58703540e+01
257.820000,-1.07284202e+02,-7.58688583e+01
257.825000,-1.07282713e+02,-7.58673687e+01
257.830000,-1.07281227e+02,-7.58658832e+01
257.835000,-1.07279743e+02,-7.58643994e+01
257.840000,-1.07278258e+02,-7.58629145e+01
257.845000,-1.07276772e+02,-7.58614282e+01
257.850000,-1.07275284e+02,-7.58599405e+01
257.855000,-1.07273795e+02,-7.58584506e+01
257.860000,-1.07272304e+02,-7.58569599e+01
257.865000,-1.07270811e+02,-7.58554675e+01
257.870000,-1.07269316e+02,-7.58539723e+01
257.875000,-1.07267817e+02,-7.58524736e+01
257.880000,-1.07266316e+02,-7.58509722e+01
257.885000,-1.07264813e+02,-7.58494695e+01
257.890000,-1.07263311e+02,-7.58479668e+01
257.895000,-1.07261810e+02,-7.58464666e+01
257.900000,-1.07260312e+02,-7.58449684e+01
257.905000,-1.07258815e+02,-7.58434715e+01
257.910000,-1.07257318e+02,-7.58419747e+01
257.915000,-1.07255822e+02,-7.58404780e+01
257.920000,-1.07254326e+02,-7.58389819e+01
257.925000,-1.07252830e+02,-7.58374861e+01
257.930000,-1.07251336e+02,-7.58359920e+01
257.935000,-1.07249842e+02,-7.58344988e+01
257.940000,-1.07248349e+02,-7.58330049e+01
257.945000,-1.07246854e+02,-7.58315102e+01
257.950000,-1.07245360e+02,-7.58300165e+01
257.955000,-1.07243869e+02,-7.58285253e+01
257.960000,-1.07242380e+02,-7.58270360e+01
257.965000,-1.07240893e+02,-7.58255497e+01
257.970000,-1.07239407e+02,-7.58240637e+01
257.975000,-1.07237919e+02,-7.58225753e+01
257.980000,-1.07236426e+02,-7.58210822e+01
257.985000,-1.07234928e+02,-7.58195839e+01
257.990000,-1.07233425e+02,-7.58180817e+01
257.995000,-1.07231921e+02,-7.58165775e+01
258.000000,-1.07230418e+02,-7.58150740e+01
258.005000,-1.07228914e+02,-7.58135709e+01
258.010000,-1.07227411e+02,-7.58120678e+01
258.015000,-1.07225908e+02,-7.58105641e+01
258.020000,-1.07224403e+02,-7.58090599e+01
258.025000,-1.07222900e+02,-7.58075565e+01
258.030000,-1.07221398e+02,-7.58060542e+01
258.035000,-1.07219898e+02,-7.58045548e+01
258.040000,-1.07218401e+02,-7.58030573e+01
258.045000,-1.07216903e+02,-7.58015597e+01
258.050000,-1.07215404e+02,-7.58000606e+01
258.055000,-1.07213904e+02,-7.57985606e+01
258.060000,-1.07212404e+02,-7.57970605e+01
258.065000,-1.07210903e+02,-7.57955597e+01
258.070000,-1.07209403e+02,-7.57940597e+01
258.075000,-1.07207903e+02,-7.57925595e+01
258.080000,-1.07206401e+02,-7.57910577e+01
258.085000,-1.07204898e+02,-7.57895543e+01
258.090000,-1.07203393e+02,-7.57880497e+01
258.095000,-1.07201889e+02,-7.57865453e+01
258.100000,-1.07200384e+02,-7.57850408e+01
258.105000,-1.07198880e+02,-7.57835371e+01
258.110000,-1.07197376e+02,-7.57820326e+01
258.115000,-1.07195869e+02,-7.57805255e+01
258.120000,-1.07194358e+02,-7.57790143e+01
258.125000,-1.07192843e+02,-7.57774998e+01
258.130000,-1.07191327e+02,-7.57759835e+01
258.135000,-1.07189809e+02,-7.57744654e+01
258.140000,-1.07188290e+02,-7.57729471e+01
258.145000,-1.07186771e+02,-7.57714277e+01
258.150000,-1.07185248e+02,-7.57699047e+01
258.155000,-1.07183720e+02,-7.57683767e+01
258.160000,-1.07182189e+02,-7.57668454e+01
258.165000,-1.07180657e+02,-7.57653135e+01
258.170000,-1.07179125e+02,-7.57637821e+01
258.175000,-1.07177598e+02,-7.57622544e+01
258.180000,-1.07176072e+02,-7.57607291e+01
258.185000,-1.07174547e+02,-7.57592041e+01
258.190000,-1.07173021e+02,-7.57576780e+01
258.195000,-1.07171494e+02,-7.57561510e+01
258.200000,-1.07169967e+02,-7.57546238e+01
258.205000,-1.07168439e+02,-7.57530958e+01
258.210000,-1.07166911e+02,-7.57515682e+01
258.215000,-1.07165386e+02,-7.57500435e+01
258.220000,-1.07163860e+02,-7.57485171e+01
258.225000,-1.07162331e+02,-7.57469879e+01
258.230000,-1.07160804e+02,-7.57454614e+01
258.235000,-1.07159292e+02,-7.57439486e+01
258.240000,-1.07157801e+02,-7.57424585e+01
258.245000,-1.07156342e+02,-7.57409993e+01
258.250000,-1.07154914e+02,-7.57395715e+01
258.255000,-1.07153516e+02,-7.57381729e+01
258.260000,-1.07152144e+02,-7.57368007e+01
258.265000,-1.07150796e+02,-7.57354534e+01
258.270000,-1.07149474e+02,-7.57341307e+01
258.275000,-1.07148172e+02,-7.57328293e+01
258.280000,-1.07146890e+02,-7.57315475e+01
258.285000,-1.07145626e+02,-7.57302833e+01
258.290000,-1.07144375e+02,-7.57290318e+01
258.295000,-1.07143133e+02,-7.57277904e+01
258.300000,-1.07141902e+02,-7.57265590e+01
258.305000,-1.07140682e+02,-7.57253393e+01
258.310000,-1.07139473e+02,-7.57241307e+01
258.315000,-1.07138277e+02,-7.57229344e+01
258.320000,-1.07137089e+02,-7.57217459e+01
258.325000,-1.07135903e+02,-7.57205603e+01
258.330000,-1.07134717e+02,-7.57193745e+01
258.335000,-1.07133531e+02,-7.57181881e+01
258.340000,-1.07132346e+02,-7.57170031e+01
258.345000,-1.07131160e+02,-7.57158176e+01
258.350000,-1.07129973e+02,-7.57146303e+01
258.355000,-1.07128784e+02,-7.57134411e+01
258.360000,-1.07127589e+02,-7.57122466e+01
258.365000,-1.07126388e+02,-7.57110451e+01
258.370000,-1.07125180e+02,-7.57098376e+01
258.375000,-1.07123969e+02,-7.57086264e+01
258.380000,-1.07122755e+02,-7.57074121e+01
258.385000,-1.07121540e+02,-7.57061978e+01
258.390000,-1.07120324e+02,-7.57049811e+01
258.395000,-1.07119102e+02,-7.57037590e+01
258.400000,-1.07117873e+02,-7.57025307e+01
258.405000,-1.07116639e+02,-7.57012968e+01
258.410000,-1.07115402e+02,-7.57000595e+01
258.415000,-1.07114160e+02,-7.56988169e+01
258.420000,-1.07112911e+02,-7.56975679e+01
258.425000,-1.07111655e+02,-7.56963122e+01
258.430000,-1.07110390e+02,-7.56950470e+01
258.435000,-1.07109113e+02,-7.56937709e+01
258.440000,-1.07107828e+02,-7.56924855e+01
258.445000,-1.07106538e+02,-7.56911953e+01
258.450000,-1.07105245e+02,-7.56899027e+01
258.455000,-1.07103955e+02,-7.56886121e+01
258.460000,-1.07102666e+02,-7.56873236e+01
258.465000,-1.07101379e+02,-7.56860364e+01
258.470000,-1.07100093e+02,-7.56847510e+01
258.475000,-1.07098811e+02,-7.56834689e+01
258.480000,-1.07097534e+02,-7.56821918e+01
258.485000,-1.07096261e+02,-7.56809183e+01
258.490000,-1.07094991e+02,-7.56796487e+01
258.495000,-1.07093726e+02,-7.56783830e+01
258.500000,-1.07092460e+02,-7.56771174e+01
258.505000,-1.07091191e+02,-7.56758489e+01
258.510000,-1.07089919e+02,-7.56745770e+01
258.515000,-1.07088645e+02,-7.56733023e+01
258.520000,-1.07087366e+02,-7.56720236e+01
258.525000,-1.07086084e+02,-7.56707419e+01
258.530000,-1.07084796e+02,-7.56694535e+01
258.535000,-1.07083497e+02,-7.56681551e+01
258.540000,-1.07082187e+02,-7.56668444e+01
258.545000,-1.07080864e+02,-7.56655218e+01
258.550000,-1.07079533e+02,-7.56641903e+01
258.555000,-1.07078191e+02,-7.56628490e+01
258.560000,-1.07076841e+02,-7.56614989e+01
258.565000,-1.07075484e+02,-7.56601421e+01
258.570000,-1.07074120e+02,-7.56587772e+01
258.575000,-1.07072746e+02,-7.56574039e+01
258.580000,-1.07071368e+02,-7.56560255e+01
258.585000,-1.07069990e+02,-7.56546475e+01
258.590000,-1.07068615e+02,-7.56532727e+01
258.595000,-1.07067248e+02,-7.56519055e+01
258.600000,-1.07065886e+02,-7.56505436e+01
258.605000,-1.07064524e+02,-7.56491820e+01
258.610000,-1.07063160e+02,-7.56478175e+01
258.615000,-1.07061792e+02,-7.56464497e+01
258.620000,-1.07060423e+02,-7.56450810e+01
258.625000,-1.07059054e+02,-7.56437123e+01
258.630000,-1.07057687e+02,-7.56423448e+01
258.635000,-1.07056322e+02,-7.56409800e+01
258.640000,-1.07054957e+02,-7.56396152e+01
258.645000,-1.07053590e+02,-7.56382482e+01
258.650000,-1.07052221e+02,-7.56368793e+01
258.655000,-1.07050853e+02,-7.56355109e+01
258.660000,-1.07049484e+02,-7.56341420e+01
258.665000,-1.07048116e+02,-7.56327734e+01
258.670000,-1.07046743e+02,-7.56314011e+01
258.675000,-1.07045362e+02,-7.56300197e+01
258.680000,-1.07043969e+02,-7.56286266e+01
258.685000,-1.07042565e+02,-7.56272229e+01
258.690000,-1.07041155e+02,-7.56258125e+01
258.695000,-1.07039738e+02,-7.56243961e+01
258.700000,-1.07038317e+02,-7.56229753e+01
258.705000,-1.07036893e+02,-7.56215507e+01
258.710000,-1.07035462e+02,-7.56201198e+01
258.715000,-1.07034023e+02,-7.56186814e+01
258.720000,-1.07032579e+02,-7.56172374e+01
258.725000,-1.07031133e+02,-7.56157906e+01
258.730000,-1.07029681e+02,-7.56143395e+01
258.735000,-1.07028226e+02,-7.56128843e+01
258.740000,-1.07026763e+02,-7.56114210e+01
258.745000,-1.07025289e+02,-7.56099466e+01
258.750000,-1.07023802e+02,-7.56084602e+01
258.755000,-1.07022306e+02,-7.56069643e+01
258.760000,-1.07020804e+02,-7.56054619e+01
258.765000,-1.07019300e+02,-7.56039583e+01
258.770000,-1.07017793e+02,-7.56024512e+01
258.775000,-1.07016279e+02,-7.56009370e+01
258.780000,-1.07014757e+02,-7.55994152e+01
258.785000,-1.07013231e+02,-7.55978891e+01
258.790000,-1.07011706e+02,-7.55963639e+01
258.795000,-1.07010181e+02,-7.55948390e+01
258.800000,-1.07008656e+02,-7.55933146e+01
258.805000,-1.07007135e+02,-7.55917936e+01
258.810000,-1.07005615e+02,-7.55902730e+01
258.815000,-1.07004092e+02,-7.55887505e+01
258.820000,-1.07002574e+02,-7.55872327e+01
258.825000,-1.07001069e+02,-7.55857276e+01
258.830000,-1.06999583e+02,-7.55842412e+01
258.835000,-1.06998116e+02,-7.55827745e+01
258.840000,-1.06996664e+02,-7.55813225e+01
258.845000,-1.06995222e+02,-7.55798802e+01
258.850000,-1.06993788e+02,-7.55784464e+01
258.855000,-1.06992361e+02,-7.55770193e+01
258.860000,-1.06990942e+02,-7.55756005e+01
258.865000,-1.06989529e+02,-7.55741870e+01
258.870000,-1.06988115e+02,-7.55727735e+01
258.875000,-1.06986699e+02,-7.55713578e+01
258.880000,-1.06985284e+02,-7.55699422e+01
258.885000,-1.06983871e+02,-7.55685290e+01
258.890000,-1.06982465e+02,-7.55671230e+01
258.895000,-1.06981062e+02,-7.55657208e+01
258.900000,-1.06979658e+02,-7.55643166e+01
258.905000,-1.06978249e+02,-7.55629074e+01
258.910000,-1.06976839e+02,-7.55614974e+01
258.915000,-1.06975429e+02,-7.55600879e+01
258.920000,-1.06974018e+02,-7.55586770e+01
258.925000,-1.06972608e+02,-7.55572663e+01
258.930000,-1.06971196e+02,-7.55558547e+01
258.935000,-1.06969784e+02,-7.55544421e+01
258.940000,-1.06968369e+02,-7.55530274e+01
258.945000,-1.06966954e+02,-7.55516124e+01
258.950000,-1.06965540e+02,-7.55501988e+01
258.955000,-1.06964129e+02,-7.55487874e+01
258.960000,-1.06962722e+02,-7.55473811e+01
258.965000,-1.06961319e+02,-7.55459776e+01
258.970000,-1.06959915e+02,-7.55445733e+01
258.975000,-1.06958507e+02,-7.55431659e+01
258.980000,-1.06957100e+02,-7.55417583e+01
258.985000,-1.06955692e+02,-7.55403503e+01
258.990000,-1.06954283e+02,-7.55389416e+01
258.995000,-1.06952873e+02,-7.55375318e+01
259.000000,-1.06951459e+02,-7.55361180e+01
259.005000,-1.06950041e+02,-7.55346993e+01
259.010000,-1.06948621e+02,-7.55332793e+01
259.015000,-1.06947202e+02,-7.55318611e+01
259.020000,-1.06945789e+02,-7.55304477e+01
259.025000,-1.06944381e+02,-7.55290393e+01
259.030000,-1.06942971e+02,-7.55276299e+01
259.035000,-1.06941555e+02,-7.55262138e+01
259.040000,-1.06940135e+02,-7.55247939e+01
259.045000,-1.06938715e+02,-7.55233740e+01
259.050000,-1.06937299e+02,-7.55219581e+01
259.055000,-1.06935889e+02,-7.55205476e+01
259.060000,-1.06934481e+02,-7.55191395e+01
259.065000,-1.06933072e+02,-7.55177310e+01
259.070000,-1.06931664e+02,-7.55163233e+01
