time,n_pairs,n_saturated
262.635000,266,62
262.640000,270,66
262.645000,265,61
262.650000,264,60
262.655000,269,65
262.660000,270,66
262.665000,265,61
262.670000,268,64
262.675000,266,62
262.680000,268,63
262.685000,270,65
262.690000,269,64
262.695000,266,61
262.700000,270,65
262.705000,269,64
262.710000,269,64
262.715000,267,61
262.720000,271,65
262.725000,270,64
262.730000,272,66
262.735000,267,61
262.740000,269,63
262.745000,268,62
262.750000,270,64
262.755000,269,63
262.760000,272,66
262.765000,268,62
262.770000,268,62
262.775000,268,62
262.780000,273,67
262.785000,269,63
262.790000,270,64
262.795000,267,61
262.800000,271,65
262.805000,271,65
262.810000,271,65
262.815000,267,61
262.820000,271,65
262.825000,269,63
262.830000,272,66
262.835000,271,64
262.840000,274,67
262.845000,269,62
262.850000,273,66
262.855000,270,63
262.860000,273,66
262.865000,271,64
262.870000,273,66
262.875000,270,63
262.880000,274,67
262.885000,272,64
262.890000,270,62
262.895000,272,64
262.900000,277,69
262.905000,275,67
262.910000,274,66
262.915000,268,60
262.920000,272,64
262.925000,272,64
262.930000,274,66
262.935000,271,63
262.940000,275,67
262.945000,271,63
262.950000,269,61
262.955000,273,65
262.960000,276,68
262.965000,271,63
262.970000,272,64
262.975000,271,63
262.980000,273,65
262.985000,272,64
262.990000,272,64
262.995000,269,62
263.000000,274,67
263.005000,272,65
263.010000,273,66
263.015000,272,65
263.020000,272,65
263.025000,271,65
263.030000,276,69
263.035000,273,66
263.040000,269,62
263.045000,273,66
263.050000,276,70
263.055000,272,67
263.060000,275,70
263.065000,271,66
263.070000,271,66
263.075000,272,68
263.080000,276,72
263.085000,274,70
263.090000,271,67
263.095000,271,66
263.100000,271,66
263.105000,275,70
263.110000,276,72
263.115000,273,69
263.120000,274,70
263.125000,271,67
263.130000,274,70
263.135000,273,68
263.140000,275,70
263.145000,273,68
263.150000,277,72
263.155000,274,69
263.160000,271,66
263.165000,274,69
263.170000,276,70
263.175000,274,68
263.180000,278,72
263.185000,276,70
263.190000,272,66
263.195000,273,67
263.200000,277,71
263.205000,274,68
263.210000,277,71
263.215000,274,68
263.220000,276,68
263.225000,276,68
263.230000,279,71
263.235000,276,68
263.240000,276,68
263.245000,277,69
263.250000,277,69
263.255000,280,72
263.260000,278,71
263.265000,275,68
263.270000,277,70
263.275000,276,69
263.280000,276,69
263.285000,280,72
263.290000,278,70
263.295000,276,68
263.300000,280,72
263.305000,279,71
263.310000,277,69
263.315000,279,70
263.320000,278,69
263.325000,280,70
263.330000,282,72
263.335000,280,70
263.340000,280,70
263.345000,280,69
263.350000,281,70
263.355000,281,70
263.360000,282,71
263.365000,278,67
263.370000,280,69
263.375000,282,71
263.380000,281,70
263.385000,281,70
263.390000,281,70
263.395000,280,69
263.400000,279,68
263.405000,282,71
263.410000,281,70
263.415000,279,68
263.420000,283,72
263.425000,280,69
263.430000,281,71
263.435000,279,69
263.440000,277,66
263.445000,280,69
263.450000,279,68
263.455000,280,69
263.460000,279,68
263.465000,279,68
263.470000,278,67
263.475000,279,68
263.480000,280,69
263.485000,277,66
263.490000,278,67
263.495000,281,69
263.500000,280,68
263.505000,279,67
263.510000,280,69
263.515000,277,66
263.520000,277,66
263.525000,281,70
263.530000,281,70
263.535000,279,68
263.540000,279,68
263.545000,279,68
263.550000,279,68
263.555000,280,68
263.560000,280,68
263.565000,278,66
263.570000,282,70
263.575000,280,68
263.580000,281,69
263.585000,279,67
263.590000,279,67
263.595000,280,68
263.600000,280,68
263.605000,282,70
263.610000,280,69
263.615000,279,68
263.620000,281,70
263.625000,279,68
263.630000,281,70
263.635000,281,70
263.640000,276,66
263.645000,276,66
263.650000,279,69
263.655000,280,70
263.660000,280,71
263.665000,280,70
263.670000,278,68
263.675000,278,68
263.680000,281,70
263.685000,279,68
263.690000,281,70
263.695000,281,71
263.700000,278,68
263.705000,281,71
263.710000,280,70
263.715000,278,68
263.720000,282,71
263.725000,281,70
263.730000,282,71
263.735000,281,71
263.740000,280,70
263.745000,280,70
263.750000,281,71
263.755000,281,71
263.760000,278,69
263.765000,278,69
263.770000,280,71
263.775000,280,71
263.780000,279,70
263.785000,277,68
263.790000,275,66
263.795000,277,68
263.800000,280,71
263.805000,279,69
263.810000,279,69
263.815000,278,68
263.820000,278,68
263.825000,279,69
263.830000,281,71
263.835000,279,69
263.840000,279,69
263.845000,281,71
263.850000,278,68
263.855000,281,71
263.860000,277,67
263.865000,276,66
263.870000,286,76
263.875000,279,70
263.880000,278,69
263.885000,276,67
263.890000,277,68
263.895000,279,70
263.900000,280,71
263.905000,281,72
263.910000,277,68
263.915000,278,69
263.920000,276,67
263.925000,277,69
263.930000,279,71
263.935000,279,71
263.940000,278,70
263.945000,276,68
263.950000,278,69
263.955000,279,70
263.960000,277,68
263.965000,279,70
263.970000,277,68
263.975000,281,72
263.980000,279,70
263.985000,275,67
263.990000,277,69
263.995000,279,71
264.000000,275,67
264.005000,278,70
264.010000,277,69
264.015000,276,68
264.020000,279,71
264.025000,275,67
264.030000,278,70
264.035000,276,68
264.040000,272,64
264.045000,279,71
264.050000,276,68
264.055000,279,71
264.060000,278,70
264.065000,276,68
264.070000,274,66
264.075000,275,67
264.080000,280,72
264.085000,274,65
264.090000,277,68
264.095000,278,69
264.100000,277,68
264.105000,279,70
264.110000,275,65
264.115000,277,68
264.120000,277,68
264.125000,279,70
264.130000,276,67
264.135000,277,68
264.140000,277,68
264.145000,276,67
264.150000,281,72
264.155000,278,69
264.160000,274,65
264.165000,276,67
264.170000,276,67
264.175000,277,68
264.180000,280,71
264.185000,279,70
264.190000,274,65
264.195000,279,69
264.200000,278,68
264.205000,278,68
264.210000,276,66
264.215000,279,69
264.220000,280,70
264.225000,280,70
264.230000,276,66
264.235000,274,64
264.240000,278,68
264.245000,275,65
264.250000,277,67
264.255000,283,73
264.260000,277,67
264.265000,278,68
264.270000,275,65
264.275000,279,69
264.280000,276,66
264.285000,277,67
264.290000,276,67
264.295000,275,66
264.300000,278,69
264.305000,279,71
264.310000,274,65
264.315000,273,65
264.320000,274,66
264.325000,278,70
264.330000,278,70
264.335000,278,69
264.340000,273,64
264.345000,276,67
264.350000,277,68
264.355000,274,65
264.360000,277,68
264.365000,274,65
264.370000,275,65
264.375000,280,70
264.380000,278,68
264.385000,277,67
264.390000,275,65
264.395000,279,69
264.400000,276,66
264.405000,278,68
264.410000,275,65
264.415000,278,68
264.420000,279,69
264.425000,277,67
264.430000,277,67
264.435000,276,66
264.440000,279,69
264.445000,276,66
264.450000,278,68
264.455000,277,68
264.460000,274,65
264.465000,278,69
264.470000,274,65
264.475000,278,69
264.480000,274,65
264.485000,277,69
264.490000,275,67
264.495000,275,67
264.500000,279,71
264.505000,277,69
264.510000,277,69
264.515000,275,67
264.520000,273,65
264.525000,277,69
264.530000,276,68
264.535000,277,69
264.540000,276,68
264.545000,276,68
264.550000,275,67
264.555000,278,70
264.560000,275,67
264.565000,276,68
264.570000,276,68
264.575000,279,71
264.580000,276,68
264.585000,277,69
264.590000,273,65
264.595000,276,67
264.600000,276,67
264.605000,279,71
264.610000,275,67
264.615000,277,69
264.620000,276,68
264.625000,278,70
264.630000,276,68
264.635000,275,67
264.640000,277,68
264.645000,277,68
264.650000,277,67
264.655000,278,68
264.660000,280,70
264.665000,277,67
264.670000,273,63
264.675000,280,70
264.680000,278,68
264.685000,278,68
264.690000,274,64
264.695000,279,69
264.700000,277,67
264.705000,276,67
264.710000,277,68
264.715000,278,68
264.720000,279,69
264.725000,279,69
264.730000,278,68
264.735000,277,67
264.740000,276,66
264.745000,279,69
264.750000,278,68
264.755000,278,68
264.760000,275,66
264.765000,278,69
264.770000,274,65
264.775000,276,67
264.780000,280,71
264.785000,276,67
264.790000,275,66
264.795000,276,67
264.800000,278,69
264.805000,276,67
264.810000,276,67
264.815000,275,66
264.820000,274,65
264.825000,278,69
264.830000,273,64
264.835000,276,68
264.840000,277,69
264.845000,275,67
264.850000,274,66
264.855000,276,68
264.860000,277,69
264.865000,275,66
264.870000,279,70
264.875000,276,67
264.880000,277,68
264.885000,278,69
264.890000,274,65
264.895000,279,69
264.900000,278,68
264.905000,279,69
264.910000,276,66
264.915000,278,69
264.920000,279,69
264.925000,278,68
264.930000,282,72
264.935000,277,67
264.940000,277,67
264.945000,279,69
264.950000,276,66
264.955000,281,71
264.960000,282,71
264.965000,279,67
264.970000,275,63
264.975000,279,67
264.980000,281,69
264.985000,280,68
264.990000,280,68
264.995000,278,66
265.000000,280,68
265.005000,280,67
265.010000,279,66
265.015000,282,69
265.020000,280,66
265.025000,280,66
265.030000,278,64
265.035000,283,69
265.040000,278,66
265.045000,279,67
265.050000,279,68
265.055000,278,67
265.060000,278,67
265.065000,278,67
265.070000,280,69
265.075000,277,66
265.080000,280,69
265.085000,278,67
265.090000,275,64
265.095000,282,70
265.100000,278,66
265.105000,281,69
265.110000,279,67
265.115000,277,65
265.120000,281,69
265.125000,280,68
265.130000,281,69
265.135000,278,66
265.140000,281,69
265.145000,280,68
265.150000,278,66
265.155000,280,68
265.160000,277,65
265.165000,281,69
265.170000,280,68
265.175000,279,67
265.180000,280,68
265.185000,282,69
265.190000,280,67
265.195000,279,66
265.200000,283,70
265.205000,281,68
265.210000,279,65
265.215000,283,68
265.220000,283,68
265.225000,281,66
265.230000,284,69
265.235000,284,70
265.240000,281,67
265.245000,282,68
265.250000,281,67
265.255000,285,71
265.260000,282,68
265.265000,282,68
265.270000,282,68
265.275000,284,70
265.280000,284,70
265.285000,283,68
265.290000,284,69
265.295000,280,65
265.300000,280,65
265.305000,290,75
265.310000,284,69
265.315000,282,68
265.320000,279,65
265.325000,282,68
265.330000,284,70
265.335000,283,69
265.340000,279,66
265.345000,280,67
265.350000,284,71
265.355000,282,69
265.360000,279,66
265.365000,281,68
265.370000,281,68
265.375000,282,69
265.380000,285,72
265.385000,281,68
265.390000,278,65
265.395000,283,70
265.400000,279,66
265.405000,284,70
265.410000,283,69
265.415000,281,67
265.420000,279,65
265.425000,282,67
265.430000,286,70
265.435000,283,67
265.440000,284,68
265.445000,283,67
265.450000,284,68
265.455000,287,71
265.460000,279,63
265.465000,282,67
265.470000,285,69
265.475000,283,67
265.480000,284,68
265.485000,281,65
265.490000,284,68
265.495000,284,68
265.500000,284,68
265.505000,285,69
265.510000,283,67
265.515000,284,68
265.520000,280,64
265.525000,286,70
265.530000,287,71
265.535000,282,66
265.540000,281,65
265.545000,282,66
265.550000,286,71
265.555000,285,70
265.560000,282,67
265.565000,278,64
265.570000,281,67
265.575000,284,70
265.580000,282,69
265.585000,281,68
265.590000,282,69
265.595000,281,68
265.600000,279,66
265.605000,283,70
265.610000,281,68
265.615000,282,69
265.620000,282,70
265.625000,282,70
265.630000,283,71
265.635000,280,68
265.640000,278,66
265.645000,281,69
265.650000,286,74
265.655000,281,71
265.660000,276,66
265.665000,279,69
265.670000,280,70
265.675000,282,72
265.680000,282,72
265.685000,278,69
265.690000,276,67
265.695000,280,71
265.700000,279,70
265.705000,281,72
265.710000,279,70
265.715000,277,68
265.720000,275,66
265.725000,281,72
265.730000,279,70
265.735000,279,70
265.740000,277,68
265.745000,278,69
265.750000,279,70
265.755000,282,73
265.760000,275,66
265.765000,279,70
265.770000,278,69
265.775000,279,70
265.780000,280,71
265.785000,280,71
265.790000,276,67
265.795000,277,69
265.800000,279,71
265.805000,281,73
265.810000,276,68
265.815000,279,71
265.820000,277,69
265.825000,281,73
265.830000,278,70
265.835000,279,71
265.840000,278,70
265.845000,275,68
265.850000,278,72
265.855000,279,73
265.860000,275,69
265.865000,275,69
265.870000,278,72
265.875000,281,75
265.880000,274,68
265.885000,276,70
265.890000,279,73
265.895000,279,73
265.900000,277,71
265.905000,281,74
265.910000,278,71
265.915000,279,72
265.920000,279,72
265.925000,281,74
265.930000,279,72
265.935000,277,70
265.940000,276,70
265.945000,281,75
265.950000,280,74
265.955000,284,77
265.960000,277,70
265.965000,277,70
265.970000,275,68
265.975000,284,77
265.980000,283,76
265.985000,277,70
265.990000,276,69
265.995000,281,74
266.000000,279,72
266.005000,283,75
266.010000,279,71
266.015000,280,72
266.020000,278,70
266.025000,283,75
266.030000,280,72
266.035000,281,73
266.040000,279,71
266.045000,280,72
266.050000,280,72
266.055000,282,74
266.060000,280,72
266.065000,279,71
266.070000,278,70
266.075000,281,73
266.080000,283,74
266.085000,282,73
266.090000,279,70
266.095000,282,73
266.100000,282,73
266.105000,282,73
266.110000,276,67
266.115000,285,76
266.120000,280,71
266.125000,282,73
266.130000,282,73
266.135000,278,70
266.140000,279,71
266.145000,282,72
266.150000,281,71
266.155000,285,75
266.160000,284,74
266.165000,281,71
266.170000,278,68
266.175000,283,73
266.180000,285,75
266.185000,284,74
266.190000,283,73
266.195000,279,69
266.200000,281,71
266.205000,285,75
266.210000,280,70
266.215000,283,72
266.220000,284,73
266.225000,283,72
266.230000,281,70
266.235000,280,69
266.240000,282,71
266.245000,281,70
266.250000,280,69
266.255000,280,69
266.260000,276,65
266.265000,280,69
266.270000,276,65
266.275000,277,67
266.280000,280,70
266.285000,277,67
266.290000,276,65
266.295000,278,67
266.300000,280,69
266.305000,282,71
266.310000,277,66
266.315000,279,67
266.320000,279,67
266.325000,283,71
266.330000,281,69
266.335000,278,66
266.340000,282,70
266.345000,279,67
266.350000,280,68
266.355000,283,70
266.360000,280,67
266.365000,284,71
266.370000,279,66
266.375000,280,67
266.380000,281,68
266.385000,280,67
266.390000,280,67
266.395000,281,68
266.400000,284,71
266.405000,282,69
266.410000,281,68
266.415000,282,69
266.420000,279,66
266.425000,282,69
266.430000,286,73
266.435000,280,66
266.440000,283,69
266.445000,283,69
266.450000,281,67
266.455000,285,71
266.460000,282,68
266.465000,283,69
266.470000,281,67
266.475000,284,70
266.480000,285,71
266.485000,281,67
266.490000,283,69
266.495000,281,67
266.500000,283,69
266.505000,286,72
266.510000,279,65
266.515000,283,69
266.520000,281,67
266.525000,281,67
266.530000,287,73
266.535000,280,66
266.540000,279,65
266.545000,283,68
266.550000,284,69
266.555000,284,69
266.560000,282,67
266.565000,283,68
266.570000,282,68
266.575000,283,69
266.580000,283,69
266.585000,281,67
266.590000,284,70
266.595000,282,68
266.600000,281,67
266.605000,288,74
266.610000,281,67
266.615000,281,67
266.620000,285,71
266.625000,285,70
266.630000,284,69
266.635000,282,68
266.640000,282,68
266.645000,283,69
266.650000,283,69
266.655000,285,71
266.660000,281,67
266.665000,285,71
266.670000,282,68
266.675000,281,67
266.680000,287,73
266.685000,281,68
266.690000,282,69
266.695000,281,68
266.700000,279,66
266.705000,283,70
266.710000,281,68
266.715000,281,68
266.720000,281,68
266.725000,285,73
266.730000,282,70
266.735000,276,64
266.740000,281,69
266.745000,284,71
266.750000,280,67
266.755000,285,71
266.760000,283,69
266.765000,283,70
266.770000,283,70
266.775000,281,68
266.780000,285,72
266.785000,280,68
266.790000,283,71
266.795000,283,71
266.800000,283,71
266.805000,285,73
266.810000,281,69
266.815000,282,70
266.820000,283,71
266.825000,282,70
266.830000,287,75
266.835000,278,66
266.840000,281,69
266.845000,283,71
266.850000,280,68
266.855000,284,72
266.860000,281,69
266.865000,282,70
266.870000,281,69
266.875000,281,69
266.880000,284,72
266.885000,281,69
266.890000,283,71
266.895000,278,66
266.900000,281,69
266.905000,285,73
266.910000,280,68
266.915000,280,68
266.920000,283,71
266.925000,280,68
266.930000,282,70
266.935000,282,70
266.940000,281,69
266.945000,280,68
266.950000,279,67
266.955000,284,72
266.960000,279,67
266.965000,284,72
266.970000,283,71
266.975000,277,65
266.980000,284,72
266.985000,280,69
266.990000,281,71
266.995000,286,76
267.000000,279,69
267.005000,284,74
267.010000,281,71
267.015000,279,69
267.020000,283,73
267.025000,285,75
267.030000,281,71
267.035000,276,67
267.040000,282,73
267.045000,282,73
267.050000,279,70
267.055000,280,72
267.060000,280,72
267.065000,277,69
267.070000,280,72
267.075000,282,74
267.080000,284,76
267.085000,283,75
267.090000,277,69
267.095000,279,71
267.100000,281,73
267.105000,284,76
267.110000,282,74
267.115000,282,73
267.120000,282,73
267.125000,280,71
267.130000,285,76
267.135000,280,71
267.140000,284,75
267.145000,284,75
267.150000,280,71
267.155000,282,73
267.160000,282,73
267.165000,282,73
267.170000,283,74
267.175000,281,72
267.180000,286,77
267.185000,281,72
267.190000,280,71
267.195000,283,74
267.200000,282,73
267.205000,284,75
267.210000,279,70
267.215000,280,71
267.220000,287,78
267.225000,281,72
267.230000,283,74
267.235000,282,73
267.240000,281,72
267.245000,282,73
267.250000,283,74
267.255000,282,73
267.260000,283,74
267.265000,281,73
267.270000,281,73
267.275000,279,71
267.280000,285,76
267.285000,282,73
267.290000,277,68
267.295000,281,72
267.300000,284,75
267.305000,283,74
267.310000,280,71
267.315000,278,68
267.320000,284,73
267.325000,282,71
267.330000,285,74
267.335000,279,68
267.340000,283,72
267.345000,282,71
267.350000,281,69
267.355000,286,73
267.360000,284,71
267.365000,278,65
267.370000,281,68
267.375000,283,70
267.380000,285,72
267.385000,280,67
267.390000,282,69
267.395000,280,67
267.400000,282,69
267.405000,281,68
267.410000,279,66
267.415000,284,71
267.420000,284,71
267.425000,279,66
267.430000,282,69
267.435000,278,65
267.440000,281,68
267.445000,285,72
267.450000,282,68
267.455000,282,68
267.460000,284,70
267.465000,279,64
267.470000,285,70
267.475000,284,71
267.480000,283,71
267.485000,279,67
267.490000,280,68
267.495000,289,77
267.500000,285,73
267.505000,283,71
267.510000,282,69
267.515000,280,67
267.520000,289,77
267.525000,284,72
267.530000,285,73
267.535000,285,73
267.540000,282,70
267.545000,285,73
267.550000,285,73
267.555000,286,73
267.560000,282,69
267.565000,286,74
267.570000,283,73
267.575000,280,70
267.580000,285,75
267.585000,281,71
267.590000,281,71
267.595000,285,75
267.600000,284,73
267.605000,280,69
267.610000,282,72
267.615000,281,71
267.620000,285,75
267.625000,284,74
267.630000,282,72
267.635000,281,71
267.640000,282,72
267.645000,282,72
267.650000,282,72
267.655000,285,75
267.660000,280,71
267.665000,278,69
267.670000,285,76
267.675000,281,72
267.680000,279,70
267.685000,281,72
267.690000,282,73
267.695000,286,77
267.700000,282,73
267.705000,280,71
267.710000,279,69
267.715000,284,74
267.720000,286,76
267.725000,280,70
267.730000,284,74
267.735000,282,72
267.740000,284,74
267.745000,284,73
267.750000,282,71
267.755000,281,70
267.760000,285,74
267.765000,283,72
267.770000,285,74
267.775000,287,76
267.780000,282,71
267.785000,279,68
267.790000,285,74
267.795000,284,73
267.800000,285,74
267.805000,285,74
267.810000,283,72
267.815000,281,70
267.820000,286,75
267.825000,283,72
267.830000,282,71
267.835000,285,74
267.840000,283,72
267.845000,288,77
267.850000,281,70
267.855000,282,70
267.860000,284,72
267.865000,285,73
267.870000,283,71
267.875000,283,70
267.880000,286,73
267.885000,282,69
267.890000,282,69
267.895000,286,73
267.900000,282,69
267.905000,284,71
267.910000,281,68
267.915000,284,71
267.920000,284,71
267.925000,285,71
267.930000,282,68
267.935000,280,66
267.940000,282,68
267.945000,285,71
267.950000,285,71
267.955000,281,67
267.960000,281,67
267.965000,284,70
267.970000,285,71
267.975000,282,68
267.980000,282,68
267.985000,286,71
267.990000,282,67
267.995000,283,68
268.000000,287,72
268.005000,284,69
268.010000,282,67
268.015000,285,69
268.020000,289,73
268.025000,285,69
268.030000,283,68
268.035000,282,67
268.040000,286,71
268.045000,292,77
268.050000,283,68
268.055000,285,70
268.060000,284,69
268.065000,286,70
268.070000,288,72
268.075000,288,71
268.080000,289,72
268.085000,285,68
268.090000,290,73
268.095000,288,72
268.100000,287,71
268.105000,287,72
268.110000,284,69
268.115000,286,71
268.120000,290,75
268.125000,288,73
268.130000,285,70
268.135000,285,70
268.140000,288,73
268.145000,289,74
268.150000,287,72
268.155000,284,69
268.160000,289,74
268.165000,287,72
268.170000,285,71
268.175000,285,71
268.180000,286,72
268.185000,286,72
268.190000,284,70
268.195000,291,77
268.200000,286,72
268.205000,285,71
268.210000,287,73
268.215000,283,69
268.220000,287,73
268.225000,291,77
268.230000,291,76
268.235000,283,68
268.240000,286,71
268.245000,288,73
268.250000,288,73
268.255000,290,75
268.260000,287,72
268.265000,288,73
268.270000,288,73
268.275000,287,72
268.280000,288,73
268.285000,288,73
268.290000,287,73
268.295000,289,74
268.300000,294,80
268.305000,286,72
268.310000,286,72
268.315000,288,74
268.320000,289,75
268.325000,292,78
268.330000,287,73
268.335000,287,73
268.340000,288,73
268.345000,292,78
268.350000,289,75
268.355000,287,73
268.360000,287,73
268.365000,288,74
268.370000,293,79
268.375000,289,75
268.380000,285,70
268.385000,285,70
268.390000,291,76
268.395000,290,75
268.400000,287,72
268.405000,290,75
268.410000,288,72
268.415000,286,70
268.420000,290,75
268.425000,289,74
268.430000,287,72
268.435000,288,73
268.440000,290,76
268.445000,289,78
268.450000,289,78
268.455000,286,75
268.460000,287,77
268.465000,289,79
268.470000,291,81
268.475000,290,79
268.480000,288,77
268.485000,285,75
268.490000,288,78
268.495000,292,82
268.500000,290,80
268.505000,287,77
268.510000,290,80
268.515000,287,76
268.520000,288,77
268.525000,296,85
268.530000,287,77
268.535000,288,78
268.540000,289,79
268.545000,289,79
268.550000,289,79
268.555000,290,80
268.560000,288,78
268.565000,287,77
268.570000,294,84
268.575000,287,77
268.580000,289,79
268.585000,291,80
268.590000,288,77
268.595000,293,82
268.600000,293,82
268.605000,288,77
268.610000,289,78
268.615000,294,83
268.620000,290,79
268.625000,290,79
268.630000,292,81
268.635000,289,78
268.640000,289,78
268.645000,293,82
268.650000,291,80
268.655000,289,78
268.660000,290,79
268.665000,290,79
268.670000,290,79
268.675000,293,82
268.680000,287,76
268.685000,290,79
268.690000,290,79
268.695000,289,77
268.700000,290,78
268.705000,290,78
268.710000,288,76
268.715000,288,76
268.720000,295,83
268.725000,288,76
268.730000,288,76
268.735000,293,81
268.740000,288,75
268.745000,293,80
268.750000,294,82
268.755000,289,77
268.760000,289,77
268.765000,292,80
268.770000,290,78
268.775000,293,81
268.780000,292,80
268.785000,286,74
268.790000,289,78
268.795000,295,84
268.800000,292,81
268.805000,290,79
268.810000,290,79
268.815000,291,80
268.820000,289,78
268.825000,295,83
268.830000,288,76
268.835000,292,80
268.840000,292,80
268.845000,289,77
268.850000,289,77
268.855000,295,83
268.860000,291,79
268.865000,289,77
268.870000,293,81
268.875000,292,80
268.880000,287,77
268.885000,291,81
268.890000,288,78
268.895000,294,84
268.900000,293,83
268.905000,287,77
268.910000,287,77
268.915000,292,83
268.920000,292,83
268.925000,292,83
268.930000,292,83
268.935000,288,79
268.940000,288,79
268.945000,291,82
268.950000,289,80
268.955000,294,85
268.960000,290,81
268.965000,289,81
268.970000,288,80
268.975000,294,86
268.980000,291,83
268.985000,290,82
268.990000,290,82
268.995000,291,83
269.000000,290,84
269.005000,291,85
269.010000,288,82
269.015000,290,84
269.020000,290,84
269.025000,290,84
269.030000,287,81
269.035000,294,88
269.040000,287,81
269.045000,292,86
269.050000,290,84
269.055000,287,81
269.060000,289,83
269.065000,290,84
269.070000,290,84
269.075000,292,86
269.080000,289,83
269.085000,287,81
269.090000,287,81
269.095000,292,85
269.100000,294,87
269.105000,294,87
269.110000,288,81
269.115000,288,81
269.120000,289,83
269.125000,292,86
269.130000,289,83
269.135000,288,82
269.140000,288,83
269.145000,290,85
269.150000,287,82
269.155000,286,81
269.160000,288,82
269.165000,289,83
269.170000,290,84
269.175000,289,83
269.180000,286,80
269.185000,290,83
269.190000,288,81
269.195000,291,84
269.200000,291,85
269.205000,287,81
269.210000,288,81
269.215000,288,81
269.220000,291,84
269.225000,293,86
269.230000,288,82
269.235000,288,82
269.240000,289,83
269.245000,291,85
269.250000,290,84
269.255000,289,83
269.260000,285,78
269.265000,288,81
269.270000,292,85
269.275000,289,82
269.280000,289,82
269.285000,290,83
269.290000,289,82
269.295000,288,81
269.300000,290,84
269.305000,290,84
269.310000,288,82
269.315000,289,83
269.320000,286,80
269.325000,289,83
269.330000,287,82
269.335000,287,82
269.340000,287,82
269.345000,290,85
269.350000,291,86
269.355000,287,82
269.360000,286,81
269.365000,288,83
269.370000,287,82
269.375000,292,87
269.380000,285,80
269.385000,289,84
269.390000,288,83
269.395000,290,85
269.400000,289,83
269.405000,289,83
269.410000,289,83
269.415000,286,81
269.420000,288,83
269.425000,293,88
269.430000,285,80
269.435000,288,83
269.440000,287,82
269.445000,290,85
269.450000,288,83
269.455000,289,85
269.460000,287,83
269.465000,289,85
269.470000,289,84
269.475000,290,85
269.480000,290,85
269.485000,287,82
269.490000,288,84
269.495000,289,85
269.500000,291,87
269.505000,286,82
269.510000,288,85
269.515000,287,84
269.520000,292,89
269.525000,290,87
269.530000,286,83
269.535000,286,82
269.540000,289,86
269.545000,290,87
269.550000,294,90
269.555000,290,87
269.560000,289,86
269.565000,287,84
269.570000,294,91
269.575000,290,87
269.580000,289,86
269.585000,293,90
269.590000,289,86
269.595000,291,88
269.600000,297,93
269.605000,289,85
269.610000,290,87
269.615000,290,87
269.620000,294,91
269.625000,293,90
269.630000,294,91
269.635000,288,85
269.640000,288,84
269.645000,294,90
269.650000,297,93
269.655000,291,87
269.660000,292,88
269.665000,289,85
269.670000,292,89
269.675000,301,98
269.680000,293,90
269.685000,289,86
269.690000,290,87
269.695000,292,89
269.700000,296,93
269.705000,294,91
269.710000,291,88
269.715000,290,87
269.720000,294,91
269.725000,295,92
269.730000,293,90
269.735000,293,90
269.740000,291,88
269.745000,291,88
269.750000,299,96
269.755000,293,90
269.760000,294,91
269.765000,290,87
269.770000,294,91
269.775000,296,93
269.780000,294,91
269.785000,290,87
269.790000,293,90
269.795000,294,91
269.800000,297,95
269.805000,293,91
269.810000,291,89
269.815000,292,90
269.820000,295,93
269.825000,296,94
269.830000,292,91
269.835000,289,88
269.840000,292,91
269.845000,295,94
269.850000,294,93
269.855000,293,92
269.860000,292,91
269.865000,288,87
269.870000,296,95
269.875000,297,97
269.880000,292,92
269.885000,292,92
269.890000,288,88
269.895000,290,91
269.900000,295,96
269.905000,288,89
269.910000,294,95
269.915000,291,92
269.920000,293,94
269.925000,293,94
269.930000,289,90
269.935000,288,88
269.940000,291,91
269.945000,296,95
269.950000,295,95
269.955000,288,88
269.960000,290,90
269.965000,288,88
269.970000,291,92
269.975000,294,95
269.980000,292,93
269.985000,288,89
269.990000,290,91
269.995000,292,93
270.000000,294,95
270.005000,290,91
270.010000,287,88
270.015000,290,91
270.020000,292,94
270.025000,290,92
270.030000,290,92
270.035000,292,94
270.040000,290,91
270.045000,289,90
270.050000,293,94
270.055000,287,88
270.060000,292,92
270.065000,291,91
270.070000,292,92
270.075000,292,92
270.080000,290,90
270.085000,291,91
270.090000,288,89
270.095000,292,93
270.100000,292,93
270.105000,286,87
270.110000,288,89
270.115000,290,91
270.120000,294,95
270.125000,293,94
270.130000,288,89
270.135000,286,87
270.140000,288,90
270.145000,289,91
270.150000,290,92
270.155000,291,93
270.160000,286,88
270.165000,287,89
270.170000,287,89
270.175000,289,91
270.180000,287,89
270.185000,287,89
270.190000,291,93
270.195000,288,90
270.200000,291,93
270.205000,287,88
270.210000,287,88
270.215000,289,90
270.220000,290,91
270.225000,291,92
270.230000,289,90
270.235000,289,89
270.240000,291,91
270.245000,292,92
270.250000,291,91
270.255000,287,87
270.260000,291,91
270.265000,289,89
270.270000,295,96
270.275000,293,93
270.280000,289,89
270.285000,285,85
270.290000,289,89
270.295000,294,94
270.300000,293,93
270.305000,295,95
270.310000,289,89
270.315000,289,89
270.320000,292,92
270.325000,291,91
270.330000,292,92
270.335000,290,90
270.340000,291,92
270.345000,290,91
270.350000,291,93
270.355000,288,90
270.360000,288,90
270.365000,293,95
270.370000,291,92
270.375000,292,93
270.380000,292,92
270.385000,290,90
270.390000,291,91
270.395000,295,96
270.400000,293,94
