time,T_dna,T_res
257.575000,-1.44080287e+02,-1.12664699e+02
257.580000,-1.44077545e+02,-1.12661962e+02
257.585000,-1.44074399e+02,-1.12658808e+02
257.590000,-1.44070834e+02,-1.12655246e+02
257.595000,-1.44067569e+02,-1.12651979e+02
257.600000,-1.44064666e+02,-1.12649079e+02
257.605000,-1.44062079e+02,-1.12646501e+02
257.610000,-1.44059381e+02,-1.12643807e+02
257.615000,-1.44056390e+02,-1.12640818e+02
257.620000,-1.44053067e+02,-1.12637498e+02
257.625000,-1.44049426e+02,-1.12633861e+02
257.630000,-1.44046042e+02,-1.12630477e+02
257.635000,-1.44042873e+02,-1.12627306e+02
257.640000,-1.44039858e+02,-1.12624290e+02
257.645000,-1.44036916e+02,-1.12621346e+02
257.650000,-1.44033962e+02,-1.12618393e+02
257.655000,-1.44030940e+02,-1.12615376e+02
257.660000,-1.44027749e+02,-1.12612182e+02
257.665000,-1.44024834e+02,-1.12609270e+02
257.670000,-1.44022175e+02,-1.12606611e+02
257.675000,-1.44019696e+02,-1.12604126e+02
257.680000,-1.44017308e+02,-1.12601737e+02
257.685000,-1.44015111e+02,-1.12599542e+02
257.690000,-1.44012830e+02,-1.12597265e+02
257.695000,-1.44010363e+02,-1.12594805e+02
257.700000,-1.44008094e+02,-1.12592537e+02
257.705000,-1.44006122e+02,-1.12590565e+02
257.710000,-1.44004493e+02,-1.12588939e+02
257.715000,-1.44002809e+02,-1.12587239e+02
257.720000,-1.44000847e+02,-1.12585271e+02
257.725000,-1.43998473e+02,-1.12582896e+02
257.730000,-1.43995645e+02,-1.12580070e+02
257.735000,-1.43993134e+02,-1.12577556e+02
257.740000,-1.43990977e+02,-1.12575400e+02
257.745000,-1.43989143e+02,-1.12573564e+02
257.750000,-1.43987252e+02,-1.12571674e+02
257.755000,-1.43985224e+02,-1.12569639e+02
257.760000,-1.43982879e+02,-1.12567299e+02
257.765000,-1.43980058e+02,-1.12564476e+02
257.770000,-1.43977344e+02,-1.12561763e+02
257.775000,-1.43974959e+02,-1.12559373e+02
257.780000,-1.43972744e+02,-1.12557157e+02
257.785000,-1.43970493e+02,-1.12554907e+02
257.790000,-1.43968211e+02,-1.12552629e+02
257.795000,-1.43965763e+02,-1.12550180e+02
257.800000,-1.43963028e+02,-1.12547444e+02
257.805000,-1.43960687e+02,-1.12545103e+02
257.810000,-1.43958644e+02,-1.12543060e+02
257.815000,-1.43956643e+02,-1.12541047e+02
257.820000,-1.43954465e+02,-1.12538857e+02
257.825000,-1.43952032e+02,-1.12536432e+02
257.830000,-1.43949385e+02,-1.12533788e+02
257.835000,-1.43946599e+02,-1.12530993e+02
257.840000,-1.43944068e+02,-1.12528460e+02
257.845000,-1.43941715e+02,-1.12526108e+02
257.850000,-1.43939664e+02,-1.12524060e+02
257.855000,-1.43937837e+02,-1.12522235e+02
257.860000,-1.43935740e+02,-1.12520141e+02
257.865000,-1.43933281e+02,-1.12517679e+02
257.870000,-1.43931348e+02,-1.12515747e+02
257.875000,-1.43929692e+02,-1.12514088e+02
257.880000,-1.43928090e+02,-1.12512489e+02
257.885000,-1.43926624e+02,-1.12511024e+02
257.890000,-1.43925104e+02,-1.12509500e+02
257.895000,-1.43923214e+02,-1.12507617e+02
257.900000,-1.43920810e+02,-1.12505212e+02
257.905000,-1.43918553e+02,-1.12502963e+02
257.910000,-1.43916346e+02,-1.12500756e+02
257.915000,-1.43914115e+02,-1.12498531e+02
257.920000,-1.43912181e+02,-1.12496595e+02
257.925000,-1.43910220e+02,-1.12494640e+02
257.930000,-1.43908030e+02,-1.12492449e+02
257.935000,-1.43906041e+02,-1.12490461e+02
257.940000,-1.43904016e+02,-1.12488438e+02
257.945000,-1.43901993e+02,-1.12486414e+02
257.950000,-1.43899746e+02,-1.12484166e+02
257.955000,-1.43897242e+02,-1.12481661e+02
257.960000,-1.43894572e+02,-1.12479002e+02
257.965000,-1.43892160e+02,-1.12476592e+02
257.970000,-1.43889276e+02,-1.12473708e+02
257.975000,-1.43886394e+02,-1.12470823e+02
257.980000,-1.43883644e+02,-1.12468080e+02
257.985000,-1.43880599e+02,-1.12465039e+02
257.990000,-1.43877397e+02,-1.12461839e+02
257.995000,-1.43874760e+02,-1.12459202e+02
258.000000,-1.43872375e+02,-1.12456810e+02
258.005000,-1.43870255e+02,-1.12454697e+02
258.010000,-1.43868050e+02,-1.12452479e+02
258.015000,-1.43865829e+02,-1.12450264e+02
258.020000,-1.43863212e+02,-1.12447643e+02
258.025000,-1.43860926e+02,-1.12445355e+02
258.030000,-1.43858798e+02,-1.12443226e+02
258.035000,-1.43857162e+02,-1.12441591e+02
258.040000,-1.43855906e+02,-1.12440326e+02
258.045000,-1.43854381e+02,-1.12438803e+02
258.050000,-1.43852339e+02,-1.12436770e+02
258.055000,-1.43851491e+02,-1.12435922e+02
258.060000,-1.43850690e+02,-1.12435124e+02
258.065000,-1.43849837e+02,-1.12434265e+02
258.070000,-1.43849137e+02,-1.12433566e+02
258.075000,-1.43848646e+02,-1.12433076e+02
258.080000,-1.43847951e+02,-1.12432382e+02
258.085000,-1.43846743e+02,-1.12431191e+02
258.090000,-1.43847586e+02,-1.12432007e+02
258.095000,-1.43849494e+02,-1.12433911e+02
258.100000,-1.43851129e+02,-1.12435544e+02
258.105000,-1.43852170e+02,-1.12436588e+02
258.110000,-1.43852254e+02,-1.12436662e+02
258.115000,-1.43851903e+02,-1.12436305e+02
258.120000,-1.43851889e+02,-1.12436296e+02
258.125000,-1.43851861e+02,-1.12436266e+02
258.130000,-1.43851978e+02,-1.12436377e+02
258.135000,-1.43851923e+02,-1.12436324e+02
258.140000,-1.43851091e+02,-1.12435484e+02
258.145000,-1.43849772e+02,-1.12434152e+02
258.150000,-1.43849049e+02,-1.12433426e+02
258.155000,-1.43848174e+02,-1.12432553e+02
258.160000,-1.43847085e+02,-1.12431468e+02
258.165000,-1.43846051e+02,-1.12430435e+02
258.170000,-1.43844340e+02,-1.12428726e+02
258.175000,-1.43842585e+02,-1.12426973e+02
258.180000,-1.43841177e+02,-1.12425561e+02
258.185000,-1.43839869e+02,-1.12424261e+02
258.190000,-1.43838412e+02,-1.12422802e+02
258.195000,-1.43836830e+02,-1.12421221e+02
258.200000,-1.43835005e+02,-1.12419393e+02
258.205000,-1.43833294e+02,-1.12417689e+02
258.210000,-1.43832569e+02,-1.12416968e+02
258.215000,-1.43831970e+02,-1.12416368e+02
258.220000,-1.43831249e+02,-1.12415645e+02
258.225000,-1.43830562e+02,-1.12414967e+02
258.230000,-1.43829315e+02,-1.12413732e+02
258.235000,-1.43829299e+02,-1.12413716e+02
258.240000,-1.43829190e+02,-1.12413608e+02
258.245000,-1.43829558e+02,-1.12413975e+02
258.250000,-1.43829885e+02,-1.12414312e+02
258.255000,-1.43829896e+02,-1.12414322e+02
258.260000,-1.43829088e+02,-1.12413513e+02
258.265000,-1.43828440e+02,-1.12412867e+02
258.270000,-1.43828064e+02,-1.12412494e+02
258.275000,-1.43827856e+02,-1.12412289e+02
258.280000,-1.43827725e+02,-1.12412154e+02
258.285000,-1.43827645e+02,-1.12412070e+02
258.290000,-1.43827074e+02,-1.12411498e+02
258.295000,-1.43826593e+02,-1.12411018e+02
258.300000,-1.43826160e+02,-1.12410585e+02
258.305000,-1.43825755e+02,-1.12410192e+02
258.310000,-1.43826230e+02,-1.12410665e+02
258.315000,-1.43826103e+02,-1.12410545e+02
258.320000,-1.43824638e+02,-1.12409065e+02
258.325000,-1.43823760e+02,-1.12408185e+02
258.330000,-1.43822890e+02,-1.12407307e+02
258.335000,-1.43821734e+02,-1.12406148e+02
258.340000,-1.43820174e+02,-1.12404587e+02
258.345000,-1.43818596e+02,-1.12403013e+02
258.350000,-1.43816604e+02,-1.12401027e+02
258.355000,-1.43815434e+02,-1.12399846e+02
258.360000,-1.43814649e+02,-1.12399064e+02
258.365000,-1.43814111e+02,-1.12398523e+02
258.370000,-1.43813673e+02,-1.12398085e+02
258.375000,-1.43813357e+02,-1.12397771e+02
258.380000,-1.43812405e+02,-1.12396817e+02
258.385000,-1.43811569e+02,-1.12395973e+02
258.390000,-1.43811199e+02,-1.12395604e+02
258.395000,-1.43810832e+02,-1.12395236e+02
258.400000,-1.43810323e+02,-1.12394719e+02
258.405000,-1.43809660e+02,-1.12394060e+02
258.410000,-1.43808395e+02,-1.12392801e+02
258.415000,-1.43808382e+02,-1.12392788e+02
258.420000,-1.43808242e+02,-1.12392663e+02
258.425000,-1.43808982e+02,-1.12393401e+02
258.430000,-1.43809242e+02,-1.12393666e+02
258.435000,-1.43809107e+02,-1.12393535e+02
258.440000,-1.43807770e+02,-1.12392196e+02
258.445000,-1.43806889e+02,-1.12391316e+02
258.450000,-1.43806014e+02,-1.12390442e+02
258.455000,-1.43805295e+02,-1.12389720e+02
258.460000,-1.43804314e+02,-1.12388721e+02
258.465000,-1.43803525e+02,-1.12387933e+02
258.470000,-1.43801865e+02,-1.12386277e+02
258.475000,-1.43800999e+02,-1.12385414e+02
258.480000,-1.43800164e+02,-1.12384594e+02
258.485000,-1.43800527e+02,-1.12384959e+02
258.490000,-1.43800551e+02,-1.12384984e+02
258.495000,-1.43800395e+02,-1.12384831e+02
258.500000,-1.43799103e+02,-1.12383527e+02
258.505000,-1.43798694e+02,-1.12383117e+02
258.510000,-1.43798711e+02,-1.12383130e+02
258.515000,-1.43799147e+02,-1.12383566e+02
258.520000,-1.43799495e+02,-1.12383913e+02
258.525000,-1.43799759e+02,-1.12384173e+02
258.530000,-1.43799496e+02,-1.12383901e+02
258.535000,-1.43799169e+02,-1.12383573e+02
258.540000,-1.43798715e+02,-1.12383131e+02
258.545000,-1.43798798e+02,-1.12383215e+02
258.550000,-1.43798264e+02,-1.12382676e+02
258.555000,-1.43797199e+02,-1.12381614e+02
258.560000,-1.43794878e+02,-1.12379287e+02
258.565000,-1.43793288e+02,-1.12377685e+02
258.570000,-1.43791358e+02,-1.12375757e+02
258.575000,-1.43789424e+02,-1.12373813e+02
258.580000,-1.43787814e+02,-1.12372199e+02
258.585000,-1.43786212e+02,-1.12370606e+02
258.590000,-1.43783755e+02,-1.12368143e+02
258.595000,-1.43782341e+02,-1.12366729e+02
258.600000,-1.43781306e+02,-1.12365694e+02
258.605000,-1.43780671e+02,-1.12365058e+02
258.610000,-1.43779675e+02,-1.12364063e+02
258.615000,-1.43778255e+02,-1.12362643e+02
258.620000,-1.43775832e+02,-1.12360224e+02
258.625000,-1.43774824e+02,-1.12359217e+02
258.630000,-1.43773841e+02,-1.12358239e+02
258.635000,-1.43774230e+02,-1.12358631e+02
258.640000,-1.43774256e+02,-1.12358656e+02
258.645000,-1.43774082e+02,-1.12358488e+02
258.650000,-1.43772827e+02,-1.12357237e+02
258.655000,-1.43772540e+02,-1.12356970e+02
258.660000,-1.43771415e+02,-1.12355844e+02
258.665000,-1.43770602e+02,-1.12355032e+02
258.670000,-1.43769675e+02,-1.12354106e+02
258.675000,-1.43768679e+02,-1.12353117e+02
258.680000,-1.43766549e+02,-1.12350986e+02
258.685000,-1.43765085e+02,-1.12349538e+02
258.690000,-1.43764689e+02,-1.12349130e+02
258.695000,-1.43764162e+02,-1.12348607e+02
258.700000,-1.43763248e+02,-1.12347695e+02
258.705000,-1.43762230e+02,-1.12346674e+02
258.710000,-1.43760025e+02,-1.12344471e+02
258.715000,-1.43758935e+02,-1.12343382e+02
258.720000,-1.43757985e+02,-1.12342437e+02
258.725000,-1.43757154e+02,-1.12341610e+02
258.730000,-1.43755846e+02,-1.12340302e+02
258.735000,-1.43755083e+02,-1.12339533e+02
258.740000,-1.43753023e+02,-1.12337469e+02
258.745000,-1.43752374e+02,-1.12336822e+02
258.750000,-1.43751736e+02,-1.12336179e+02
258.755000,-1.43751142e+02,-1.12335584e+02
258.760000,-1.43750187e+02,-1.12334626e+02
258.765000,-1.43748820e+02,-1.12333263e+02
258.770000,-1.43746409e+02,-1.12330852e+02
258.775000,-1.43745254e+02,-1.12329694e+02
258.780000,-1.43744259e+02,-1.12328705e+02
258.785000,-1.43743295e+02,-1.12327747e+02
258.790000,-1.43743139e+02,-1.12327578e+02
258.795000,-1.43743120e+02,-1.12327561e+02
258.800000,-1.43742145e+02,-1.12326589e+02
258.805000,-1.43742453e+02,-1.12326879e+02
258.810000,-1.43743045e+02,-1.12327462e+02
258.815000,-1.43743462e+02,-1.12327879e+02
258.820000,-1.43743249e+02,-1.12327663e+02
258.825000,-1.43742813e+02,-1.12327227e+02
258.830000,-1.43741316e+02,-1.12325718e+02
258.835000,-1.43741315e+02,-1.12325705e+02
258.840000,-1.43740887e+02,-1.12325284e+02
258.845000,-1.43740511e+02,-1.12324904e+02
258.850000,-1.43739611e+02,-1.12323997e+02
258.855000,-1.43738359e+02,-1.12322755e+02
258.860000,-1.43736494e+02,-1.12320893e+02
258.865000,-1.43736017e+02,-1.12320416e+02
258.870000,-1.43735648e+02,-1.12320051e+02
258.875000,-1.43735756e+02,-1.12320145e+02
258.880000,-1.43734907e+02,-1.12319304e+02
258.885000,-1.43734669e+02,-1.12319068e+02
258.890000,-1.43733324e+02,-1.12317723e+02
258.895000,-1.43733455e+02,-1.12317853e+02
258.900000,-1.43733465e+02,-1.12317877e+02
258.905000,-1.43734326e+02,-1.12318733e+02
258.910000,-1.43734420e+02,-1.12318825e+02
258.915000,-1.43734137e+02,-1.12318535e+02
258.920000,-1.43732275e+02,-1.12316678e+02
258.925000,-1.43731808e+02,-1.12316216e+02
258.930000,-1.43731201e+02,-1.12315619e+02
258.935000,-1.43730309e+02,-1.12314734e+02
258.940000,-1.43729537e+02,-1.12313963e+02
258.945000,-1.43728772e+02,-1.12313195e+02
258.950000,-1.43726871e+02,-1.12311296e+02
258.955000,-1.43726740e+02,-1.12311158e+02
258.960000,-1.43726282e+02,-1.12310695e+02
258.965000,-1.43725352e+02,-1.12309754e+02
258.970000,-1.43724887e+02,-1.12309295e+02
258.975000,-1.43724552e+02,-1.12308958e+02
258.980000,-1.43722797e+02,-1.12307205e+02
258.985000,-1.43722634e+02,-1.12307034e+02
258.990000,-1.43722529e+02,-1.12306928e+02
258.995000,-1.43722435e+02,-1.12306839e+02
259.000000,-1.43721999e+02,-1.12306404e+02
259.005000,-1.43721542e+02,-1.12305949e+02
259.010000,-1.43719954e+02,-1.12304353e+02
259.015000,-1.43720202e+02,-1.12304601e+02
259.020000,-1.43720641e+02,-1.12305045e+02
259.025000,-1.43720695e+02,-1.12305100e+02
259.030000,-1.43720049e+02,-1.12304470e+02
259.035000,-1.43721144e+02,-1.12305559e+02
259.040000,-1.43721038e+02,-1.12305455e+02
259.045000,-1.43722313e+02,-1.12306715e+02
259.050000,-1.43723604e+02,-1.12308008e+02
259.055000,-1.43724846e+02,-1.12309240e+02
259.060000,-1.43725551e+02,-1.12309952e+02
259.065000,-1.43726515e+02,-1.12310914e+02
259.070000,-1.43725763e+02,-1.12310150e+02
259.075000,-1.43727162e+02,-1.12311567e+02
259.080000,-1.43728252e+02,-1.12312667e+02
259.085000,-1.43730078e+02,-1.12314485e+02
259.090000,-1.43731257e+02,-1.12315663e+02
259.095000,-1.43732266e+02,-1.12316670e+02
259.100000,-1.43731591e+02,-1.12315997e+02
259.105000,-1.43732457e+02,-1.12316859e+02
259.110000,-1.43733241e+02,-1.12317642e+02
259.115000,-1.43734271e+02,-1.12318676e+02
259.120000,-1.43735115e+02,-1.12319521e+02
259.125000,-1.43735839e+02,-1.12320251e+02
259.130000,-1.43735844e+02,-1.12320259e+02
259.135000,-1.43737222e+02,-1.12321632e+02
259.140000,-1.43737870e+02,-1.12322285e+02
259.145000,-1.43738690e+02,-1.12323104e+02
259.150000,-1.43739530e+02,-1.12323968e+02
259.155000,-1.43741180e+02,-1.12325619e+02
259.160000,-1.43741944e+02,-1.12326384e+02
259.165000,-1.43744788e+02,-1.12329225e+02
259.170000,-1.43747490e+02,-1.12331928e+02
259.175000,-1.43750352e+02,-1.12334788e+02
259.180000,-1.43752654e+02,-1.12337094e+02
259.185000,-1.43754604e+02,-1.12339044e+02
259.190000,-1.43754826e+02,-1.12339264e+02
259.195000,-1.43756599e+02,-1.12341034e+02
259.200000,-1.43758161e+02,-1.12342593e+02
259.205000,-1.43759786e+02,-1.12344220e+02
259.210000,-1.43761228e+02,-1.12345670e+02
259.215000,-1.43762440e+02,-1.12346879e+02
259.220000,-1.43761809e+02,-1.12346255e+02
259.225000,-1.43762952e+02,-1.12347397e+02
259.230000,-1.43763901e+02,-1.12348346e+02
259.235000,-1.43764976e+02,-1.12349411e+02
259.240000,-1.43766093e+02,-1.12350520e+02
259.245000,-1.43767502e+02,-1.12351934e+02
259.250000,-1.43767258e+02,-1.12351686e+02
259.255000,-1.43768721e+02,-1.12353152e+02
259.260000,-1.43770014e+02,-1.12354438e+02
259.265000,-1.43770629e+02,-1.12355049e+02
259.270000,-1.43770994e+02,-1.12355420e+02
259.275000,-1.43771979e+02,-1.12356405e+02
259.280000,-1.43771452e+02,-1.12355871e+02
259.285000,-1.43772774e+02,-1.12357176e+02
259.290000,-1.43772680e+02,-1.12357082e+02
259.295000,-1.43772634e+02,-1.12357029e+02
259.300000,-1.43772417e+02,-1.12356814e+02
259.305000,-1.43772235e+02,-1.12356628e+02
259.310000,-1.43770518e+02,-1.12354906e+02
259.315000,-1.43770661e+02,-1.12355060e+02
259.320000,-1.43771460e+02,-1.12355857e+02
259.325000,-1.43772441e+02,-1.12356828e+02
259.330000,-1.43772342e+02,-1.12356739e+02
259.335000,-1.43773238e+02,-1.12357633e+02
259.340000,-1.43772451e+02,-1.12356840e+02
259.345000,-1.43773494e+02,-1.12357886e+02
259.350000,-1.43774658e+02,-1.12359046e+02
259.355000,-1.43776265e+02,-1.12360657e+02
259.360000,-1.43777536e+02,-1.12361937e+02
259.365000,-1.43779414e+02,-1.12363809e+02
259.370000,-1.43779545e+02,-1.12363942e+02
259.375000,-1.43781414e+02,-1.12365801e+02
259.380000,-1.43783296e+02,-1.12367686e+02
259.385000,-1.43785184e+02,-1.12369572e+02
259.390000,-1.43787182e+02,-1.12371570e+02
259.395000,-1.43789160e+02,-1.12373548e+02
259.400000,-1.43789483e+02,-1.12373875e+02
259.405000,-1.43791318e+02,-1.12375714e+02
259.410000,-1.43793014e+02,-1.12377408e+02
259.415000,-1.43794041e+02,-1.12378441e+02
259.420000,-1.43794225e+02,-1.12378624e+02
259.425000,-1.43793899e+02,-1.12378301e+02
259.430000,-1.43791486e+02,-1.12375871e+02
259.435000,-1.43790839e+02,-1.12375239e+02
259.440000,-1.43789361e+02,-1.12373760e+02
259.445000,-1.43788310e+02,-1.12372710e+02
259.450000,-1.43787441e+02,-1.12371844e+02
259.455000,-1.43787006e+02,-1.12371413e+02
259.460000,-1.43785293e+02,-1.12369704e+02
259.465000,-1.43785553e+02,-1.12369968e+02
259.470000,-1.43785686e+02,-1.12370106e+02
259.475000,-1.43786088e+02,-1.12370500e+02
259.480000,-1.43786760e+02,-1.12371174e+02
259.485000,-1.43787555e+02,-1.12371972e+02
259.490000,-1.43786783e+02,-1.12371201e+02
259.495000,-1.43788546e+02,-1.12372962e+02
259.500000,-1.43790337e+02,-1.12374763e+02
259.505000,-1.43791885e+02,-1.12376312e+02
259.510000,-1.43793147e+02,-1.12377583e+02
259.515000,-1.43794368e+02,-1.12378797e+02
259.520000,-1.43794187e+02,-1.12378635e+02
259.525000,-1.43795387e+02,-1.12379826e+02
259.530000,-1.43796448e+02,-1.12380887e+02
259.535000,-1.43797606e+02,-1.12382054e+02
259.540000,-1.43799494e+02,-1.12383940e+02
259.545000,-1.43801178e+02,-1.12385623e+02
259.550000,-1.43801233e+02,-1.12385677e+02
259.555000,-1.43803482e+02,-1.12387924e+02
259.560000,-1.43805125e+02,-1.12389564e+02
259.565000,-1.43806657e+02,-1.12391097e+02
259.570000,-1.43807535e+02,-1.12391975e+02
259.575000,-1.43808013e+02,-1.12392448e+02
259.580000,-1.43806407e+02,-1.12390833e+02
259.585000,-1.43806519e+02,-1.12390940e+02
259.590000,-1.43806308e+02,-1.12390725e+02
259.595000,-1.43806192e+02,-1.12390622e+02
259.600000,-1.43806222e+02,-1.12390633e+02
259.605000,-1.43806518e+02,-1.12390926e+02
259.610000,-1.43804800e+02,-1.12389204e+02
259.615000,-1.43805153e+02,-1.12389563e+02
259.620000,-1.43806057e+02,-1.12390464e+02
259.625000,-1.43807227e+02,-1.12391635e+02
259.630000,-1.43808015e+02,-1.12392421e+02
259.635000,-1.43808532e+02,-1.12392941e+02
259.640000,-1.43807206e+02,-1.12391611e+02
259.645000,-1.43807806e+02,-1.12392208e+02
259.650000,-1.43808185e+02,-1.12392589e+02
259.655000,-1.43809030e+02,-1.12393437e+02
259.660000,-1.43809655e+02,-1.12394059e+02
259.665000,-1.43810215e+02,-1.12394615e+02
259.670000,-1.43809025e+02,-1.12393421e+02
259.675000,-1.43809816e+02,-1.12394212e+02
259.680000,-1.43810440e+02,-1.12394839e+02
259.685000,-1.43811225e+02,-1.12395627e+02
259.690000,-1.43811729e+02,-1.12396130e+02
259.695000,-1.43812098e+02,-1.12396501e+02
259.700000,-1.43810755e+02,-1.12395155e+02
259.705000,-1.43811137e+02,-1.12395536e+02
259.710000,-1.43811329e+02,-1.12395715e+02
259.715000,-1.43810914e+02,-1.12395304e+02
259.720000,-1.43810683e+02,-1.12395064e+02
259.725000,-1.43810363e+02,-1.12394749e+02
259.730000,-1.43808437e+02,-1.12392830e+02
259.735000,-1.43808268e+02,-1.12392662e+02
259.740000,-1.43807702e+02,-1.12392101e+02
259.745000,-1.43807338e+02,-1.12391733e+02
259.750000,-1.43806243e+02,-1.12390649e+02
259.755000,-1.43806015e+02,-1.12390424e+02
259.760000,-1.43804163e+02,-1.12388570e+02
259.765000,-1.43804127e+02,-1.12388535e+02
259.770000,-1.43804071e+02,-1.12388489e+02
259.775000,-1.43803724e+02,-1.12388139e+02
259.780000,-1.43803560e+02,-1.12387971e+02
259.785000,-1.43803638e+02,-1.12388048e+02
259.790000,-1.43802509e+02,-1.12386925e+02
259.795000,-1.43803991e+02,-1.12388403e+02
259.800000,-1.43805593e+02,-1.12389998e+02
259.805000,-1.43807351e+02,-1.12391750e+02
259.810000,-1.43808493e+02,-1.12392894e+02
259.815000,-1.43809354e+02,-1.12393759e+02
259.820000,-1.43808588e+02,-1.12392991e+02
259.825000,-1.43809673e+02,-1.12394083e+02
259.830000,-1.43810330e+02,-1.12394745e+02
259.835000,-1.43811570e+02,-1.12395981e+02
259.840000,-1.43812092e+02,-1.12396501e+02
259.845000,-1.43812684e+02,-1.12397096e+02
259.850000,-1.43812403e+02,-1.12396822e+02
259.855000,-1.43814043e+02,-1.12398463e+02
259.860000,-1.43815083e+02,-1.12399501e+02
259.865000,-1.43816173e+02,-1.12400605e+02
259.870000,-1.43818162e+02,-1.12402585e+02
259.875000,-1.43819618e+02,-1.12404042e+02
259.880000,-1.43819008e+02,-1.12403426e+02
259.885000,-1.43820179e+02,-1.12404595e+02
259.890000,-1.43821007e+02,-1.12405430e+02
259.895000,-1.43821041e+02,-1.12405467e+02
259.900000,-1.43820427e+02,-1.12404856e+02
259.905000,-1.43819747e+02,-1.12404170e+02
259.910000,-1.43818007e+02,-1.12402425e+02
259.915000,-1.43818090e+02,-1.12402498e+02
259.920000,-1.43818681e+02,-1.12403095e+02
259.925000,-1.43819490e+02,-1.12403902e+02
259.930000,-1.43819915e+02,-1.12404327e+02
259.935000,-1.43819827e+02,-1.12404240e+02
259.940000,-1.43818225e+02,-1.12402643e+02
259.945000,-1.43818088e+02,-1.12402512e+02
259.950000,-1.43818389e+02,-1.12402798e+02
259.955000,-1.43819175e+02,-1.12403590e+02
259.960000,-1.43819720e+02,-1.12404134e+02
259.965000,-1.43820162e+02,-1.12404570e+02
259.970000,-1.43819168e+02,-1.12403571e+02
259.975000,-1.43819856e+02,-1.12404265e+02
259.980000,-1.43821302e+02,-1.12405709e+02
259.985000,-1.43823029e+02,-1.12407432e+02
259.990000,-1.43824116e+02,-1.12408518e+02
259.995000,-1.43824880e+02,-1.12409287e+02
260.000000,-1.43823716e+02,-1.12408138e+02
260.005000,-1.43824883e+02,-1.12409301e+02
260.010000,-1.43825223e+02,-1.12409629e+02
260.015000,-1.43825127e+02,-1.12409526e+02
260.020000,-1.43824396e+02,-1.12408794e+02
260.025000,-1.43823488e+02,-1.12407890e+02
260.030000,-1.43821053e+02,-1.12405461e+02
260.035000,-1.43821163e+02,-1.12405567e+02
260.040000,-1.43819678e+02,-1.12404080e+02
260.045000,-1.43818058e+02,-1.12402460e+02
260.050000,-1.43816024e+02,-1.12400426e+02
260.055000,-1.43814013e+02,-1.12398416e+02
260.060000,-1.43810847e+02,-1.12395238e+02
260.065000,-1.43809258e+02,-1.12393643e+02
260.070000,-1.43807590e+02,-1.12391987e+02
260.075000,-1.43806563e+02,-1.12390958e+02
260.080000,-1.43805664e+02,-1.12390056e+02
260.085000,-1.43803134e+02,-1.12387535e+02
260.090000,-1.43803100e+02,-1.12387490e+02
260.095000,-1.43803914e+02,-1.12388305e+02
260.100000,-1.43804578e+02,-1.12388967e+02
260.105000,-1.43805159e+02,-1.12389548e+02
260.110000,-1.43805830e+02,-1.12390206e+02
260.115000,-1.43804603e+02,-1.12388985e+02
260.120000,-1.43804539e+02,-1.12388929e+02
260.125000,-1.43804237e+02,-1.12388628e+02
260.130000,-1.43803394e+02,-1.12387787e+02
260.135000,-1.43803088e+02,-1.12387482e+02
260.140000,-1.43802041e+02,-1.12386446e+02
260.145000,-1.43802163e+02,-1.12386562e+02
260.150000,-1.43802241e+02,-1.12386649e+02
260.155000,-1.43802072e+02,-1.12386482e+02
260.160000,-1.43801816e+02,-1.12386223e+02
260.165000,-1.43799751e+02,-1.12384156e+02
260.170000,-1.43800107e+02,-1.12384519e+02
260.175000,-1.43801684e+02,-1.12386097e+02
260.180000,-1.43803120e+02,-1.12387525e+02
260.185000,-1.43804761e+02,-1.12389166e+02
260.190000,-1.43804471e+02,-1.12388881e+02
260.195000,-1.43807474e+02,-1.12391884e+02
260.200000,-1.43810629e+02,-1.12395043e+02
260.205000,-1.43814559e+02,-1.12398973e+02
260.210000,-1.43818117e+02,-1.12402524e+02
260.215000,-1.43819274e+02,-1.12403673e+02
260.220000,-1.43821280e+02,-1.12405679e+02
260.225000,-1.43823307e+02,-1.12407720e+02
260.230000,-1.43824528e+02,-1.12408936e+02
260.235000,-1.43825764e+02,-1.12410170e+02
260.240000,-1.43824958e+02,-1.12409362e+02
260.245000,-1.43826423e+02,-1.12410830e+02
260.250000,-1.43827995e+02,-1.12412408e+02
260.255000,-1.43829785e+02,-1.12414196e+02
260.260000,-1.43831259e+02,-1.12415670e+02
260.265000,-1.43830825e+02,-1.12415248e+02
260.270000,-1.43832688e+02,-1.12417113e+02
260.275000,-1.43834924e+02,-1.12419345e+02
260.280000,-1.43836469e+02,-1.12420880e+02
260.285000,-1.43838130e+02,-1.12422539e+02
260.290000,-1.43837912e+02,-1.12422310e+02
260.295000,-1.43839064e+02,-1.12423455e+02
260.300000,-1.43840580e+02,-1.12424977e+02
260.305000,-1.43842169e+02,-1.12426565e+02
260.310000,-1.43843287e+02,-1.12427684e+02
260.315000,-1.43842351e+02,-1.12426746e+02
260.320000,-1.43844135e+02,-1.12428528e+02
260.325000,-1.43846420e+02,-1.12430818e+02
260.330000,-1.43848422e+02,-1.12432819e+02
260.335000,-1.43850185e+02,-1.12434582e+02
260.340000,-1.43850188e+02,-1.12434587e+02
260.345000,-1.43852147e+02,-1.12436543e+02
260.350000,-1.43854134e+02,-1.12438532e+02
260.355000,-1.43855711e+02,-1.12440115e+02
260.360000,-1.43858550e+02,-1.12442954e+02
260.365000,-1.43860001e+02,-1.12444402e+02
