time,u,gap
3.848000,-5.598112e-03,7.70516000e-04
3.849000,-5.568988e-03,7.64947000e-04
3.850000,-5.540619e-03,7.59407000e-04
3.851000,-5.515580e-03,7.53891000e-04
3.852000,-5.490169e-03,7.48401000e-04
3.853000,-5.463605e-03,7.42937000e-04
3.854000,-5.433021e-03,7.37504000e-04
3.855000,-5.398034e-03,7.32106000e-04
3.856000,-5.365148e-03,7.26741000e-04
3.857000,-5.332031e-03,7.21409000e-04
3.858000,-5.293426e-03,7.16116000e-04
3.859000,-5.256059e-03,7.10860000e-04
3.860000,-5.222808e-03,7.05637000e-04
3.861000,-5.190184e-03,7.00447000e-04
3.862000,-5.156866e-03,6.95290000e-04
3.863000,-5.126971e-03,6.90163000e-04
3.864000,-5.099130e-03,6.85064000e-04
3.865000,-5.072990e-03,6.79991000e-04
3.866000,-5.047614e-03,6.74943000e-04
3.867000,-5.023211e-03,6.69920000e-04
3.868000,-4.998553e-03,6.64921000e-04
3.869000,-4.970642e-03,6.59951000e-04
3.870000,-4.945040e-03,6.55006000e-04
3.871000,-4.920459e-03,6.50085000e-04
3.872000,-4.896614e-03,6.45188000e-04
3.873000,-4.869841e-03,6.40319000e-04
3.874000,-4.842453e-03,6.35476000e-04
3.875000,-4.815751e-03,6.30660000e-04
3.876000,-4.787744e-03,6.25873000e-04
3.877000,-4.760225e-03,6.21112000e-04
3.878000,-4.735986e-03,6.16376000e-04
3.879000,-4.713124e-03,6.11663000e-04
3.880000,-4.689623e-03,6.06974000e-04
3.881000,-4.666021e-03,6.02308000e-04
3.882000,-4.642770e-03,5.97665000e-04
3.883000,-4.621416e-03,5.93044000e-04
3.884000,-4.603803e-03,5.88440000e-04
3.885000,-4.588042e-03,5.83852000e-04
3.886000,-4.572480e-03,5.79279000e-04
3.887000,-4.556202e-03,5.74723000e-04
3.888000,-4.540758e-03,5.70182000e-04
3.889000,-4.525101e-03,5.65657000e-04
3.890000,-4.509379e-03,5.61148000e-04
3.891000,-4.495458e-03,5.56652000e-04
3.892000,-4.483921e-03,5.52168000e-04
3.893000,-4.472488e-03,5.47696000e-04
3.894000,-4.459565e-03,5.43236000e-04
3.895000,-4.442859e-03,5.38793000e-04
3.896000,-4.422132e-03,5.34371000e-04
3.897000,-4.397548e-03,5.29974000e-04
3.898000,-4.374502e-03,5.25599000e-04
3.899000,-4.350486e-03,5.21249000e-04
3.900000,-4.322418e-03,5.16926000e-04
3.901000,-4.293400e-03,5.12633000e-04
3.902000,-4.265112e-03,5.08368000e-04
3.903000,-4.239587e-03,5.04128000e-04
3.904000,-4.211758e-03,4.99917000e-04
3.905000,-4.179691e-03,4.95737000e-04
3.906000,-4.150015e-03,4.91587000e-04
3.907000,-4.120133e-03,4.87467000e-04
3.908000,-4.089925e-03,4.83377000e-04
3.909000,-4.062819e-03,4.79314000e-04
3.910000,-4.035957e-03,4.75278000e-04
3.911000,-4.009818e-03,4.71268000e-04
3.912000,-3.983066e-03,4.67285000e-04
3.913000,-3.955057e-03,4.63330000e-04
3.914000,-3.927414e-03,4.59403000e-04
3.915000,-3.902639e-03,4.55500000e-04
3.916000,-3.880473e-03,4.51620000e-04
3.917000,-3.858856e-03,4.47761000e-04
3.918000,-3.835388e-03,4.43925000e-04
3.919000,-3.805670e-03,4.40120000e-04
3.920000,-3.772374e-03,4.36347000e-04
3.921000,-3.741958e-03,4.32605000e-04
3.922000,-3.713912e-03,4.28891000e-04
3.923000,-3.687092e-03,4.25204000e-04
3.924000,-3.658829e-03,4.21545000e-04
3.925000,-3.630400e-03,4.17915000e-04
3.926000,-3.602838e-03,4.14312000e-04
3.927000,-3.574955e-03,4.10737000e-04
3.928000,-3.548395e-03,4.07189000e-04
3.929000,-3.523486e-03,4.03665000e-04
3.930000,-3.498246e-03,4.00167000e-04
3.931000,-3.472189e-03,3.96695000e-04
3.932000,-3.448120e-03,3.93247000e-04
3.933000,-3.425387e-03,3.89821000e-04
3.934000,-3.401754e-03,3.86420000e-04
3.935000,-3.375439e-03,3.83044000e-04
3.936000,-3.346449e-03,3.79698000e-04
3.937000,-3.317211e-03,3.76381000e-04
3.938000,-3.290571e-03,3.73090000e-04
3.939000,-3.264343e-03,3.69826000e-04
3.940000,-3.235924e-03,3.66590000e-04
3.941000,-3.204040e-03,3.63386000e-04
3.942000,-3.171509e-03,3.60214000e-04
3.943000,-3.139101e-03,3.57075000e-04
3.944000,-3.107173e-03,3.53968000e-04
3.945000,-3.073559e-03,3.50894000e-04
3.946000,-3.040052e-03,3.47854000e-04
3.947000,-3.005680e-03,3.44849000e-04
3.948000,-2.969793e-03,3.41879000e-04
3.949000,-2.936015e-03,3.38943000e-04
3.950000,-2.903856e-03,3.36039000e-04
3.951000,-2.871311e-03,3.33168000e-04
3.952000,-2.836395e-03,3.30331000e-04
3.953000,-2.802239e-03,3.27529000e-04
3.954000,-2.770914e-03,3.24758000e-04
3.955000,-2.741356e-03,3.22017000e-04
3.956000,-2.711880e-03,3.19305000e-04
3.957000,-2.681272e-03,3.16624000e-04
3.958000,-2.649650e-03,3.13974000e-04
3.959000,-2.620104e-03,3.11354000e-04
3.960000,-2.590328e-03,3.08764000e-04
3.961000,-2.556348e-03,3.06207000e-04
3.962000,-2.520716e-03,3.03686000e-04
3.963000,-2.486865e-03,3.01200000e-04
3.964000,-2.454189e-03,2.98745000e-04
3.965000,-2.419275e-03,2.96326000e-04
3.966000,-2.380329e-03,2.93946000e-04
3.967000,-2.342181e-03,2.91604000e-04
3.968000,-2.305403e-03,2.89298000e-04
3.969000,-2.271031e-03,2.87027000e-04
3.970000,-2.236368e-03,2.84791000e-04
3.971000,-2.200220e-03,2.82591000e-04
3.972000,-2.166100e-03,2.80424000e-04
3.973000,-2.134585e-03,2.78290000e-04
3.974000,-2.103451e-03,2.76186000e-04
3.975000,-2.070630e-03,2.74116000e-04
3.976000,-2.039376e-03,2.72076000e-04
3.977000,-2.009848e-03,2.70067000e-04
3.978000,-1.981364e-03,2.68085000e-04
3.979000,-1.953396e-03,2.66132000e-04
3.980000,-1.925961e-03,2.64206000e-04
3.981000,-1.898514e-03,2.62307000e-04
3.982000,-1.869717e-03,2.60438000e-04
3.983000,-1.841308e-03,2.58596000e-04
3.984000,-1.814439e-03,2.56782000e-04
3.985000,-1.788817e-03,2.54993000e-04
3.986000,-1.763789e-03,2.53229000e-04
3.987000,-1.739189e-03,2.51490000e-04
3.988000,-1.715139e-03,2.49775000e-04
3.989000,-1.691580e-03,2.48083000e-04
3.990000,-1.668797e-03,2.46415000e-04
3.991000,-1.646569e-03,2.44768000e-04
3.992000,-1.624124e-03,2.43144000e-04
3.993000,-1.601872e-03,2.41542000e-04
3.994000,-1.580015e-03,2.39962000e-04
3.995000,-1.558309e-03,2.38404000e-04
3.996000,-1.536855e-03,2.36867000e-04
3.997000,-1.515981e-03,2.35351000e-04
3.998000,-1.495576e-03,2.33855000e-04
3.999000,-1.475312e-03,2.32380000e-04
4.000000,-1.455193e-03,2.30925000e-04
4.001000,-1.435898e-03,2.29489000e-04
4.002000,-1.417219e-03,2.28072000e-04
4.003000,-1.399037e-03,2.26673000e-04
4.004000,-1.380779e-03,2.25292000e-04
4.005000,-1.361686e-03,2.23930000e-04
4.006000,-1.342477e-03,2.22588000e-04
4.007000,-1.324271e-03,2.21263000e-04
4.008000,-1.306922e-03,2.19956000e-04
4.009000,-1.289548e-03,2.18667000e-04
4.010000,-1.271670e-03,2.17395000e-04
4.011000,-1.254430e-03,2.16141000e-04
4.012000,-1.237083e-03,2.14904000e-04
4.013000,-1.218381e-03,2.13685000e-04
4.014000,-1.199931e-03,2.12485000e-04
4.015000,-1.181931e-03,2.11304000e-04
4.016000,-1.164236e-03,2.10139000e-04
4.017000,-1.146683e-03,2.08993000e-04
4.018000,-1.129398e-03,2.07863000e-04
4.019000,-1.112515e-03,2.06751000e-04
4.020000,-1.096095e-03,2.05655000e-04
4.021000,-1.079724e-03,2.04575000e-04
4.022000,-1.063068e-03,2.03512000e-04
4.023000,-1.046819e-03,2.02465000e-04
4.024000,-1.030952e-03,2.01434000e-04
4.025000,-1.015432e-03,2.00419000e-04
4.026000,-1.000187e-03,1.99418000e-04
4.027000,-9.843499e-04,1.98434000e-04
4.028000,-9.673510e-04,1.97467000e-04
4.029000,-9.510634e-04,1.96516000e-04
4.030000,-9.355250e-04,1.95580000e-04
4.031000,-9.201651e-04,1.94660000e-04
4.032000,-9.045611e-04,1.93755000e-04
4.033000,-8.890773e-04,1.92866000e-04
4.034000,-8.742807e-04,1.91992000e-04
4.035000,-8.601651e-04,1.91132000e-04
4.036000,-8.464296e-04,1.90285000e-04
4.037000,-8.323987e-04,1.89453000e-04
4.038000,-8.178576e-04,1.88635000e-04
4.039000,-8.034881e-04,1.87832000e-04
4.040000,-7.885922e-04,1.87043000e-04
4.041000,-7.740775e-04,1.86269000e-04
4.042000,-7.597572e-04,1.85509000e-04
4.043000,-7.456731e-04,1.84764000e-04
4.044000,-7.315667e-04,1.84032000e-04
4.045000,-7.174423e-04,1.83315000e-04
4.046000,-7.038863e-04,1.82611000e-04
4.047000,-6.908483e-04,1.81920000e-04
4.048000,-6.780350e-04,1.81242000e-04
4.049000,-6.656080e-04,1.80576000e-04
4.050000,-6.536102e-04,1.79923000e-04
4.051000,-6.419160e-04,1.79281000e-04
4.052000,-6.303873e-04,1.78650000e-04
4.053000,-6.193279e-04,1.78031000e-04
4.054000,-6.087308e-04,1.77422000e-04
4.055000,-5.984798e-04,1.76824000e-04
4.056000,-5.884643e-04,1.76235000e-04
4.057000,-5.783559e-04,1.75657000e-04
4.058000,-5.679858e-04,1.75089000e-04
4.059000,-5.582088e-04,1.74531000e-04
4.060000,-5.489749e-04,1.73982000e-04
4.061000,-5.400016e-04,1.73442000e-04
4.062000,-5.309168e-04,1.72911000e-04
4.063000,-5.217026e-04,1.72389000e-04
4.064000,-5.128332e-04,1.71876000e-04
4.065000,-5.042478e-04,1.71372000e-04
4.066000,-4.958052e-04,1.70876000e-04
4.067000,-4.872194e-04,1.70389000e-04
4.068000,-4.789790e-04,1.69910000e-04
4.069000,-4.711310e-04,1.69439000e-04
4.070000,-4.635860e-04,1.68975000e-04
4.071000,-4.561838e-04,1.68519000e-04
4.072000,-4.489300e-04,1.68070000e-04
4.073000,-4.418436e-04,1.67628000e-04
4.074000,-4.346333e-04,1.67194000e-04
4.075000,-4.272630e-04,1.66766000e-04
4.076000,-4.204713e-04,1.66346000e-04
4.077000,-4.141707e-04,1.65932000e-04
4.078000,-4.080292e-04,1.65524000e-04
4.079000,-4.018931e-04,1.65122000e-04
4.080000,-3.958450e-04,1.64726000e-04
4.081000,-3.899998e-04,1.64336000e-04
4.082000,-3.843506e-04,1.63952000e-04
4.083000,-3.788153e-04,1.63573000e-04
4.084000,-3.733453e-04,1.63200000e-04
4.085000,-3.679541e-04,1.62832000e-04
4.086000,-3.626768e-04,1.62469000e-04
4.087000,-3.575125e-04,1.62111000e-04
4.088000,-3.524098e-04,1.61759000e-04
4.089000,-3.473512e-04,1.61412000e-04
4.090000,-3.423655e-04,1.61069000e-04
4.091000,-3.374806e-04,1.60732000e-04
4.092000,-3.326701e-04,1.60399000e-04
4.093000,-3.279449e-04,1.60071000e-04
4.094000,-3.232961e-04,1.59748000e-04
4.095000,-3.187177e-04,1.59429000e-04
4.096000,-3.142101e-04,1.59115000e-04
4.097000,-3.095565e-04,1.58805000e-04
4.098000,-3.045056e-04,1.58501000e-04
4.099000,-2.993906e-04,1.58202000e-04
4.100000,-2.942871e-04,1.57907000e-04
4.101000,-2.892188e-04,1.57618000e-04
4.102000,-2.841704e-04,1.57334000e-04
4.103000,-2.791359e-04,1.57055000e-04
4.104000,-2.741549e-04,1.56781000e-04
4.105000,-2.693074e-04,1.56511000e-04
4.106000,-2.645835e-04,1.56247000e-04
4.107000,-2.599656e-04,1.55987000e-04
4.108000,-2.554410e-04,1.55731000e-04
4.109000,-2.510333e-04,1.55480000e-04
4.110000,-2.467507e-04,1.55233000e-04
4.111000,-2.425863e-04,1.54991000e-04
4.112000,-2.385261e-04,1.54752000e-04
4.113000,-2.345475e-04,1.54518000e-04
4.114000,-2.306430e-04,1.54287000e-04
4.115000,-2.268399e-04,1.54060000e-04
4.116000,-2.231252e-04,1.53837000e-04
4.117000,-2.195177e-04,1.53618000e-04
4.118000,-2.159402e-04,1.53402000e-04
4.119000,-2.122941e-04,1.53189000e-04
4.120000,-2.087275e-04,1.52981000e-04
4.121000,-2.054000e-04,1.52775000e-04
4.122000,-2.022195e-04,1.52573000e-04
4.123000,-1.990739e-04,1.52374000e-04
4.124000,-1.959493e-04,1.52178000e-04
4.125000,-1.928958e-04,1.51985000e-04
4.126000,-1.899390e-04,1.51795000e-04
4.127000,-1.870544e-04,1.51608000e-04
4.128000,-1.841990e-04,1.51424000e-04
4.129000,-1.813680e-04,1.51243000e-04
4.130000,-1.786028e-04,1.51064000e-04
4.131000,-1.759015e-04,1.50888000e-04
4.132000,-1.732389e-04,1.50715000e-04
4.133000,-1.706279e-04,1.50544000e-04
4.134000,-1.680670e-04,1.50376000e-04
4.135000,-1.655524e-04,1.50211000e-04
4.136000,-1.630802e-04,1.50048000e-04
4.137000,-1.606578e-04,1.49887000e-04
4.138000,-1.582896e-04,1.49729000e-04
4.139000,-1.559456e-04,1.49573000e-04
4.140000,-1.536236e-04,1.49419000e-04
4.141000,-1.513462e-04,1.49268000e-04
4.142000,-1.491126e-04,1.49119000e-04
4.143000,-1.469156e-04,1.48972000e-04
4.144000,-1.447478e-04,1.48827000e-04
4.145000,-1.426113e-04,1.48684000e-04
4.146000,-1.405099e-04,1.48544000e-04
4.147000,-1.384441e-04,1.48405000e-04
4.148000,-1.364117e-04,1.48269000e-04
4.149000,-1.344105e-04,1.48135000e-04
4.150000,-1.324402e-04,1.48002000e-04
4.151000,-1.305015e-04,1.47872000e-04
4.152000,-1.285943e-04,1.47743000e-04
4.153000,-1.267176e-04,1.47616000e-04
4.154000,-1.248706e-04,1.47491000e-04
4.155000,-1.230563e-04,1.47368000e-04
4.156000,-1.212665e-04,1.47247000e-04
4.157000,-1.194914e-04,1.47128000e-04
4.158000,-1.177577e-04,1.47010000e-04
4.159000,-1.160559e-04,1.46894000e-04
4.160000,-1.143820e-04,1.46779000e-04
4.161000,-1.127320e-04,1.46667000e-04
4.162000,-1.111024e-04,1.46556000e-04
4.163000,-1.094882e-04,1.46446000e-04
4.164000,-1.079153e-04,1.46338000e-04
4.165000,-1.063698e-04,1.46232000e-04
4.166000,-1.048467e-04,1.46127000e-04
4.167000,-1.033416e-04,1.46024000e-04
4.168000,-1.018613e-04,1.45922000e-04
4.169000,-1.004073e-04,1.45821000e-04
4.170000,-9.897828e-05,1.45722000e-04
4.171000,-9.757063e-05,1.45625000e-04
4.172000,-9.618342e-05,1.45529000e-04
4.173000,-9.481663e-05,1.45434000e-04
4.174000,-9.347153e-05,1.45340000e-04
4.175000,-9.214859e-05,1.45248000e-04
4.176000,-9.084708e-05,1.45157000e-04
4.177000,-8.956571e-05,1.45068000e-04
4.178000,-8.830387e-05,1.44979000e-04
4.179000,-8.706151e-05,1.44892000e-04
4.180000,-8.583863e-05,1.44807000e-04
4.181000,-8.463485e-05,1.44722000e-04
4.182000,-8.344965e-05,1.44638000e-04
4.183000,-8.228264e-05,1.44556000e-04
4.184000,-8.113357e-05,1.44475000e-04
4.185000,-8.000224e-05,1.44395000e-04
4.186000,-7.888834e-05,1.44316000e-04
4.187000,-7.779156e-05,1.44238000e-04
4.188000,-7.671158e-05,1.44162000e-04
4.189000,-7.564814e-05,1.44086000e-04
4.190000,-7.460099e-05,1.44011000e-04
4.191000,-7.356988e-05,1.43938000e-04
4.192000,-7.255453e-05,1.43865000e-04
4.193000,-7.155469e-05,1.43794000e-04
4.194000,-7.057010e-05,1.43723000e-04
4.195000,-6.960052e-05,1.43654000e-04
4.196000,-6.864573e-05,1.43585000e-04
4.197000,-6.770548e-05,1.43517000e-04
4.198000,-6.677953e-05,1.43450000e-04
4.199000,-6.586765e-05,1.43385000e-04
4.200000,-6.496963e-05,1.43320000e-04
4.201000,-6.408525e-05,1.43256000e-04
4.202000,-6.321428e-05,1.43192000e-04
4.203000,-6.235652e-05,1.43130000e-04
4.204000,-6.151175e-05,1.43068000e-04
4.205000,-6.067977e-05,1.43008000e-04
4.206000,-5.986037e-05,1.42948000e-04
4.207000,-5.904854e-05,1.42889000e-04
4.208000,-5.824402e-05,1.42831000e-04
4.209000,-5.745717e-05,1.42773000e-04
4.210000,-5.668232e-05,1.42716000e-04
4.211000,-5.592678e-05,1.42661000e-04
4.212000,-5.518318e-05,1.42605000e-04
4.213000,-5.444745e-05,1.42551000e-04
4.214000,-5.372012e-05,1.42497000e-04
4.215000,-5.300512e-05,1.42444000e-04
4.216000,-5.230283e-05,1.42392000e-04
4.217000,-5.161155e-05,1.42340000e-04
4.218000,-5.092969e-05,1.42289000e-04
4.219000,-5.025445e-05,1.42239000e-04
4.220000,-4.958516e-05,1.42189000e-04
4.221000,-4.892984e-05,1.42141000e-04
4.222000,-4.828770e-05,1.42092000e-04
4.223000,-4.765592e-05,1.42045000e-04
4.224000,-4.703244e-05,1.41998000e-04
4.225000,-4.641782e-05,1.41951000e-04
4.226000,-4.581305e-05,1.41905000e-04
4.227000,-4.521815e-05,1.41860000e-04
4.228000,-4.463225e-05,1.41815000e-04
4.229000,-4.405478e-05,1.41771000e-04
4.230000,-4.348345e-05,1.41728000e-04
4.231000,-4.291741e-05,1.41685000e-04
4.232000,-4.236289e-05,1.41643000e-04
4.233000,-4.181952e-05,1.41601000e-04
4.234000,-4.128452e-05,1.41560000e-04
4.235000,-4.075632e-05,1.41519000e-04
4.236000,-4.023553e-05,1.41479000e-04
4.237000,-3.972306e-05,1.41439000e-04
4.238000,-3.921889e-05,1.41400000e-04
4.239000,-3.872228e-05,1.41361000e-04
4.240000,-3.823273e-05,1.41323000e-04
4.241000,-3.775026e-05,1.41285000e-04
4.242000,-3.727503e-05,1.41248000e-04
4.243000,-3.680698e-05,1.41211000e-04
4.244000,-3.634586e-05,1.41175000e-04
4.245000,-3.589147e-05,1.41139000e-04
4.246000,-3.544371e-05,1.41103000e-04
4.247000,-3.500256e-05,1.41068000e-04
4.248000,-3.456792e-05,1.41034000e-04
4.249000,-3.413969e-05,1.40999000e-04
4.250000,-3.371771e-05,1.40966000e-04
4.251000,-3.330192e-05,1.40932000e-04
4.252000,-3.289222e-05,1.40900000e-04
4.253000,-3.248853e-05,1.40867000e-04
4.254000,-3.209076e-05,1.40835000e-04
4.255000,-3.169880e-05,1.40803000e-04
4.256000,-3.131257e-05,1.40772000e-04
4.257000,-3.093199e-05,1.40741000e-04
4.258000,-3.055697e-05,1.40710000e-04
4.259000,-3.018743e-05,1.40680000e-04
4.260000,-2.982328e-05,1.40650000e-04
4.261000,-2.946443e-05,1.40621000e-04
4.262000,-2.911082e-05,1.40592000e-04
4.263000,-2.876236e-05,1.40563000e-04
4.264000,-2.841898e-05,1.40535000e-04
4.265000,-2.808059e-05,1.40507000e-04
4.266000,-2.774712e-05,1.40479000e-04
4.267000,-2.741850e-05,1.40451000e-04
4.268000,-2.709464e-05,1.40424000e-04
4.269000,-2.677549e-05,1.40398000e-04
4.270000,-2.646097e-05,1.40371000e-04
4.271000,-2.615100e-05,1.40345000e-04
4.272000,-2.584553e-05,1.40319000e-04
4.273000,-2.554447e-05,1.40294000e-04
4.274000,-2.524777e-05,1.40268000e-04
4.275000,-2.495536e-05,1.40243000e-04
4.276000,-2.466717e-05,1.40219000e-04
4.277000,-2.438315e-05,1.40194000e-04
4.278000,-2.410321e-05,1.40170000e-04
4.279000,-2.382732e-05,1.40146000e-04
4.280000,-2.355539e-05,1.40123000e-04
4.281000,-2.328738e-05,1.40100000e-04
4.282000,-2.290717e-05,1.40077000e-04
4.283000,-2.236222e-05,1.40054000e-04
4.284000,-2.197511e-05,1.40032000e-04
4.285000,-2.173153e-05,1.40011000e-04
4.286000,-2.149909e-05,1.39989000e-04
4.287000,-2.121696e-05,1.39968000e-04
4.288000,-2.092610e-05,1.39947000e-04
4.289000,-2.067924e-05,1.39926000e-04
4.290000,-2.047555e-05,1.39906000e-04
4.291000,-2.028212e-05,1.39886000e-04
4.292000,-2.007969e-05,1.39865000e-04
4.293000,-1.987565e-05,1.39846000e-04
4.294000,-1.968286e-05,1.39826000e-04
4.295000,-1.950240e-05,1.39806000e-04
4.296000,-1.932615e-05,1.39787000e-04
4.297000,-1.914854e-05,1.39768000e-04
4.298000,-1.897061e-05,1.39749000e-04
4.299000,-1.879560e-05,1.39730000e-04
4.300000,-1.862413e-05,1.39711000e-04
